"id","category","denominazione_regione","date","origin_x","origin_y","stripes_x","stripes_y","bunches_x","bunches_y","clusters_x","clusters_y"
"Abru-rico-0","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.393,0.472,1022.56,908.113,1022.56,908.113
"Abru-rico-1","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.607,0.046,1018.736,911.334,1018.736,911.334
"Abru-rico-2","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.217,0.819,1021.682,903.191,1021.682,903.191
"Abru-rico-3","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.45,0.909,1023.438,913.035,1023.438,913.035
"Abru-rico-4","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.547,0.38,1017.858,906.413,1017.858,906.413
"Abru-rico-5","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.327,0.58,1026.384,904.892,1026.384,904.892
"Abru-rico-6","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.514,0.605,1019.614,916.257,1019.614,916.257
"Abru-rico-7","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.381,0.546,1016.98,901.491,1016.98,901.491
"Abru-rico-8","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.175,0.986,1027.262,909.814,1027.262,909.814
"Abru-rico-9","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.24,0.879,1014.034,909.634,1014.034,909.634
"Abru-rico-10","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.343,0.212,1025.506,899.97,1025.506,899.97
"Abru-rico-11","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.36,0.662,1024.316,917.957,1024.316,917.957
"Abru-rico-12","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.226,0.236,1013.156,904.712,1013.156,904.712
"Abru-rico-13","ricoverati_con_sintomi","Abruzzo","2020-03-08",1010.38,897.139,0.253,0.2,1031.086,906.592,1031.086,906.592
"Abru-isol-0","isolamento_domiciliare","Abruzzo","2020-03-08",1010.38,897.139,0.913,0.944,1014.913,914.556,1014.913,914.556
"Abru-isol-1","isolamento_domiciliare","Abruzzo","2020-03-08",1010.38,897.139,0.686,0.13,1020.804,898.269,1020.804,898.269
"Abru-isol-2","isolamento_domiciliare","Abruzzo","2020-03-08",1010.38,897.139,0.743,0.298,1028.14,914.736,1028.14,914.736
"Basi-rico-0","ricoverati_con_sintomi","Basilicata","2020-03-08",2176.076,1795.534,0.32,0.11,2180.288,1803.861,2180.288,1803.861
"Basi-rico-1","ricoverati_con_sintomi","Basilicata","2020-03-08",2176.076,1795.534,0.327,0.551,2186.833,1801.2,2186.833,1801.2
"Basi-isol-0","isolamento_domiciliare","Basilicata","2020-03-08",2176.076,1795.534,0.831,0.325,2184.893,1805.808,2184.893,1805.808
"Basi-isol-1","isolamento_domiciliare","Basilicata","2020-03-08",2176.076,1795.534,0.686,0.023,2182.228,1799.253,2182.228,1799.253
"Cala-rico-0","ricoverati_con_sintomi","Calabria","2020-03-08",2221.402,2586.067,0.256,0.171,2228.236,2592.876,2228.236,2592.876
"Cala-rico-1","ricoverati_con_sintomi","Calabria","2020-03-08",2221.402,2586.067,0.19,0.879,2219.74,2594.51,2219.74,2594.51
"Cala-rico-2","ricoverati_con_sintomi","Calabria","2020-03-08",2221.402,2586.067,0.193,0.119,2227.3,2587.964,2227.3,2587.964
"Cala-rico-3","ricoverati_con_sintomi","Calabria","2020-03-08",2221.402,2586.067,0.261,0.215,2229.172,2597.787,2229.172,2597.787
"Cala-rico-4","ricoverati_con_sintomi","Calabria","2020-03-08",2221.402,2586.067,0.341,0.778,2223.515,2591.231,2223.515,2591.231
"Cala-isol-0","isolamento_domiciliare","Calabria","2020-03-08",2221.402,2586.067,0.734,0.459,2232.021,2589.609,2232.021,2589.609
"Cala-isol-1","isolamento_domiciliare","Calabria","2020-03-08",2221.402,2586.067,0.852,0.023,2224.367,2596.406,2224.367,2596.406
"Cala-isol-2","isolamento_domiciliare","Calabria","2020-03-08",2221.402,2586.067,0.877,0.88,2222.578,2586.319,2222.578,2586.319
"Cala-isol-3","isolamento_domiciliare","Calabria","2020-03-08",2221.402,2586.067,0.868,0.12,2232.957,2594.521,2232.957,2594.521
"Camp-tera-0","terapia_intensiva","Campania","2020-03-08",1447.394,1663.99,0.108,0.242,1454.196,1674.769,1454.196,1674.769
"Camp-tera-1","terapia_intensiva","Campania","2020-03-08",1447.394,1663.99,0.085,0.611,1454.233,1669.77,1454.233,1669.77
"Camp-tera-2","terapia_intensiva","Campania","2020-03-08",1447.394,1663.99,0.136,0.769,1454.5,1680.2,1454.5,1680.2
