"id","category","denominazione_regione","date","origin_x","origin_y","stripes_x","stripes_y","bunches_x","bunches_y","clusters_x","clusters_y"
"Abru-dece-0","deceduti","Abruzzo","2020-03-17",1010.38,897.139,0.05,0.897,1059.234,940.26,1059.234,940.26
"Abru-dece-1","deceduti","Abruzzo","2020-03-17",1010.38,897.139,0.017,0.102,1058.657,945.223,1058.657,945.223
"Abru-dece-2","deceduti","Abruzzo","2020-03-17",1010.38,897.139,0.077,0.645,1060.08,935.337,1060.08,935.337
"Abru-dece-3","deceduti","Abruzzo","2020-03-17",1010.38,897.139,0.021,0.471,1062.63,948.341,1062.63,948.341
"Abru-dece-4","deceduti","Abruzzo","2020-03-17",1010.38,897.139,0.003,0.519,1054.509,941.893,1054.509,941.893
"Abru-dece-5","deceduti","Abruzzo","2020-03-17",1010.38,897.139,0.074,0.924,1063.306,943.391,1063.306,943.391
"Abru-tera-0","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.098,0.231,1058.442,951.057,1058.442,951.057
"Abru-tera-1","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.113,0.499,1055.358,936.969,1055.358,936.969
"Abru-tera-2","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.124,0.69,1067.258,946.46,1067.258,946.46
"Abru-tera-3","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.096,0.441,1050.656,945.075,1050.656,945.075
"Abru-tera-4","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.084,0.272,1063.995,938.44,1063.995,938.44
"Abru-tera-5","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.131,0.721,1062.335,954.014,1062.335,954.014
"Abru-tera-6","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.108,0.974,1050.48,938.055,1050.48,938.055
"Abru-tera-7","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.101,0.226,1067.941,941.511,1067.941,941.511
"Abru-tera-8","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.132,0.059,1054.566,948.09,1054.566,948.09
"Abru-tera-9","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.14,0.5,1056.106,932.028,1056.106,932.028
"Abru-tera-10","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.141,0.07,1066.613,951.413,1066.613,951.413
"Abru-tera-11","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.12,0.781,1047.095,941.732,1047.095,941.732
"Abru-tera-12","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.086,0.735,1068.662,936.566,1068.662,936.566
"Abru-tera-13","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.104,0.998,1057.681,955.993,1057.681,955.993
"Abru-tera-14","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.091,0.279,1047.23,928.773,1047.23,928.773
"Abru-tera-15","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.126,0.771,1071.89,944.577,1071.89,944.577
"Abru-tera-16","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.104,0.597,1049.695,949.98,1049.695,949.98
"Abru-tera-17","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.081,0.784,1060.82,930.397,1060.82,930.397
"Abru-tera-18","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.109,0.152,1066.284,957.017,1066.284,957.017
"Abru-tera-19","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.114,0.382,1043.812,938.02,1043.812,938.02
"Abru-tera-20","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.091,0.807,1073.293,934.685,1073.293,934.685
"Abru-tera-21","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.132,0.039,1053.672,953.006,1053.672,953.006
"Abru-tera-22","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.125,0.886,1051.237,933.117,1051.237,933.117
"Abru-tera-23","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.109,0.998,1071.24,949.53,1071.24,949.53
"Abru-tera-24","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.102,0.468,1045.892,946.555,1045.892,946.555
"Abru-tera-25","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.099,0.058,1064.731,933.497,1064.731,933.497
"Abru-tera-26","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.092,0.959,1061.727,958.989,1061.727,958.989
"Abru-tera-27","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.08,0.078,1046.267,933.661,1046.267,933.661
"Abru-tera-28","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.1,0.252,1072.599,939.633,1072.599,939.633
"Abru-tera-29","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.125,0.024,1049.06,954.939,1049.06,954.939
"Abru-tera-30","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.115,0.359,1057.074,927.125,1057.074,927.125
"Abru-tera-31","terapia_intensiva","Abruzzo","2020-03-17",1010.38,897.139,0.102,0.82,1070.589,954.49,1070.589,954.49
"Abru-rico-0","ricoverati_con_sintomi","Abruzzo","2020-03-17",1010.38,897.139,0.33,0.088,1042.174,942.721,1042.174,942.721
"Abru-rico-1","ricoverati_con_sintomi","Abruzzo","2020-03-17",1010.38,897.139,0.217,0.25,1069.364,931.613,1069.364,931.613
"Abru-rico-2","ricoverati_con_sintomi","Abruzzo","2020-03-17",1010.38,897.139,0.376,0.439,1057.136,960.959,1057.136,960.959
"Abru-rico-3","ricoverati_con_sintomi","Abruzzo","2020-03-17",1010.38,897.139,0.424,0.736,1048.792,924.04,1048.792,924.04
"Abru-rico-4","ricoverati_con_sintomi","Abruzzo","2020-03-17",1010.38,897.139,0.203,0.654,1075.868,947.65,1075.868,947.65
"Abru-rico-5","ricoverati_con_sintomi","Abruzzo","2020-03-17",1010.38,897.139,0.157,0.357,1044.92,951.46,1044.92,951.46
"Abru-rico-6","ricoverati_con_sintomi","Abruzzo","2020-03-17",1010.38,897.139,0.55,0.016,1065.443,928.517,1065.443,928.517
"Abru-rico-7","ricoverati_con_sintomi","Abruzzo","2020-03-17",1010.38,897.139,0.489,0.357,1065.723,961.989,1065.723,961.989
