"id","category","denominazione_regione","date","origin_x","origin_y","stripes_x","stripes_y","bunches_x","bunches_y","clusters_x","clusters_y"
"Abru-dece-0","deceduti","Abruzzo","2020-03-12",1010.38,897.139,0.006,0.771,1033.47,918.791,1033.47,918.791
"Abru-dece-1","deceduti","Abruzzo","2020-03-12",1010.38,897.139,0.022,0.008,1031.461,923.352,1031.461,923.352
"Abru-tera-0","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.14,0.067,1035.491,914.229,1035.491,914.229
"Abru-tera-1","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.091,0.86,1036.457,923.258,1036.457,923.258
"Abru-tera-2","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.121,0.351,1028.475,919.351,1028.475,919.351
"Abru-tera-3","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.106,0.373,1038.435,918.265,1038.435,918.265
"Abru-tera-4","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.075,0.308,1031.628,928.34,1031.628,928.34
"Abru-tera-5","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.136,0.964,1030.524,914.76,1030.524,914.76
"Abru-tera-6","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.109,0.23,1041.366,922.313,1041.366,922.313
"Abru-tera-7","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.077,0.571,1026.647,924.705,1026.647,924.705
"Abru-tera-8","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.117,0.403,1037.514,909.658,1037.514,909.658
"Abru-tera-9","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.076,0.736,1035.941,930.874,1035.941,930.874
"Abru-tera-10","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.099,0.769,1025.556,915.293,1025.556,915.293
"Abru-tera-11","terapia_intensiva","Abruzzo","2020-03-12",1010.38,897.139,0.117,0.802,1043.407,917.735,1043.407,917.735
"Abru-rico-0","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.196,0.671,1026.819,929.714,1026.819,929.714
"Abru-rico-1","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.467,0.197,1032.544,910.189,1032.544,910.189
"Abru-rico-2","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.354,0.573,1039.421,927.284,1039.421,927.284
"Abru-rico-3","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.18,0.665,1023.659,920.696,1023.659,920.696
"Abru-rico-4","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.52,0.451,1040.461,913.697,1040.461,913.697
"Abru-rico-5","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.243,0.332,1031.539,933.334,1031.539,933.334
"Abru-rico-6","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.508,0.601,1027.574,910.722,1027.574,910.722
"Abru-rico-7","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.312,0.86,1046.355,921.771,1046.355,921.771
"Abru-rico-8","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.374,0.731,1022.41,927.358,1022.41,927.358
"Abru-rico-9","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.515,0.298,1039.538,905.087,1039.538,905.087
"Abru-rico-10","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.498,0.078,1040.206,933.482,1040.206,933.482
"Abru-rico-11","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.25,0.483,1020.587,915.822,1020.587,915.822
"Abru-rico-12","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.333,0.126,1045.432,913.164,1045.432,913.164
"Abru-rico-13","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.391,0.784,1026.823,934.984,1026.823,934.984
"Abru-rico-14","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.189,0.521,1029.595,906.15,1029.595,906.15
"Abru-rico-15","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.443,0.908,1044.33,926.338,1044.33,926.338
"Abru-rico-16","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.38,0.514,1017.831,925.354,1017.831,925.354
"Abru-rico-17","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.213,0.289,1042.485,909.125,1042.485,909.125
"Abru-rico-18","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.543,0.104,1035.829,935.895,1035.829,935.895
"Abru-rico-19","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.212,0.369,1022.604,911.254,1022.604,911.254
"Abru-rico-20","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.302,0.323,1048.379,917.202,1048.379,917.202
"Abru-rico-21","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.515,0.883,1022.572,932.354,1022.572,932.354
"Abru-rico-22","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.436,0.709,1034.566,905.618,1034.566,905.618
"Abru-rico-23","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.486,0.43,1044.712,931.321,1044.712,931.321
"Abru-rico-24","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.186,0.405,1018.661,920.427,1018.661,920.427
"Abru-rico-25","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.406,0.491,1047.456,908.593,1047.456,908.593
"Abru-rico-26","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.481,0.014,1031.392,938.332,1031.392,938.332
"Abru-rico-27","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.146,0.1,1024.625,906.682,1024.625,906.682
"Abru-rico-28","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.191,0.836,1049.301,925.811,1049.301,925.811
"Abru-rico-29","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.464,0.863,1017.995,930.343,1017.995,930.343
"Abru-rico-30","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.32,0.793,1041.562,900.515,1041.562,900.515
"Abru-rico-31","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.395,0.46,1040.084,938.521,1040.084,938.521
"Abru-rico-32","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.536,0.573,1017.634,911.789,1017.634,911.789
"Abru-rico-33","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.23,0.777,1050.404,912.631,1050.404,912.631
"Abru-rico-34","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.443,0.949,1022.417,937.352,1022.417,937.352
"Abru-rico-35","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.475,0.639,1031.619,901.579,1031.619,901.579
"Abru-rico-36","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.488,0.989,1049.684,930.796,1049.684,930.796
"Abru-rico-37","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.15,0.19,1013.975,922.171,1013.975,922.171
"Abru-rico-38","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.19,0.706,1044.509,904.554,1044.509,904.554
"Abru-rico-39","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.15,0.527,1035.684,940.894,1035.684,940.894
"Abru-rico-40","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.458,0.298,1019.654,907.215,1019.654,907.215
"Abru-rico-41","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.497,0.934,1051.326,921.241,1051.326,921.241
"Abru-rico-42","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.219,0.341,1017.84,935.339,1017.84,935.339
"Abru-rico-43","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.229,0.275,1036.591,901.047,1036.591,901.047
"Abru-rico-44","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.4,0.236,1044.572,936.317,1044.572,936.317
"Abru-rico-45","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.343,0.706,1015.626,916.455,1015.626,916.455
"Abru-rico-46","ricoverati_con_sintomi","Abruzzo","2020-03-12",1010.38,897.139,0.2,0.448,1052.428,908.059,1052.428,908.059
"Abru-isol-0","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.917,0.499,1026.674,939.981,1026.674,939.981
"Abru-isol-1","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.709,0.995,1026.648,902.11,1026.648,902.11
"Abru-isol-2","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.73,0.213,1053.81,927.974,1053.81,927.974
"Abru-isol-3","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.674,0.118,1013.148,927.104,1013.148,927.104
"Abru-isol-4","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.815,0.296,1046.534,899.982,1046.534,899.982
"Abru-isol-5","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.779,0.47,1039.939,943.519,1039.939,943.519
"Abru-isol-6","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.601,0.438,1014.683,907.752,1014.683,907.752
"Abru-isol-7","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.611,0.257,1053.352,916.67,1053.352,916.67
"Abru-isol-8","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.632,0.495,1017.945,940.338,1017.945,940.338
"Abru-isol-9","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.756,0.809,1033.644,897.007,1033.644,897.007
"Abru-isol-10","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.852,0.854,1049.544,935.794,1049.544,935.794
"Abru-isol-11","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.628,0.88,1010.94,918.197,1010.94,918.197
"Abru-isol-12","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.885,0.38,1049.481,904.021,1049.481,904.021
"Abru-isol-13","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.741,0.755,1030.885,943.307,1030.885,943.307
"Abru-isol-14","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.847,0.379,1021.676,902.643,1021.676,902.643
"Abru-isol-15","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.733,0.731,1055.835,923.402,1055.835,923.402
"Abru-isol-16","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.77,0.014,1013.313,932.101,1013.313,932.101
"Abru-isol-17","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.647,0.873,1038.615,896.475,1038.615,896.475
"Abru-isol-18","isolamento_domiciliare","Abruzzo","2020-03-12",1010.38,897.139,0.731,0.449,1044.427,941.315,1044.427,941.315
"Abru-dime-0","dimessi_guariti","Abruzzo","2020-03-12",1010.38,897.139,0.953,0.035,1012.673,912.419,1012.673,912.419
"Abru-dime-1","dimessi_guariti","Abruzzo","2020-03-12",1010.38,897.139,0.964,0.355,1055.376,912.098,1055.376,912.098
"Abru-dime-2","dimessi_guariti","Abruzzo","2020-03-12",1010.38,897.139,0.989,0.822,1022.409,942.59,1022.409,942.59
"Abru-dime-3","dimessi_guariti","Abruzzo","2020-03-12",1010.38,897.139,0.937,0.525,1028.672,897.539,1028.672,897.539
"Basi-tera-0","terapia_intensiva","Basilicata","2020-03-12",2176.076,1795.534,0.079,0.527,2196.835,1813.097,2196.835,1813.097
"Basi-rico-0","ricoverati_con_sintomi","Basilicata","2020-03-12",2176.076,1795.534,0.188,0.631,2187.738,1811.22,2187.738,1811.22
"Basi-isol-0","isolamento_domiciliare","Basilicata","2020-03-12",2176.076,1795.534,0.858,0.037,2192.645,1810.264,2192.645,1810.264
