"id","category","denominazione_regione","date","origin_x","origin_y","stripes_x","stripes_y","bunches_x","bunches_y","clusters_x","clusters_y"
"Abru-rico-0","ricoverati_con_sintomi","Abruzzo","2020-03-01",1010.38,897.139,0.312,0.012,1014.511,899.052,1014.511,899.052
"Abru-rico-1","ricoverati_con_sintomi","Abruzzo","2020-03-01",1010.38,897.139,0.388,0.02,1010.695,902.828,1010.695,902.828
"Abru-rico-2","ricoverati_con_sintomi","Abruzzo","2020-03-01",1010.38,897.139,0.376,0.481,1012.672,894.403,1012.672,894.403
"Abru-isol-0","isolamento_domiciliare","Abruzzo","2020-03-01",1010.38,897.139,0.838,0.333,1015.57,903.938,1015.57,903.938
"Abru-isol-1","isolamento_domiciliare","Abruzzo","2020-03-01",1010.38,897.139,0.81,0.143,1009.244,898.043,1009.244,898.043
"Cala-isol-0","isolamento_domiciliare","Calabria","2020-03-01",2221.402,2586.067,0.863,0.296,2222.029,2586.85,2222.029,2586.85
"Camp-rico-0","ricoverati_con_sintomi","Campania","2020-03-01",1447.394,1663.99,0.207,0.164,1448.578,1666.641,1448.578,1666.641
"Camp-rico-1","ricoverati_con_sintomi","Campania","2020-03-01",1447.394,1663.99,0.383,0.031,1446.316,1662.183,1446.316,1662.183
"Camp-rico-2","ricoverati_con_sintomi","Campania","2020-03-01",1447.394,1663.99,0.278,0.704,1453.57,1666.911,1453.57,1666.911
"Camp-rico-3","ricoverati_con_sintomi","Campania","2020-03-01",1447.394,1663.99,0.416,0.192,1443.586,1666.371,1443.586,1666.371
"Camp-isol-0","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.752,0.59,1451.308,1662.453,1451.308,1662.453
"Camp-isol-1","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.642,0.624,1450.84,1671.1,1450.84,1671.1
"Camp-isol-2","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.604,0.519,1441.324,1661.912,1441.324,1661.912
"Camp-isol-3","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.828,0.162,1456.301,1662.723,1456.301,1662.723
"Camp-isol-4","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.894,0.622,1445.848,1670.83,1445.848,1670.83
"Camp-isol-5","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.532,0.501,1449.046,1657.994,1449.046,1657.994
"Camp-isol-6","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.746,0.787,1455.833,1671.37,1455.833,1671.37
"Camp-isol-7","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.637,0.889,1438.593,1666.101,1438.593,1666.101
"Camp-isol-8","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.825,0.649,1454.039,1658.264,1454.039,1658.264
"Camp-isol-9","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.778,0.303,1448.11,1675.289,1448.11,1675.289
"Camp-isol-10","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.743,0.484,1444.054,1657.724,1444.054,1657.724
"Camp-isol-11","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.64,0.413,1458.563,1667.182,1458.563,1667.182
"Camp-isol-12","isolamento_domiciliare","Campania","2020-03-01",1447.394,1663.99,0.684,0.811,1440.855,1670.56,1440.855,1670.56
"Emil-dece-0","deceduti","Emilia Romagna","2020-03-01",-224.55,-430.431,0.01,0.519,-222.194,-424.073,-222.194,-424.073
"Emil-dece-1","deceduti","Emilia Romagna","2020-03-01",-224.55,-430.431,0.019,0.217,-220.239,-419.473,-220.239,-419.473
"Emil-dece-2","deceduti","Emilia Romagna","2020-03-01",-224.55,-430.431,0.006,0.1,-227.159,-424.655,-227.159,-424.655
"Emil-dece-3","deceduti","Emilia Romagna","2020-03-01",-224.55,-430.431,0.013,0.308,-217.229,-423.504,-217.229,-423.504
"Emil-dece-4","deceduti","Emilia Romagna","2020-03-01",-224.55,-430.431,0.003,0.978,-225.196,-420.058,-225.196,-420.058
"Emil-dece-5","deceduti","Emilia Romagna","2020-03-01",-224.55,-430.431,0.009,0.401,-224.177,-428.66,-224.177,-428.66
"Emil-dece-6","deceduti","Emilia Romagna","2020-03-01",-224.55,-430.431,0.001,0.188,-212.326,-422.537,-212.326,-422.537
"Emil-dece-7","deceduti","Emilia Romagna","2020-03-01",-224.55,-430.431,0.016,0.008,-230.158,-420.655,-230.158,-420.655
"Emil-tera-0","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.075,0.992,-219.215,-428.091,-219.215,-428.091
"Emil-tera-1","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.071,0.309,-223.254,-415.453,-223.254,-415.453
"Emil-tera-2","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.038,0.083,-229.132,-429.252,-229.132,-429.252
"Emil-tera-3","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.06,0.601,-209.383,-426.476,-209.383,-426.476
"Emil-tera-4","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.076,0.29,-228.209,-416.056,-228.209,-416.056
"Emil-tera-5","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.095,0.15,-221.213,-432.681,-221.213,-432.681
"Emil-tera-6","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.04,0.831,-215.319,-418.632,-215.319,-418.632
"Emil-tera-7","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.044,0.501,-232.12,-425.251,-232.12,-425.251
"Emil-tera-8","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.074,0.167,-214.247,-427.549,-214.247,-427.549
"Emil-tera-9","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.087,0.428,-221.344,-410.723,-221.344,-410.723
"Emil-tera-10","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.04,0.911,-226.159,-433.258,-226.159,-433.258
"Emil-tera-11","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.048,0.25,-207.33,-421.943,-207.33,-421.943
"Emil-tera-12","terapia_intensiva","Emilia Romagna","2020-03-01",-224.55,-430.431,0.094,0.735,-233.17,-416.654,-233.17,-416.654
"Emil-rico-0","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.464,0.894,-216.266,-432.129,-216.266,-432.129
"Emil-rico-1","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.199,0.058,-218.325,-414.675,-218.325,-414.675
"Emil-rico-2","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.425,0.724,-234.094,-429.842,-234.094,-429.842
"Emil-rico-3","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.159,0.091,-206.459,-430.482,-206.459,-430.482
"Emil-rico-4","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.273,0.345,-226.278,-411.446,-226.278,-411.446
"Emil-rico-5","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.36,0.097,-224.637,-438.015,-224.637,-438.015
"Emil-rico-6","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.355,0.787,-210.304,-417.969,-210.304,-417.969
"Emil-rico-7","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.127,0.122,-235.12,-421.254,-235.12,-421.254
"Emil-rico-8","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.236,0.31,-211.306,-431.593,-211.306,-431.593
"Emil-rico-9","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.175,0.198,-216.381,-410.074,-216.381,-410.074
"Emil-rico-10","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.294,0.319,-231.116,-433.847,-231.116,-433.847
"Emil-rico-11","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.292,0.218,-204.394,-425.947,-204.394,-425.947
"Emil-rico-12","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.416,0.198,-231.237,-412.049,-231.237,-412.049
"Emil-rico-13","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.398,0.401,-219.686,-437.438,-219.686,-437.438
"Emil-rico-14","ricoverati_con_sintomi","Emilia Romagna","2020-03-01",-224.55,-430.431,0.152,0.697,-213.345,-414.023,-213.345,-414.023
