"id","category","denominazione_regione","date","origin_x","origin_y","stripes_x","stripes_y","bunches_x","bunches_y","clusters_x","clusters_y"
"Abru-rico-0","ricoverati_con_sintomi","Abruzzo","2020-03-07",1010.38,897.139,0.52,0.129,1019.185,905.182,1019.185,905.182
"Abru-rico-1","ricoverati_con_sintomi","Abruzzo","2020-03-07",1010.38,897.139,0.228,0.995,1016.825,909.589,1016.825,909.589
"Abru-rico-2","ricoverati_con_sintomi","Abruzzo","2020-03-07",1010.38,897.139,0.443,0.75,1019.648,900.203,1019.648,900.203
"Abru-rico-3","ricoverati_con_sintomi","Abruzzo","2020-03-07",1010.38,897.139,0.426,0.781,1021.822,909.429,1021.822,909.429
"Abru-rico-4","ricoverati_con_sintomi","Abruzzo","2020-03-07",1010.38,897.139,0.573,0.382,1014.188,905.342,1014.188,905.342
"Abru-rico-5","ricoverati_con_sintomi","Abruzzo","2020-03-07",1010.38,897.139,0.581,0.073,1024.182,905.022,1024.182,905.022
"Abru-rico-6","ricoverati_con_sintomi","Abruzzo","2020-03-07",1010.38,897.139,0.577,0.049,1019.463,913.837,1019.463,913.837
"Abru-rico-7","ricoverati_con_sintomi","Abruzzo","2020-03-07",1010.38,897.139,0.165,0.134,1014.651,900.364,1014.651,900.364
"Abru-rico-8","ricoverati_con_sintomi","Abruzzo","2020-03-07",1010.38,897.139,0.454,0.053,1026.82,909.269,1026.82,909.269
"Abru-rico-9","ricoverati_con_sintomi","Abruzzo","2020-03-07",1010.38,897.139,0.336,0.172,1011.828,909.75,1011.828,909.75
"Abru-rico-10","ricoverati_con_sintomi","Abruzzo","2020-03-07",1010.38,897.139,0.155,0.398,1024.646,900.043,1024.646,900.043
"Basi-rico-0","ricoverati_con_sintomi","Basilicata","2020-03-07",2176.076,1795.534,0.531,0.347,2181.754,1803.87,2181.754,1803.87
"Basi-isol-0","isolamento_domiciliare","Basilicata","2020-03-07",2176.076,1795.534,0.753,0.966,2179.351,1799.485,2179.351,1799.485
"Basi-isol-1","isolamento_domiciliare","Basilicata","2020-03-07",2176.076,1795.534,0.728,0.881,2184.35,1799.596,2184.35,1799.596
"Cala-rico-0","ricoverati_con_sintomi","Calabria","2020-03-07",2221.402,2586.067,0.505,0.926,2224.341,2594.258,2224.341,2594.258
"Cala-rico-1","ricoverati_con_sintomi","Calabria","2020-03-07",2221.402,2586.067,0.561,0.264,2226.432,2587.562,2226.432,2587.562
"Cala-isol-0","isolamento_domiciliare","Calabria","2020-03-07",2221.402,2586.067,0.811,0.123,2228.787,2591.972,2228.787,2591.972
"Cala-isol-1","isolamento_domiciliare","Calabria","2020-03-07",2221.402,2586.067,0.843,0.61,2221.985,2589.848,2221.985,2589.848
"Camp-rico-0","ricoverati_con_sintomi","Campania","2020-03-07",1447.394,1663.99,0.411,0.673,1454.992,1670.675,1454.992,1670.675
"Camp-rico-1","ricoverati_con_sintomi","Campania","2020-03-07",1447.394,1663.99,0.385,0.465,1452.548,1675.035,1452.548,1675.035
"Camp-rico-2","ricoverati_con_sintomi","Campania","2020-03-07",1447.394,1663.99,0.184,0.423,1450.437,1668.616,1450.437,1668.616
"Camp-rico-3","ricoverati_con_sintomi","Campania","2020-03-07",1447.394,1663.99,0.182,0.166,1460.495,1671.604,1460.495,1671.604
"Camp-rico-4","ricoverati_con_sintomi","Campania","2020-03-07",1447.394,1663.99,0.521,0.044,1447.584,1674.462,1447.584,1674.462
"Camp-rico-5","ricoverati_con_sintomi","Campania","2020-03-07",1447.394,1663.99,0.564,0.905,1453.887,1664.999,1453.887,1664.999
"Camp-rico-6","ricoverati_con_sintomi","Campania","2020-03-07",1447.394,1663.99,0.275,0.967,1457.512,1675.612,1457.512,1675.612
"Camp-rico-7","ricoverati_con_sintomi","Campania","2020-03-07",1447.394,1663.99,0.385,0.673,1445.599,1669.875,1445.599,1669.875
"Camp-rico-8","ricoverati_con_sintomi","Campania","2020-03-07",1447.394,1663.99,0.288,0.348,1458.441,1667.057,1458.441,1667.057
