"id","bunches_x","bunches_y","clusters_x","clusters_y","stripes_x","stripes_y"
"084000003",279.63335519758215,289.4103791577185,277.76622700735817,290.5608102692556,"0.303",0.736
"083000005",278.96364149658655,290.01118776788775,280.14987740243924,290.5340518705562,"0.581",0.848
"084000002",279.44785215971643,288.53004255663365,279.30117637771366,290.8378209690017,"0.231",0.976
"083000001",279.8186786899568,290.29073532026825,281.31310156365845,288.46076981749275,"0.739",0.222
"082000000",278.7782287219482,289.1308305820667,278.0876118376966,288.7904615748869,"0.962",0.274
"083000006",280.3030310048074,288.8095149379534,281.1542174326777,289.34621655321615,"0.684",0.354
"083000000",279.14897784077226,290.8917733724826,280.4676485646651,288.7647710944675,"0.591",0.03
"083000007",278.592496003972,288.25028550531016,279.6208674048865,289.0685140927972,"0.668",0.808
"083000009",280.4885167739759,289.6899972192921,279.7793988572776,288.1840432401991,"0.626",0.511
"084000005",278.1084064427561,289.73169002617993,277.9267624967447,289.67619066564146,"0.208",0.222
"083000002",280.11767325557355,287.92903300088085,280.3076054960882,289.64977456034126,"0.766",0.42
"083000004",280.0042547415378,291.17139653491614,279.4612241988303,289.95403852324824,"0.444",0.995
"084000001",277.92274493413936,288.85111467051814,278.45371041827445,291.1415863849799,"0.156",0.48
"083000008",281.15842219472637,289.0891777343364,278.9334344428849,288.48759788094344,"0.443",0.829
"084000004",278.2937065322984,290.61220780133306,278.6135812169215,290.2573835942818,"0.187",0.05
"084000000",279.2622922562905,287.64943459759195,278.7740880919265,289.371895334488,"0.035",0.312
"083000003",280.6741541642225,290.57049164681695,280.6254289942679,287.88025362299123,"0.858",0.844
"082000001",277.2529896901752,289.45218025281775,277.2408634412031,289.095121953613,"0.947",0.989
"125000000",390.44059814591947,506.12495769427056,389.44676686446195,505.8789497629128,"0.281",0.181
"123000000",389.54587879543516,506.22180410141505,390.25582420241057,505.48431209547175,"0.378",0.307
"122000000",389.9093411185052,505.39855015470977,390.1932269929875,506.3820500920107,"0.736",0.949
"032000018",205.4193764117051,211.65338299528128,205.40334720341264,206.85179878794,"0.010",0.287
"034000028",206.2633857517925,207.61197067886192,201.86808312880993,212.55410973443742,"0.188",0.098
"032000010",201.15600925063305,214.1773930435876,204.6407245018133,208.44538473123615,"0.099",0.033
"033000037",208.16623224528342,215.92292282445206,209.74492436446099,218.75216311774756,"0.810",0.849
"033000033",202.85396017845576,214.75098738135478,204.2057688146542,218.2812556993672,"0.764",0.32
"034000056",203.05115904183538,212.26343953739405,202.23351965651688,211.72746998443802,"0.236",0.83
"034000046",205.47837500507512,217.7504056716608,203.62806734989974,212.33827083020296,"0.347",0.306
"034000020",207.82698567823383,207.65414308656972,207.8096491634035,208.38523065316332,"0.289",0.913
"034000006",209.34104529492282,216.9330354367121,202.32847378927934,207.87775933078598,"0.297",0.98
"033000005",201.85212432621353,216.903463415294,207.59661002533687,217.8024124425087,"0.930",0.899
"033000051",208.66845982696933,211.07864755522138,206.05286150894256,219.62193913288053,"0.762",0.016
"033000050",206.2015683256833,212.0949557756119,206.76958446063463,214.88625080308813,"0.801",0.936
"033000048",207.8833955017263,215.07306945572105,207.81900137713188,216.95636871697573,"0.761",0.021
"033000006",207.80047084559388,209.45242658134595,209.06647197246292,210.06144827663047,"0.585",0.011
"034000017",211.03855131939,212.3647144545259,203.49576561973737,214.67458362837021,"0.336",0.495
"034000065",207.5959006575676,214.2228754016945,205.147659936231,209.1550349101252,"0.382",0.754
"034000024",205.19505655898317,216.89813721126663,203.75126092710417,208.5243829126197,"0.463",0.904
"034000027",201.36873467179234,210.47101012138037,203.87750320938795,210.04159787944212,"0.262",0.206
"032000017",204.66981434216228,208.44300678862726,201.9396849921512,208.66836199310234,"0.029",0.465
"033000053",201.3642339876655,215.14197678980568,210.39266798588224,219.35767942346982,"0.835",0.182
"033000049",206.22395911558738,209.40561809322082,211.63959797208477,216.0753614443105,"0.652",0.862
"033000039",200.99419701481608,213.09263096224794,211.4646454287169,218.2245492261772,"0.749",0.573
"034000031",206.11991897201912,214.72692943548995,202.08486462282295,210.19639490276379,"0.405",0.983
"034000025",204.97016410347413,213.70138412391512,204.70894530471762,215.97395041458594,"0.265",0.869
"032000015",211.39944029660683,213.22175248556738,203.98784958187008,211.55148107501375,"0.012",0.682
"033000073",203.88690121239011,212.5856913232866,209.28442850472032,211.6793466341833,"0.628",0.359
"034000041",208.74168073933714,212.84103718804883,203.90326066851512,216.28812481649805,"0.362",0.656
"032000001",206.20632605085706,210.2983759951183,202.8484428188238,208.5968454188384,"0.017",0.952
"033000065",206.97672555511008,211.64401749182227,208.47012613024737,219.80583191353838,"0.908",0.293
"034000010",209.65168719384903,215.37625245473922,201.19778275150927,210.28889166121795,"0.385",0.021
"031000002",205.4733319233873,208.04198017847284,201.0606910712897,208.48747874737327,"0.992",0.685
"033000013",208.63135931173804,210.11680737646253,207.816610632343,219.19773741565405,"0.962",0.379
"034000001",202.4739196887772,216.25920742676317,204.07835806554021,215.34891362402502,"0.130",0.068
"033000040",202.61626947121982,213.85353584734958,205.66646157543732,217.18790754389212,"0.913",0.951
"033000021",203.74902099735687,211.70073017328934,208.60174938545194,212.21809603020947,"0.868",0.123
"033000074",209.3616407321033,214.52704609628756,209.10797595848567,218.15184165937458,"0.768",0.857
"034000055",206.69139972950552,216.42300004165693,201.73029175630586,214.92367333765918,"0.391",0.182
"032000006",207.3014169687161,213.37413914326498,202.70101968536028,207.07475391667052,"0.019",0.173
"034000059",205.43616076581662,209.84069803031045,200.8278813558102,211.10218414975128,"0.200",0.525
