"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","289","71","565","24","68","13","1017","13.833333333333",458.124498303482,481.1420501172729,23.780515909126564,0,458.1739385676331,481.1146694554848,0.00000425757531546291,-0.00000768774874282811
"Basilicata","40.5","22","15","110","1","3","17","151","16.5",631.7883003522712,615.6439377639663,9.163244385166136,1,631.6638152729358,615.5796441946501,0.00000999737390504938,0.000019356895206652502
"Calabria","39","103","22","344","7","18","18","494","16.5",638.5478900533218,733.5385737316155,16.57388305850077,2,638.4767594595323,733.3655050718871,0.000026911433304338133,0.00001106050184745364
"Campania","40.75","456","113","723","64","98","15","1454","14.783333333333",523.3260209727315,596.0262438126024,28.434329976251696,3,523.2617778428007,596.0230425958252,4.977754604828107e-7,0.00000998953079723971
"Emilia-Romagna","44.75","3461","308","5592","960","1267","08","11588","11",273.7755526126515,283.67879560051733,80.27217658181459,4,60.840851111161726,188.3375434941194,-0.0021111988129651513,0.0021258417445976572
"Friuli Venezia Giulia","46.1","222","57","748","214","76","06","1317","13.116666666667",397.94445344900134,179.05170714910764,27.06161326292637,5,395.65713269288227,174.70004931822615,-0.0003437670213980698,-0.0002457210153856266
"Lazio","41.9","992","126","895","164","118","12","2295","12.716666666667",389.96527268662,505.9151039834651,35.72334688243779,6,389.78218468186293,506.4573227124266,-0.0000843126836696144,0.000028469398425886702
"Liguria","44.45","1023","157","880","305","331","07","2696","8.7666666666667",137.64188625782947,306.98980046466886,38.71869754677403,7,164.69030357460355,130.23929669359234,-0.0006819872300603804,0.002781554038258099
"Lombardia","45.65","11137","1292","11466","8001","5402","03","37298","9.95",206.55634157536247,213.87614012509903,144.01362030204342,8,263.8376051287425,283.7409383275124,0.0006352070545312252,0.0005256741981617213
"Marche","43.316666666667","979","162","1709","10","336","11","3196","13",402.13851075247965,395.2363069295466,42.15646449674337,9,412.49685245372183,395.80452841969674,0.0005697557360372583,0.0006912074168811501
"Molise","41.6997","26","9","51","14","9","14","109","14.6111",508.6091735149422,521.5939880792921,7.785276558604889,10,508.6234863085629,521.3991782981147,0.00003029208431735339,-0.000002225577938411118
"Piemonte","45.25","2852","431","3064","176","569","01","7092","7.9166666666667",83.45401674780715,244.87483380474941,62.79790554258663,11,53.06426713806676,333.44245964163804,0.00023631096237035907,-0.007337653466029873
"Puglia","41.008611111111","530","82","624","29","69","16","1334","16.512777777778",630.2278965217012,575.7430948182009,27.23571058377544,12,630.0347646659363,575.6802056135812,0.000009779001226109982,0.000030031174121949922
"Sardegna","40.05","93","19","384","13","21","20","530","9.0833333333333",168.79296369929818,650.9794213715627,17.167170899580842,13,168.73838292614735,650.8975097559539,0.000012736904438754114,0.000008487075815182205
"Sicilia","37.599958333333","425","75","658","53","39","19","1250","14.015377777778",487.1812958869277,843.8301353652855,26.364273133666053,14,486.9383597851113,843.5789509268047,0.000039058101414016254,0.00003777552048710212
"Toscana","43.35","1053","274","1843","103","177","09","3450","11.016666666667",279.53323598135603,392.63687654875775,43.79962006812007,15,240.40130797759147,97.3936187274716,0.000375313490388611,0.00297533610046542
"Umbria","42.983333333333","149","46","629","39","21","10","884","12.566666666667",376.6313230409835,421.24314034713734,22.171084045919386,16,366.34675372756476,440.61749400744236,-0.000820195226174722,-0.0006585145708327419
"Valle d'Aosta","45.716666666667","91","24","298","2","37","02","452","7.3666666666667",48.718865504655696,208.71364194412718,15.853677272751042,17,104.39225226027139,273.8479181651067,0.004494669815953067,-0.0023930333060054932
"Veneto","45.733333333333","1536","338","4774","536","313","05","7497","11.85",322.21166739327714,207.4231961704986,64.56609952168702,18,351.45828165571373,94.45588387997432,-0.00017888755219559632,-0.0013278312958129805
"Trentino-Alto Adige","46.383333333333",590,111,1296,235,162,"04",2394,"11.416666666667",293.3773299582052,157.1527252669871,36.48571562124015,19,434.50080570656604,224.9706682982905,-0.00019466300383854957,0.0002494791753165259
