"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","9","0","0","0","0","13","9","13.833333333333",458.124498303482,481.1420501172729,35,0,416.1379030403041,981.2592725306196,-0.002744157699896073,-0.009451749289062597
"Basilicata","40.5","1","0","2","0","0","17","3","16.5",631.7883003522712,615.6439377639663,20.207259421636902,1,556.189455742214,973.0930192767767,0.002014097403442408,-0.0029214118319580208
"Calabria","39","2","0","2","0","0","18","4","16.5",638.5478900533218,733.5385737316155,23.333333333333332,2,722.7889959387481,942.2990790341457,-0.0005605890340203187,-0.0018367359712294035
"Campania","40.75","12","0","45","0","0","15","57","14.783333333333",523.3260209727315,596.0262438126024,88.08140174482541,3,648.4133062449953,1029.5578759209247,-0.001972885592686084,0.003483280528277056
"Emilia-Romagna","44.75","397","53","366","17","37","08","870","11",273.7755526126515,283.67879560051733,344.1172280875613,4,-386.8281812655318,96.78046106709627,0.0047661150640293855,-0.0011355681297839592
"Friuli Venezia Giulia","46.1","4","0","24","3","0","06","31","13.116666666667",397.94445344900134,179.05170714910764,64.95725089968359,5,88.12906054786949,-145.14233952222975,-0.0030705710281468956,-0.005193932515294114
"Lazio","41.9","26","8","16","3","1","12","54","12.716666666667",389.96527268662,505.9151039834651,85.73214099741124,6,136.59079731229568,924.3973584015909,0.004913540060822141,0.009812239685836572
"Liguria","44.45","12","5","7","5","3","07","32","8.7666666666667",137.64188625782947,306.98980046466886,65.99663291074444,7,-40.34165409655331,-122.10553521073733,-0.022582113643148948,-0.015198800169726539
"Lombardia","45.65","1622","309","77","469","135","03","2612","9.95",206.55634157536247,213.87614012509903,596.2568424950964,8,516.557018222899,358.06357432375523,-0.0017720720289576444,-0.000105406281133186
"Marche","43.316666666667","73","20","62","0","4","11","159","13",402.13851075247965,395.2363069295466,147.11106915071574,9,-201.23988399922683,551.5652600992413,0.003951960433700407,0.0027330571805665714
"Molise","41.6997","3","2","7","0","0","14","12","14.6111",508.6091735149422,521.5939880792921,40.414518843273804,10,1009.8908022670906,760.4987695175704,0.015352343591299326,-0.013582952209698303
"Piemonte","45.25","57","30","52","0","4","01","143","7.9166666666667",83.45401674780715,244.87483380474941,139.51304200284966,11,-73.25548819153151,842.6313762655204,0.031137674909364133,-0.0011943150753048882
"Puglia","41.008611111111","5","1","9","1","1","16","17","16.512777777778",630.2278965217012,575.7430948182009,48.102898965539374,12,-10.485176038626774,-12.664919507516911,-0.008490641488897565,0.004945568041931347
"Sardegna","40.05","2","0","3","0","0","20","5","9.0833333333333",168.79296369929818,650.9794213715627,26.087459737497547,13,248.31138726221795,919.6280811476796,0.002961179892181098,0.009661806054083443
"Sicilia","37.599958333333","7","0","15","2","0","19","24","14.015377777778",487.1812958869277,843.8301353652855,57.15476066494082,14,324.05333784558536,982.4706847284775,-0.004976977151405606,-0.01089484466090594
"Toscana","43.35","35","5","38","1","0","09","79","11.016666666667",279.53323598135603,392.63687654875775,103.69560153534853,15,-106.81581213273962,-278.04039694469213,-0.0315114069173586,-0.00942619131937754
"Umbria","42.983333333333","2","2","12","0","0","10","16","12.566666666667",376.6313230409835,421.24314034713734,46.666666666666664,16,495.4022394677419,1000.6316600286345,-0.0018245642829655836,-0.00806894069460992
"Valle d'Aosta","45.716666666667","0","0","7","0","0","02","7","7.3666666666667",48.718865504655696,208.71364194412718,30.86709862908689,17,-110.53150971635637,350.35479085450214,0.0020567850288445914,0.000157262870999951
"Veneto","45.733333333333","117","27","310","22","12","05","488","11.85",322.21166739327714,207.4231961704986,257.7250904010361,18,215.69655899774156,-441.1682176586239,-0.003517923465933245,0.004734631097526195
"Trentino-Alto Adige","46.383333333333",8,0,6,0,0,"04",14,"11.416666666667",293.3773299582052,157.1527252669871,43.65266951236265,19,-45.83164221567861,661.5302704537426,0.03050672914692851,-0.005360598156768742
