"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","322","69","778","74","102","13","1345","13.833333333333",458.124498303482,481.1420501172729,14.040352231595536,0,458.0658426288513,481.04302308632856,0.000015398278017330847,0.000009120705494694913
"Basilicata","40.5","36","18","154","1","5","17","214","16.5",631.7883003522712,615.6439377639663,5.600460617572292,1,631.6237681453744,615.5018423420308,0.000022095227849272613,0.000025584051550794677
"Calabria","39","130","18","454","14","31","18","647","16.5",638.5478900533218,733.5385737316155,9.737982758646945,2,638.388311126106,733.3265331342486,0.00003297140223310803,0.000024813837833389002
"Campania","40.75","468","126","1145","88","125","15","1952","14.783333333333",523.3260209727315,596.0262438126024,16.91440665317027,3,523.1981802524508,595.9103847080713,0.00001801559317081756,0.000019878682962061987
"Emilia-Romagna","44.75","3779","351","6636","1227","1538","08","13531","11",273.7755526126515,283.67879560051733,44.53298515897154,4,284.9194399802926,296.0929320562131,-0.00016856089581658652,0.000027784507631403547
"Friuli Venezia Giulia","46.1","229","60","820","285","107","06","1501","13.116666666667",397.94445344900134,179.05170714910764,14.832255809394265,5,397.8787016062453,178.37369540921642,-0.00008611422569286878,0.000790437411418736
"Lazio","41.9","1079","154","1264","267","150","12","2914","12.716666666667",389.96527268662,505.9151039834651,20.666247901954982,6,389.86385319926,505.8278268657304,0.000013571216975951879,0.000015770294715005577
"Liguria","44.45","1142","175","1066","437","397","07","3217","8.7666666666667",137.64188625782947,306.98980046466886,21.714127891392558,7,137.51106959055366,306.65051370525936,0.000052757633942616795,0.000020341429938917202
"Lombardia","45.65","11815","1330","11861","10337","6818","03","42161","9.95",206.55634157536247,213.87614012509903,78.60900741582464,8,197.87302670031042,208.98955778614254,0.000074114540869787,-0.00019828098406364462
"Marche","43.316666666667","998","167","2086","16","417","11","3684","13",402.13851075247965,395.2363069295466,23.236818817207286,9,401.9114930542535,395.1132661902554,0.000019132306532828894,0.00003530027709408292
"Molise","41.6997","27","8","72","18","9","14","134","14.6111",508.6091735149422,521.5939880792921,4.43168884248995,10,508.29063923703734,521.4247947088603,0.00002630884246203399,0.000049530712194984534
"Piemonte","45.25","2985","452","4218","308","749","01","8712","7.9166666666667",83.45401674780715,244.87483380474941,35.73351958750429,11,75.63121792638923,243.62817212885955,0.000010498581687967494,-0.00007130993499945136
"Puglia","41.008611111111","590","106","889","36","91","16","1712","16.512777777778",630.2278965217012,575.7430948182009,15.840494721814272,12,630.0204166167458,575.6150277623739,0.000019913877167478322,0.00003226223415005982
"Sardegna","40.05","113","24","485","32","28","20","682","9.0833333333333",168.79296369929818,650.9794213715627,9.997905978408621,13,168.71985035638144,650.8234489338558,0.000024253044203666003,0.000011368810821368843
"Sicilia","37.599958333333","484","75","849","71","76","19","1555","14.015377777778",487.1812958869277,843.8301353652855,15.096701138315996,14,487.03071346425327,843.6006012098561,0.00003569157538168373,0.000023414920014791716
"Toscana","43.35","1116","279","2655","131","231","09","4412","11.016666666667",279.53323598135603,392.63687654875775,25.4293121465742,15,278.0728619613742,391.7842801920932,0.0001325750717888381,0.00022708188819274227
"Umbria","42.983333333333","173","47","614","184","33","10","1051","12.566666666667",376.6313230409835,421.24314034713734,12.411327025179988,16,376.5728018466029,421.2301484421682,0.000002020185425960914,0.000009099794393363216
"Valle d'Aosta","45.716666666667","92","26","400","16","50","02","584","7.3666666666667",48.718865504655696,208.71364194412718,9.251737126939819,17,120.16719910625277,249.9700725923593,0.000678584403009221,-0.00016643961909170897
"Veneto","45.733333333333","1633","356","5575","747","413","05","8724","11.85",322.21166739327714,207.4231961704986,35.75812098084017,18,348.7506366947049,190.434259756639,0.00031290017169012605,0.000802652934022542
"Trentino-Alto Adige","46.383333333333",584,140,1731,331,221,"04",3007,"11.416666666667",293.3773299582052,157.1527252669871,20.99343839420761,19,297.31780079810346,214.4218165284852,-0.0012127512753110018,0.00009108136436032192
