"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","234","57","331","21","46","13","689","13.833333333333",458.124498303482,481.1420501172729,21.980177883842995,0,458.16206000845096,481.1248767272394,0.0000026703883951081104,-0.000005840683805227369
"Basilicata","40.5","14","12","65","0","1","17","92","16.5",631.7883003522712,615.6439377639663,8.03184845363387,1,631.755478418462,615.5093130478351,0.00002093356518138308,0.000005103669745942156
"Calabria","39","88","21","195","5","10","18","319","16.5",638.5478900533218,733.5385737316155,14.95605086095479,2,638.4758011812453,733.373197663309,0.000025715268375847255,0.00001120951000554068
"Campania","40.75","345","181","466","53","56","15","1101","14.783333333333",523.3260209727315,596.0262438126024,27.785310306053148,3,523.2708647053887,596.0285307806969,-3.556137167704023e-7,0.000008576562690437336
"Emilia-Romagna","44.75","2974","291","4446","558","985","08","9254","11",273.7755526126515,283.67879560051733,80.55385694981064,4,49.39464386553611,204.89742777528164,-0.0010779171782033996,0.0016092606184927641
"Friuli Venezia Giulia","46.1","195","49","604","80","64","06","992","13.116666666667",397.94445344900134,179.05170714910764,26.37408660390043,5,403.1246006552185,169.88819592702998,-0.0007786447207746578,0.00004436472234598601
"Lazio","41.9","747","94","704","103","80","12","1728","12.716666666667",389.96527268662,505.9151039834651,34.80915340606787,6,389.67022985935944,506.71378076689854,-0.00012419080972149725,0.00004587789250926194
"Liguria","44.45","803","147","742","193","231","07","2116","8.7666666666667",137.64188625782947,306.98980046466886,38.51939200440784,7,145.21881979202578,134.20807755966,-0.0004416992595026477,0.001979905569521649
"Lombardia","45.65","9711","1194","8963","6657","4178","03","30703","9.95",206.55634157536247,213.87614012509903,146.72766224852813,8,265.60320258274993,275.0126994488131,0.00037259529247991993,0.0008462842816087765
"Marche","43.316666666667","862","149","1486","8","231","11","2736","13",402.13851075247965,395.2363069295466,43.80055750795889,9,412.2623451830319,396.6289202054545,0.0006451885258241263,0.0007469453679578705
"Molise","41.6997","27","7","21","10","8","14","73","14.6111",508.6091735149422,521.5939880792921,7.154561512022059,10,508.62732316921665,521.4434967729634,0.000023400751814355277,-0.000002822193291779283
"Piemonte","45.25","2404","360","2360","17","374","01","5515","7.9166666666667",83.45401674780715,244.87483380474941,62.186247391405374,11,55.01357190235183,349.11047982794685,0.0004822646067487328,-0.008200692186695311
"Puglia","41.008611111111","317","57","566","21","44","16","1005","16.512777777778",630.2278965217012,575.7430948182009,26.546338183991043,12,630.0479428198297,575.6914622118801,0.000008028648534693078,0.000027982027788154584
"Sardegna","40.05","80","19","296","11","15","20","421","9.0833333333333",168.79296369929818,650.9794213715627,17.181561848224444,13,168.73751534880677,650.9041610906953,0.000011702650452167784,0.000008621980365631101
"Sicilia","37.599958333333","250","60","489","27","20","19","846","14.015377777778",487.1812958869277,843.8301353652855,24.3560453138728,14,487.10855524287757,843.5006386352669,0.00005123532641788046,0.000011310857748260592
"Toscana","43.35","918","244","1357","51","129","09","2699","11.016666666667",279.53323598135603,392.63687654875775,43.503383336966124,15,215.29039317294112,91.55366502060859,0.00009625255231894766,0.002026687065531372
"Umbria","42.983333333333","105","43","476","5","19","10","648","12.566666666667",376.6313230409835,421.24314034713734,21.316166055782347,16,366.963523219555,443.4071673970118,-0.0009567919788476954,-0.000907416305212246
"Valle d'Aosta","45.716666666667","71","20","288","2","19","02","400","7.3666666666667",48.718865504655696,208.71364194412718,16.747561741046887,17,102.63369654476821,286.1591503953366,0.005388050735669242,-0.001714765995371087
"Veneto","45.733333333333","1318","304","3729","381","216","05","5948","11.85",322.21166739327714,207.4231961704986,64.58134294746075,18,363.784792106664,87.89710239134762,-0.000621114682919625,-0.0010918256561265269
"Trentino-Alto Adige","46.383333333333",474,87,1113,123,94,"04",1891,"11.416666666667",293.3773299582052,157.1527252669871,36.41391350483032,19,440.40759948454547,220.38761673680054,-0.0006613647259588809,0.0005473580337249217
