"id","bunches_x","bunches_y","clusters_x","clusters_y","stripes_x","stripes_y"
"132000005",458.3455575504556,481.0957244523767,460.5694545697683,483.02542730655506,"0.001",0.198
"133000007",457.64496206631577,481.65954224755467,458.1717842271546,479.6792298967285,"0.674",0.914
"134000009",458.2075601745133,480.20703270990225,456.13988607862865,480.97579805316343,"0.714",0.032
"134000003",458.4832093060262,481.9843843075325,454.9311008388591,482.30548877518305,"0.714",0.23
"133000002",457.5072025629652,480.77090056710426,458.0256091233877,481.23033062551133,"0.596",0.031
"134000007",459.04597959803993,480.53178419029376,457.31547642162894,482.02057223784925,"0.810",0.001
"133000015",457.78271692265184,482.54865459015616,458.319652848084,478.12940689997305,"0.642",0.988
"132000004",457.36873091982,479.8818717502736,461.08900647233065,482.29112924608717,"0.207",0.809
"131000000",459.18399840964514,481.4206237079879,458.39916906910673,482.0473820919219,"0.985",0.778
"133000013",456.8062576760375,481.3347795650587,456.3821206016513,479.5109711335641,"0.621",0.866
"134000002",458.9083763022652,479.6428838427604,456.1021131687236,483.3482880365191,"0.839",0.38
"133000009",458.6213511261037,482.87370963995005,459.58705307372264,479.0272522201073,"0.374",0.569
"133000012",456.6680277925235,480.44572525220013,459.06484130476105,479.7622236905018,"0.511",0.337
"132000002",459.8851372186277,480.8566548604647,459.29461416504716,482.12850176089216,"0.105",0.662
"133000008",456.94398076325155,482.22388631994414,458.9198448438957,481.3131016262796,"0.417",0.257
"133000014",458.06945901890515,479.3178737060942,457.13101998458086,481.14569395309036,"0.541",0.297
"134000010",459.3222136572943,482.30972430296947,456.7087242544357,482.6826892387543,"0.928",0.214
"132000007",455.96707703819027,481.0098007075452,460.33589876752774,480.65988109626346,"0.093",0.171
"133000003",459.7472899892556,479.9676181259158,457.6526143014848,480.4123176545813,"0.590",0.572
"133000016",457.9206166455161,483.4380862440997,457.79853789937266,478.86207629117206,"0.637",0.07
"134000004",456.5294852619368,479.5565551181649,455.22450979942846,483.1548367238993,"0.765",0.727
"134000000",460.02324877469823,481.74562633291526,455.8300554391072,482.4906346475031,"0.866",0.734
"133000006",456.10497098472104,481.8989495837662,459.9601420792054,479.8442317616281,"0.532",0.458
"133000010",458.77047052361,478.75351724538507,456.7569134490645,480.3270834205772,"0.253",0.736
"132000001",459.4605889330613,483.1989681924847,459.8147635794527,481.39389740061284,"0.218",0.086
"133000004",455.1277027190397,480.6849831618817,459.44136707649204,480.5779364537694,"0.647",0.746
"134000006",460.58643824243967,480.29235168039037,455.5364003069642,481.63965300262754,"0.935",0.646
"132000003",457.08168607951694,483.11313547545814,459.6729467496922,482.94454874485126,"0.108",0.987
"134000001",457.23038933096933,478.9925566586924,456.9798012966884,483.5402643188235,"0.950",0.345
"134000008",460.8625972443494,482.07072463259794,456.43619054375876,481.82482465555563,"0.971",0.236
"133000001",455.2658068433694,481.5741823788662,456.9028723005026,478.7776125595854,"0.259",0.427
"133000005",459.6095693663474,479.07844305742145,458.6921433651002,478.94723457491597,"0.298",0.6
"133000000",458.7595897511438,483.763093861973,458.5452835881787,480.49495287144094,"0.470",0.766
"132000006",455.82865526797974,480.12064538954246,461.2312319032086,480.7435260808407,"0.110",0.334
"134000005",460.7244795008964,481.18152349370604,457.5870012228219,482.87606544127704,"0.839",0.575
"133000011",456.24251185812943,482.7881146342576,457.2793248164016,479.5950080540573,"0.386",0.926
"132000000",457.9315027450129,478.42838301369943,460.1913096026979,482.21072240020675,"0.090",0.261
"132000008",460.1615373666926,482.6348894549843,460.7114029551496,481.47631461239,"0.078",0.193
"174000001",631.7882860088092,615.6439679047797,631.183446768449,614.977320665132,"0.198",0.731
"174000004",630.9882325824394,616.0558737824796,632.0631502737475,614.7874438337635,"0.464",0.564
"173000001",631.8315942742859,614.7450710185624,632.6681398533743,615.4535964049966,"0.820",0.928
"174000002",632.5450910350714,616.1308461328911,631.5135669067683,616.5013672198912,"0.645",0.422
"174000000",631.0315175634389,615.1570287595414,631.7886699101647,615.6438674895812,"0.346",0.536
"174000003",632.588377916421,615.2319901890208,630.9092241485864,615.8342883947096,"0.336",0.116
"173000000",631.7450030854329,616.542786560489,632.3930997384707,616.3103948021072,"0.821",0.003
"185000001",638.8492068484198,733.521627957944,639.3458935166549,735.1259978607382,"0.115",0.763
"183000004",638.1579691411105,734.0976836585531,637.6061320678607,732.3456741649646,"0.756",0.88
"183000006",638.695837296638,732.6349965821431,637.4560173043373,733.2318676819283,"0.417",0.957
"183000000",639.0023589492059,734.4080897178088,638.2994800096643,732.9193416756907,"0.243",0.579
"184000000",638.0046685879661,733.2111502686097,639.6878656935243,734.065410536414,"0.792",0.243
"183000002",639.540476383447,732.9455675675488,637.3071955760701,734.1194921874201,"0.173",0.092
"183000003",638.3110635249536,734.9842495770469,638.1502054629613,733.8051534582304,"0.675",0.699
"183000001",637.8512149652346,732.3243447951661,638.9936394378636,733.4928244194957,"0.215",0.813
"183000005",639.6937969502055,733.8322447009675,638.4498686651392,732.0333917137946,"0.443",0.753
"183000007",637.3132929786681,733.7872836137606,638.001447388666,734.6928170757108,"0.465",0.567
"182000000",639.3870285941017,732.0588742916333,639.1432854606657,732.6057546294273,"0.989",0.67
"182000001",639.155691797299,735.2948216331203,639.8374413039556,733.1784671032732,"0.945",0.304
"185000000",637.1599646759344,732.900524146701,638.844972987374,734.3792624842293,"0.140",0.547
"154000050",528.1705357433688,595.4555609642891,526.7029919778273,593.7448821110941,"0.048",0.122
"153000027",526.0336302483653,599.196641926424,518.7878389589637,598.8623752041846,"0.759",0.53
"154000061",522.9213700702294,594.4428963682454,526.0802043474447,596.2117321498619,"0.419",0.855
"154000063",523.3061874843298,592.8956394561895,522.0687191795193,594.2920332542903,"0.273",0.615
"154000048",525.1161395109558,598.9952544426176,522.1002215057085,595.2701240535201,"0.287",0.786
"154000005",521.429635813073,592.6065236176844,524.7886539872329,598.1381607957637,"0.044",0.723
"152000001",519.5344192528809,595.7434630474557,520.247814796469,592.4892028489026,"0.943",0.923
"154000067",525.9174140138332,593.502966416118,525.1153746400887,591.5113157239033,"0.381",0.641
"154000060",520.996099050806,599.0061578877165,523.1519956007875,597.4080199068404,"0.253",0.455
"153000013",521.2866245114673,597.4747260304001,520.6332925415949,596.946428450042,"0.858",0.515
"153000004",520.910545845715,593.3413162520288,518.3162984358842,599.6266456639853,"0.673",0.253
"153000018",526.1217523349995,591.9246687333082,521.80086505026,598.4918977140248,"0.768",0.142
"152000003",526.0293018949823,596.8183723858226,519.4810561503182,592.9542387612125,"0.981",0.608
"153000012",524.6240888504918,594.945373985702,518.3626734647769,598.0767302876786,"0.883",0.978
"154000017",520.7012381472462,598.1591061930967,527.898756088971,595.0486673950799,"0.588",0.524
"154000064",519.9545233357012,596.5348381069327,528.7713266644608,594.8647569044793,"0.043",0.003
"154000043",523.0575640972298,600.1885905294902,528.7918865018811,596.6362253127028,"0.433",0.959
"153000009",522.3493433348273,596.0299807549808,522.4647727534697,597.928551706042,"0.894",0.144
