"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","1","0","0","0","0","13","1","13.833333333333",458.124498303482,481.1420501172729,4.153735803678487,0,457.99209844677586,481.0632593279592,0.000012251629352989221,0.000020587609095957968
"Basilicata","40.5","0","0","0","0","0","17","0","16.5",631.7883003522712,615.6439377639663,0,1,631.6112001356355,615.4991373719113,0.00002251583908574119,0.000027538323088964585
"Calabria","39","0","0","0","0","0","18","0","16.5",638.5478900533218,733.5385737316155,0,2,638.3799678447217,733.3502762690364,0.00002927944674400129,0.000026111182256504076
"Campania","40.75","2","0","1","0","0","15","3","14.783333333333",523.3260209727315,596.0262438126024,7.1944814531890815,3,523.186933124743,595.890398343779,0.00002112338698221783,0.00002162756301724203
"Emilia-Romagna","44.75","36","6","54","0","1","08","97","11",273.7755526126515,283.67879560051733,40.90955327665867,4,287.1954894695748,300.11616416274177,-0.00017360805875104313,0.00017668673624617325
"Friuli Venezia Giulia","46.1","0","0","0","0","0","06","0","13.116666666667",397.94445344900134,179.05170714910764,0,5,397.81797431557015,179.06449807513727,-0.0000019889340640110165,0.000019666962054616982
"Lazio","41.9","0","0","0","3","0","12","3","12.716666666667",389.96527268662,505.9151039834651,7.1944814531890815,6,389.82285848678765,505.800776521349,0.000017777429353288545,0.000022144796443166206
"Liguria","44.45","9","0","10","0","0","07","19","8.7666666666667",137.64188625782947,306.98980046466886,18.10571460640123,7,137.55998977804265,306.78891622237524,0.00003123663693275748,0.000012734550883453565
"Lombardia","45.65","172","41","136","40","14","03","403","9.95",206.55634157536247,213.87614012509903,83.38566431998072,8,201.58259097846746,210.00644291269825,0.00003462205069667055,-0.00003851815435980739
"Marche","43.316666666667","2","1","0","0","0","11","3","13",402.13851075247965,395.2363069295466,7.1944814531890815,9,401.9831035170891,395.17231339719854,0.000009950719445076084,0.00002416515767087122
"Molise","41.6997","0","0","0","0","0","14","0","14.6111",508.6091735149422,521.5939880792921,0,10,508.4640198452056,521.3529917257802,0.0000374738979564451,0.000022570772247998248
"Piemonte","45.25","2","0","0","0","0","01","2","7.9166666666667",83.45401674780715,244.87483380474941,5.874269508076823,11,83.38550928401033,244.9118445843241,-0.0000057550172724977775,0.000010652616399236715
"Puglia","41.008611111111","1","0","0","0","0","16","1","16.512777777778",630.2278965217012,575.7430948182009,4.153735803678487,12,629.999206694798,575.6176043504092,0.00001951322879373682,0.00003556028592202836
"Sardegna","40.05","0","0","0","0","0","20","0","9.0833333333333",168.79296369929818,650.9794213715627,0,13,168.72826340715648,650.8257175116828,0.000023900290094496176,0.000010060617557650383
"Sicilia","37.599958333333","1","0","1","2","0","19","4","14.015377777778",487.1812958869277,843.8301353652855,8.307471607356973,14,487.02515224811003,843.5894915814399,0.00003741907488753612,0.000024279665241136997
"Toscana","43.35","2","0","0","0","0","09","2","11.016666666667",279.53323598135603,392.63687654875775,5.874269508076823,15,277.8816567644155,391.312769410515,0.00020589297331200226,0.0002568134751448202
"Umbria","42.983333333333","0","0","0","0","0","10","0","12.566666666667",376.6313230409835,421.24314034713734,0,16,376.53052081224956,421.1707045473839,0.000011263455769340929,0.000015674313649612246
"Valle d'Aosta","45.716666666667","0","0","0","0","0","02","0","7.3666666666667",48.718865504655696,208.71364194412718,0,17,48.70573360418106,208.63681778529192,0.000011945826759742178,0.0000020419541258177684
"Veneto","45.733333333333","19","8","82","0","2","05","111","11.85",322.21166739327714,207.4231961704986,43.762322208384035,18,328.695053167044,207.00104201184493,0.000042713221377436404,-0.00003832684940695565
"Trentino-Alto Adige","46.383333333333",1,0,0,0,0,"04",1,"11.416666666667",293.3773299582052,157.1527252669871,4.153735803678487,19,240.00675720001155,131.34628239459346,0.00401279103491175,0.008298894851614632
