"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","7","0","0","0","0","13","7","13.833333333333",458.124498303482,481.1420501172729,32.73950213427199,0,550.2729653311179,922.1093893510917,-0.0039550500465482365,-0.0064730380133634115
"Basilicata","40.5","0","0","1","0","0","17","1","16.5",631.7883003522712,615.6439377639663,12.37436867076458,1,703.75797182558,844.5729554952034,-0.010397811581651,0.011996291090191768
"Calabria","39","0","0","1","0","0","18","1","16.5",638.5478900533218,733.5385737316155,12.37436867076458,2,682.2198873393035,855.7655888757848,-0.0030932983799191846,0.0038239452582579155
"Campania","40.75","11","0","20","0","0","15","31","14.783333333333",523.3260209727315,596.0262438126024,68.89756889760334,3,651.5072211414766,930.870573065553,-0.0038848828419927803,-0.005953955893018428
"Emilia-Romagna","44.75","256","26","234","6","22","08","544","11",273.7755526126515,283.67879560051733,288.61739379323626,4,-311.8648716750025,58.52988337899724,0.02040648323736378,-0.013893421204558479
"Friuli Venezia Giulia","46.1","3","0","15","0","0","06","18","13.116666666667",397.94445344900134,179.05170714910764,52.49999999999999,5,118.48929095567676,-109.10474045278947,-0.018804993814795678,-0.00013200178870115264
"Lazio","41.9","15","3","9","3","0","12","30","12.716666666667",389.96527268662,505.9151039834651,67.7772085586298,6,235.09520465390403,930.5552350106143,-0.002983377010221258,0.0007111839885792285
"Liguria","44.45","10","3","8","4","1","07","26","8.7666666666667",137.64188625782947,306.98980046466886,63.097147320619804,7,23.408377959693517,-44.93995296898346,-0.004710775066964823,-0.00731453954555632
"Lombardia","45.65","877","209","411","250","73","03","1820","9.95",206.55634157536247,213.87614012509903,527.9086095149424,8,442.1459178954169,372.0133087204284,-0.00498650391974903,-0.004445103217335229
"Marche","43.316666666667","34","15","31","0","4","11","84","13",402.13851075247965,395.2363069295466,113.41296222213754,9,-195.26743997950825,443.2231984611586,0.017511306169698437,-0.0006500572659971392
"Molise","41.6997","3","0","0","0","0","14","3","14.6111",508.6091735149422,521.5939880792921,21.433035249352805,10,856.3860337078844,732.8094219676697,-0.0024843183367860805,-0.00635667923450326
"Piemonte","45.25","26","13","43","0","0","01","82","7.9166666666667",83.45401674780715,244.87483380474941,112.05467415507485,11,-130.51489351332506,675.6394971100898,0.05247245252590251,-0.0030297138123350224
"Puglia","41.008611111111","4","0","3","1","1","16","9","16.512777777778",630.2278965217012,575.7430948182009,37.12310601229374,12,828.5051801580352,784.3019426344683,-0.0026649890872249954,-0.006690358694757492
"Sardegna","40.05","1","0","1","0","0","20","2","9.0833333333333",168.79296369929818,650.9794213715627,17.5,13,62.36747075302365,763.474357649991,-0.0005792126775784757,0.0001401666515836737
"Sicilia","37.599958333333","5","0","11","2","0","19","18","14.015377777778",487.1812958869277,843.8301353652855,52.49999999999999,14,470.375305855835,951.7328060012877,-0.00473708760960313,-0.007388656706732331
"Toscana","43.35","15","2","20","1","0","09","38","11.016666666667",279.53323598135603,392.63687654875775,76.28073151196178,15,-5.423542738606369,-180.96489857899653,-0.017298339412908526,0.021538563114343035
"Umbria","42.983333333333","1","1","7","0","0","10","9","12.566666666667",376.6313230409835,421.24314034713734,37.12310601229374,16,752.9887057573804,843.8523254589644,-0.019377153717941104,0.017699404317552132
"Valle d'Aosta","45.716666666667","0","0","0","0","0","02","0","7.3666666666667",48.718865504655696,208.71364194412718,0,17,-52.993828822962676,188.89995703841151,-0.004422750059031705,-0.004474071128472303
"Veneto","45.733333333333","76","23","246","9","6","05","360","11.85",322.21166739327714,207.4231961704986,234.7871376374779,18,246.27814510015352,-365.1026731668939,-0.017763822282310132,0.04359639980900153
"Trentino-Alto Adige","46.383333333333",2,0,4,0,0,"04",6,"11.416666666667",293.3773299582052,157.1527252669871,30.310889132455348,19,-89.13225481267737,539.4211773412187,0.04880313174143307,-0.015105890132466503
