"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","2","0","0","0","0","13","2","13.833333333333",458.124498303482,481.1420501172729,17.5,0,585.5735842679668,567.8882745833104,-0.0011744089272597638,0.0005811319614011965
"Basilicata","40.5","0","0","0","0","0","17","0","16.5",631.7883003522712,615.6439377639663,0,1,631.7253484512997,615.8440230831096,-0.000031112407814039045,0.000009788750239555402
"Calabria","39","0","0","1","0","0","18","1","16.5",638.5478900533218,733.5385737316155,12.37436867076458,2,638.6426098046792,733.6620920070952,-0.000019206561359249116,-0.000014728514540162234
"Campania","40.75","3","0","10","0","0","15","13","14.783333333333",523.3260209727315,596.0262438126024,44.616420743936864,3,564.8711655190093,626.4473964644629,-0.0009870238363504432,0.0007236970824411013
"Emilia-Romagna","44.75","86","11","116","0","4","08","217","11",273.7755526126515,283.67879560051733,182.285833239997,4,-124.95867971996415,202.1249518460898,0.0008578015291019115,-0.0009435232418223495
"Friuli Venezia Giulia","46.1","0","0","0","0","0","06","0","13.116666666667",397.94445344900134,179.05170714910764,0,5,436.59789032938824,66.22228379575928,0.00017915402035559926,-0.0001844494583571164
"Lazio","41.9","3","0","0","3","0","12","6","12.716666666667",389.96527268662,505.9151039834651,30.310889132455348,6,495.8683744219704,655.626153186166,-0.000740962889100672,0.0006056617773709568
"Liguria","44.45","4","1","33","4","0","07","42","8.7666666666667",137.64188625782947,306.98980046466886,80.19507466172719,7,94.03405215205508,57.44108145008778,0.0005129184807428844,-0.0009047873926373543
"Lombardia","45.65","256","80","216","40","23","03","615","9.95",206.55634157536247,213.87614012509903,306.8743635431282,8,338.990167691624,357.1698752418933,-0.00026750970171948545,-0.0008127670634336146
"Marche","43.316666666667","6","2","3","0","0","11","11","13",402.13851075247965,395.2363069295466,41.041137898455005,9,434.3326482938829,691.7559131239524,-0.0005083890893456941,0.000911303177087206
"Molise","41.6997","0","0","0","0","0","14","0","14.6111",508.6091735149422,521.5939880792921,0,10,572.9830816486093,555.7017645192914,0.0014467487248003132,-0.0020540630325783064
"Piemonte","45.25","7","0","4","0","0","01","11","7.9166666666667",83.45401674780715,244.87483380474941,41.041137898455005,11,-7.187132549585267,391.89722509727653,0.00022133376664698376,-0.0007798561219363092
"Puglia","41.008611111111","1","0","2","0","0","16","3","16.512777777778",630.2278965217012,575.7430948182009,21.433035249352805,12,630.1974377938684,575.8657918510222,-0.00001907886165288714,0.000004736201365936418
"Sardegna","40.05","0","0","0","0","0","20","0","9.0833333333333",168.79296369929818,650.9794213715627,0,13,168.80878390458398,651.0492182631316,-0.000010853116880060583,-0.00000245997397840623
"Sicilia","37.599958333333","1","0","1","2","0","19","4","14.015377777778",487.1812958869277,843.8301353652855,24.74873734152916,14,486.97621366145825,843.7892557440707,0.000006356605531906261,0.00003188940528739503
"Toscana","43.35","7","0","3","1","0","09","11","11.016666666667",279.53323598135603,392.63687654875775,41.041137898455005,15,212.6701091752476,33.045960856737736,-0.0022640867869290703,0.0013362543591681874
"Umbria","42.983333333333","0","0","0","0","0","10","0","12.566666666667",376.6313230409835,421.24314034713734,0,16,470.6199808724472,634.3696907454066,-0.0007711561226585041,0.0007551148359420213
"Valle d'Aosta","45.716666666667","0","0","0","0","0","02","0","7.3666666666667",48.718865504655696,208.71364194412718,0,17,57.731724565020855,208.24892742787094,0.00007226111145373534,-0.001401460876076301
"Veneto","45.733333333333","24","11","154","0","2","05","191","11.85",322.21166739327714,207.4231961704986,171.01717749980554,18,359.1373021870344,-120.30360871393209,0.00008625502058206193,0.003797078534405831
"Trentino-Alto Adige","46.383333333333",1,0,0,0,0,"04",1,"11.416666666667",293.3773299582052,157.1527252669871,12.37436867076458,19,20.80361457090233,331.1326184922572,0.0010659702182688683,-0.0008899122066769738
