"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","190","48","184","10","17","13","449","13.833333333333",458.124498303482,481.1420501172729,23.948698210662755,0,466.6383314373919,491.3115486539865,0.00019865596636002995,0.00003594253617577752
"Basilicata","40.5","8","5","39","0","0","17","52","16.5",631.7883003522712,615.6439377639663,8.150052617267791,1,631.6716086432779,615.6006453649399,0.0000067317821193791655,0.000018145059588892404
"Calabria","39","71","16","114","2","4","18","207","16.5",638.5478900533218,733.5385737316155,16.260875080823926,2,638.4959047670876,733.395467695658,0.00002225237398939587,0.000008083488746568699
"Campania","40.75","130","41","531","30","17","15","749","14.783333333333",523.3260209727315,596.0262438126024,30.931405154268667,3,523.2959673274256,596.0686499688976,-0.000006593975180845441,0.0000046732127727232075
"Emilia-Romagna","44.75","2083","267","2739","239","640","08","5968","11",273.7755526126515,283.67879560051733,87.31184148919078,4,38.10077915003048,155.03184022953226,-0.004352961257073853,0.0029022619306357327
"Friuli Venezia Giulia","46.1","143","32","380","63","38","06","656","13.116666666667",397.94445344900134,179.05170714910764,28.947473195074593,5,418.78382688745376,175.5354339099609,0.0006796552458188824,-0.0005380228002428846
"Lazio","41.9","537","47","328","53","43","12","1008","12.716666666667",389.96527268662,505.9151039834651,35.88302162410396,6,388.0573900402926,511.7141361665077,-0.0004028945987704716,0.00008619664213983847
"Liguria","44.45","573","121","307","101","119","07","1221","8.7666666666667",137.64188625782947,306.98980046466886,39.49267695214792,7,155.28293733824611,106.55425137912295,-0.0015259015920641996,0.0038383417081565693
"Lombardia","45.65","7735","1050","6635","4295","2549","03","22264","9.95",206.55634157536247,213.87614012509903,168.6399005526099,8,256.5878185425837,288.37292502539276,0.0008031523147498701,-0.0005187347589147816
"Marche","43.316666666667","704","138","1002","0","137","11","1981","13",402.13851075247965,395.2363069295466,50.30382145080773,9,421.5648033422423,432.3104036939277,-0.00029486966087533315,0.0005065658322637432
"Molise","41.6997","20","6","13","6","5","14","50","14.6111",508.6091735149422,521.5939880792921,7.991784102357003,10,508.64424407325345,521.3818346123886,0.00003298895296129799,-0.000005453321198762141
"Piemonte","45.25","1541","280","1423","8","209","01","3461","7.9166666666667",83.45401674780715,244.87483380474941,66.49049106045055,11,22.320601483296898,323.0153086185547,0.0017642406193962784,-0.0007616676657137665
"Puglia","41.008611111111","191","31","329","4","26","16","581","16.512777777778",630.2278965217012,575.7430948182009,27.24249042711648,12,630.0529407289325,575.7092456676535,0.000005263397537100863,0.00002720487438735287
"Sardegna","40.05","56","15","217","3","2","20","293","9.0833333333333",168.79296369929818,650.9794213715627,19.346060916700864,13,168.7345452862087,650.9265082501281,0.000008227763135423233,0.000009083812344010111
"Sicilia","37.599958333333","168","42","169","25","4","19","408","14.015377777778",487.1812958869277,843.8301353652855,22.82910167333964,14,486.9001956888898,843.4927206929768,0.00005246653243854824,0.00004370987354498943
"Toscana","43.35","601","189","923","33","47","09","1793","11.016666666667",279.53323598135603,392.63687654875775,47.85737630870799,15,261.3878309219469,71.92687789991625,0.0008336459354866502,-0.001233223245745578
"Umbria","42.983333333333","75","24","285","4","7","10","395","12.566666666667",376.6313230409835,421.24314034713734,22.46245854299169,16,433.5378500886368,360.535912016906,-0.00037165980354000834,0.000046243676372683404
"Valle d'Aosta","45.716666666667","54","9","194","0","7","02","264","7.3666666666667",48.718865504655696,208.71364194412718,18.363721773438595,17,72.70143440950723,254.73640187420028,0.0007854508297873735,-0.002088149618239404
"Veneto","45.733333333333","843","236","2598","223","131","05","4031","11.85",322.21166739327714,207.4231961704986,71.75714313739697,18,380.5434283276129,82.39477496967342,0.00046348335936477144,-0.0012007036107740466
"Trentino-Alto Adige","46.383333333333",297,58,775,30,30,"04",1190,"11.416666666667",293.3773299582052,157.1527252669871,38.988113479632865,19,456.4335470704195,232.05756689525973,0.0012177532064447981,-0.0004217275517860306
