"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","51","14","41","4","2","13","112","13.833333333333",458.124498303482,481.1420501172729,3.737845203016144,0,457.98689244456705,481.0198555470155,0.00001900073088214752,0.000021397120081047175
"Basilicata","40.5","0","2","8","0","0","17","10","16.5",631.7883003522712,615.6439377639663,1.116894880977055,1,631.595202332449,615.4605483869502,0.000028516260517844442,0.00003002591277818681
"Calabria","39","22","4","33","1","0","18","60","16.5",638.5478900533218,733.5385737316155,2.7358225547203348,2,638.3578999466023,733.3162904865713,0.00003456408995749175,0.000029542645638369705
"Campania","40.75","72","17","154","23","6","15","272","14.783333333333",523.3260209727315,596.0262438126024,5.8250110355393145,3,523.1705638558212,595.8506644377453,0.000027301838723990486,0.000024172914032952338
"Emilia-Romagna","44.75","1076","152","1121","54","241","08","2644","11",273.7755526126515,283.67879560051733,18.16113663597042,4,273.6284530421168,283.6067812493328,0.000011197922326887411,0.000022873351464970415
"Friuli Venezia Giulia","46.1","67","11","193","17","13","06","301","13.116666666667",397.94445344900134,179.05170714910764,6.1276725330338735,5,397.840239234816,178.99005974453883,0.000009585906651392044,0.000016204862733740736
"Lazio","41.9","181","25","114","24","13","12","357","12.716666666667",389.96527268662,505.9151039834651,6.673388498578002,6,389.8448676163018,505.7706116778657,0.00002246793296503714,0.00001872247132701686
"Liguria","44.45","213","62","109","52","27","07","463","8.7666666666667",137.64188625782947,306.98980046466886,7.599811070649869,7,137.59116982859535,306.87614495287073,0.000017672943964693246,0.000007886186932453482
"Lombardia","45.65","4898","732","3429","1660","966","03","11685","9.95",206.55634157536247,213.87614012509903,38.17918547672263,8,206.51733740556992,213.81098434595197,0.000010131443830789046,0.00000606498089029935
"Marche","43.316666666667","449","93","321","0","36","11","899","13",402.13851075247965,395.2363069295466,10.589907003663072,9,401.99099174088576,395.12345661417424,0.000017547739378584257,0.000022938572748287612
"Molise","41.6997","5","3","9","0","0","14","17","14.6111",508.6091735149422,521.5939880792921,1.4562527588848286,10,508.4811373916287,521.4194478727425,0.000027140252515139886,0.000019909067294470013
"Piemonte","45.25","538","150","126","0","59","01","873","7.9166666666667",83.45401674780715,244.87483380474941,10.435648014897543,11,83.42630244477984,244.82308121376985,0.000008047305633834696,0.0000043094550952526795
"Puglia","41.008611111111","91","6","59","2","8","16","166","16.512777777778",630.2278965217012,575.7430948182009,4.550575711658432,12,630.0171279385041,575.5755214569274,0.00002605693799541215,0.00003277360949265278
"Sardegna","40.05","14","0","33","0","0","20","47","9.0833333333333",168.79296369929818,650.9794213715627,2.421370401904244,13,168.75279652992367,650.7935853029832,0.00002889671054808326,0.00000624582233052737
"Sicilia","37.599958333333","42","11","97","4","2","19","156","14.015377777778",487.1812958869277,843.8301353652855,4.41138131795279,14,487.02742619376033,843.5841555977678,0.00003824879743192942,0.000023926076458497415
"Toscana","43.35","160","87","367","10","6","09","630","11.016666666667",279.53323598135603,392.63687654875775,8.865078286999118,15,279.427361872208,392.4853726899479,0.00002355819937652097,0.000016462969271633905
"Umbria","42.983333333333","21","11","71","3","1","10","107","12.566666666667",376.6313230409835,421.24314034713734,3.6534585907239214,16,376.52957679736346,421.1261324612646,0.000018194223735749236,0.000015821103910106038
"Valle d'Aosta","45.716666666667","12","0","29","0","1","02","42","7.3666666666667",48.718865504655696,208.71364194412718,2.2889533712248378,17,48.69166847091561,208.65102638837274,0.00000973645000281152,0.00000422902194262322
"Veneto","45.733333333333","366","119","1290","107","55","05","1937","11.85",322.21166739327714,207.4231961704986,15.544512656467798,18,322.12573785285633,207.3384631669417,0.000013175618147591934,0.000013361674491128866
"Trentino-Alto Adige","46.383333333333",94,19,256,5,5,"04",379,"11.416666666667",293.3773299582052,157.1527252669871,6.875937262532957,19,293.29487819124546,157.1871403712451,-0.000005351400908487281,0.000012820895654040677
