"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","71","37","57","7","4","13","176","13.833333333333",458.124498303482,481.1420501172729,16.614943214713946,0,458.1067936118342,481.14325928725,-1.8802073837588714e-7,0.000002753003514347003
"Basilicata","40.5","1","2","9","0","0","17","12","16.5",631.7883003522712,615.6439377639663,4.338435552981646,1,631.6509389159067,615.563313037469,0.00001253679870877276,0.0000213591134241766
"Calabria","39","36","7","44","1","1","18","89","16.5",638.5478900533218,733.5385737316155,11.81510350926724,2,638.4504292733192,733.3882835302542,0.000023369480855608396,0.000015154732722513981
"Campania","40.75","103","22","238","28","9","15","400","14.783333333333",523.3260209727315,596.0262438126024,25.047969343757963,3,523.2602526090758,596.0117078789345,0.000002260275257408292,0.000010226698091004501
"Emilia-Romagna","44.75","1362","197","1529","88","346","08","3522","11",273.7755526126515,283.67879560051733,74.32539111504634,4,103.80463723770004,378.5002021839694,0.002580951398374126,0.006163364331800787
"Friuli Venezia Giulia","46.1","96","19","231","18","22","06","386","13.116666666667",397.94445344900134,179.05170714910764,24.60572578399658,5,355.78325327632604,282.86625089969726,0.00243799034186846,-0.003986702887295939
"Lazio","41.9","267","31","174","32","19","12","523","12.716666666667",389.96527268662,505.9151039834651,28.64134257470194,6,389.84662480440534,505.9237733112274,-0.0000013480432346029227,0.000018449236123569484
"Liguria","44.45","255","73","247","42","50","07","667","8.7666666666667",137.64188625782947,306.98980046466886,32.344872561967776,7,52.16591285563776,270.65126720804756,0.00331075219953729,0.0013571474728716344
"Lombardia","45.65","6171","823","3867","2368","1420","03","14649","9.95",206.55634157536247,213.87614012509903,151.5816104779311,8,212.44439752468205,180.42530543660348,-0.0014200966607522294,-0.0013763203445752972
"Marche","43.316666666667","528","110","547","0","57","11","1242","13",402.13851075247965,395.2363069295466,44.1370522962661,9,401.3305974274639,391.7731895289359,0.0000747681828052668,0.00029031082497891824
"Molise","41.6997","3","5","7","5","1","14","21","14.6111",508.6091735149422,521.5939880792921,5.73921077613521,10,508.61076774882514,521.3686198380768,0.00003504379361286493,-2.4789652199365247e-7
"Piemonte","45.25","1045","186","174","0","111","01","1516","7.9166666666667",83.45401674780715,244.87483380474941,48.763192180698425,11,226.8873250513934,380.2492793584394,-0.0019689125151494563,0.006075828266427037
"Puglia","41.008611111111","116","6","90","2","16","16","230","16.512777777778",630.2278965217012,575.7430948182009,18.993563166013825,12,630.059138088993,575.6888348493083,0.000008437192130813016,0.000026241211513942976
"Sardegna","40.05","39","0","66","0","2","20","107","9.0833333333333",168.79296369929818,650.9794213715627,12.954910478492772,13,168.7329547397743,650.9045082461331,0.000011648669272543623,0.000009331135483589867
"Sicilia","37.599958333333","75","20","108","8","2","19","213","14.015377777778",487.1812958869277,843.8301353652855,18.278153875348274,14,487.101285499227,843.2560747114348,0.00008926396623736635,0.000012441271664323929
"Toscana","43.35","175","107","559","11","14","09","866","11.016666666667",279.53323598135603,392.63687654875775,36.85542922355186,15,394.18372921414135,130.63298221108184,0.0026582986601280723,-0.00025506535394794817
"Umbria","42.983333333333","30","15","114","4","1","10","164","12.566666666667",376.6313230409835,421.24314034713734,16.038525960349155,16,381.1906015917543,448.4783989874634,-0.0007230464139277227,-0.0019561265612405613
"Valle d'Aosta","45.716666666667","28","5","70","0","2","02","105","7.3666666666667",48.718865504655696,208.71364194412718,12.833265432637658,17,91.86535899092061,292.1966762487821,0.002357680564763858,0.0021148032957895636
"Veneto","45.733333333333","498","156","1620","130","69","05","2473","11.85",322.21166739327714,207.4231961704986,62.28085781104735,18,421.4087161524187,225.95770873481365,0.0033065824165259953,-0.002524838144037724
"Trentino-Alto Adige","46.383333333333",126,30,446,5,12,"04",619,"11.416666666667",293.3773299582052,157.1527252669871,31.159311431102505,19,321.66482132934647,326.9374057361651,0.0018787198144139111,-0.005870775418063272
