"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","42","14","27","4","2","13","89","13.833333333333",458.124498303482,481.1420501172729,3.5349260254962416,0,457.98737334535053,481.0194066265172,0.00001907053609164333,0.00002132234207456234
"Basilicata","40.5","1","1","8","0","0","17","10","16.5",631.7883003522712,615.6439377639663,1.184909895864682,1,631.5949692536284,615.4597635044593,0.00002863830637433143,0.00003006215553379613
"Calabria","39","18","3","16","1","0","18","38","16.5",638.5478900533218,733.5385737316155,2.309814614424412,2,638.3572365787932,733.3156387018903,0.000034665439676159393,0.00002964579648370841
"Campania","40.75","60","19","134","5","2","15","220","14.783333333333",523.3260209727315,596.0262438126024,5.557720049534443,3,523.1707186876245,595.8504425116951,0.0000273363472716792,0.00002414883835252031
"Emilia-Romagna","44.75","942","128","941","51","201","08","2263","11",273.7755526126515,283.67879560051733,17.824920580363745,4,273.63348405916815,283.6059364644798,0.000011329282743411877,0.00002209104992035215
"Friuli Venezia Giulia","46.1","59","8","169","11","10","06","257","13.116666666667",397.94445344900134,179.05170714910764,6.006920555149196,5,397.8404006245893,178.9900579725819,0.000009586182183087976,0.000016179767317124114
"Lazio","41.9","122","24","96","24","11","12","277","12.716666666667",389.96527268662,505.9151039834651,6.236274326752314,6,389.8453336704003,505.7693924634032,0.000022657515577748816,0.00001865000191627774
"Liguria","44.45","128","44","132","24","17","07","345","8.7666666666667",137.64188625782947,306.98980046466886,6.9597697817868065,7,137.59110481192613,306.8774636466864,0.000017467892739790516,0.000007896296745292059
"Lombardia","45.65","4435","650","2647","1198","890","03","9820","9.95",206.55634157536247,213.87614012509903,37.13137830749522,8,206.51662607810078,213.81018213779456,0.000010256183753991615,0.000006175589256788195
"Marche","43.316666666667","337","85","276","0","27","11","725","13",402.13851075247965,395.2363069295466,10.089144212744642,9,401.9909694061659,395.12289576899997,0.00001763494839450531,0.00002294204570130335
"Molise","41.6997","5","3","9","0","0","14","17","14.6111",508.6091735149422,521.5939880792921,1.5449334886138908,10,508.4801329958504,521.4198946309991,0.000027070783524924846,0.00002006524652438338
"Piemonte","45.25","556","135","103","0","46","01","840","7.9166666666667",83.45401674780715,244.87483380474941,10.859878579004294,11,83.42544299056092,244.82329315148147,0.000008014350229896432,0.000004443096535169635
"Puglia","41.008611111111","77","2","42","3","5","16","129","16.512777777778",630.2278965217012,575.7430948182009,4.2557899209198355,12,630.0163066177723,575.5756294003398,0.00002604015325836446,0.000032901321339090776
"Sardegna","40.05","12","0","31","0","0","20","43","9.0833333333333",168.79296369929818,650.9794213715627,2.4570814564575634,13,168.75287777370198,650.7926513396201,0.00002904193783992648,0.00000623318927191903
"Sicilia","37.599958333333","37","7","82","2","2","19","130","14.015377777778",487.1812958869277,843.8301353652855,4.272253386344806,14,487.02742619376033,843.5841555977678,0.00003824879743192942,0.000023926076458497415
"Toscana","43.35","134","77","244","10","5","09","470","11.016666666667",279.53323598135603,392.63687654875775,8.12333297864543,15,279.4240157087745,392.50164003551185,0.000021028697005209784,0.00001698328331467455
"Umbria","42.983333333333","11","10","52","2","1","10","76","12.566666666667",376.6313230409835,421.24314034713734,3.266571154286585,16,376.5285389144785,421.12509644393,0.000018355319981867984,0.00001598249024129613
"Valle d'Aosta","45.716666666667","6","0","21","0","1","02","28","7.3666666666667",48.718865504655696,208.71364194412718,1.982733489829267,17,48.69166847091561,208.65102638837274,0.00000973645000281152,0.00000422902194262322
"Veneto","45.733333333333","366","107","980","100","42","05","1595","11.85",322.21166739327714,207.4231961704986,14.964619209329358,18,322.12533000281485,207.33983310633053,0.000012962598456149072,0.000013425093420971106
"Trentino-Alto Adige","46.383333333333",78,11,191,4,4,"04",288,"11.416666666667",293.3773299582052,157.1527252669871,6.358893778477501,19,293.2939159986405,157.1822510544946,-0.000004591133152085473,0.000012970512471743994
