"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","185","44","265","13","22","13","529","13.833333333333",458.124498303482,481.1420501172729,23.33578418501105,0,460.7747537640224,486.5019115332837,-0.0008334354310235667,-0.0004121033419782016
"Basilicata","40.5","12","7","47","0","0","17","66","16.5",631.7883003522712,615.6439377639663,8.242643779188098,1,631.6662332150123,615.5941343682505,0.00000774421414159227,0.00001898091559816683
"Calabria","39","73","16","136","5","5","18","235","16.5",638.5478900533218,733.5385737316155,15.55351293778619,2,638.4805632661479,733.3878326253572,0.000023439594630579527,0.00001046902625506994
"Campania","40.75","233","87","473","29","22","15","844","14.783333333333",523.3260209727315,596.0262438126024,29.47581261664833,3,523.2876228847952,596.0539747024891,-0.000004312034280655424,0.000005970737764620598
"Emilia-Romagna","44.75","2267","265","3129","329","715","08","6705","11",273.7755526126515,283.67879560051733,83.07951541958428,4,25.161590616465546,184.46330698806466,-0.003373363157907517,0.0017465015156212292
"Friuli Venezia Giulia","46.1","152","37","477","82","42","06","790","13.116666666667",397.94445344900134,179.05170714910764,28.51728062276709,5,424.03416745089646,189.26028097291777,0.00036769503234423403,-0.00006501092540318124
"Lazio","41.9","591","70","425","54","50","12","1190","12.716666666667",389.96527268662,505.9151039834651,35,6,382.3105901365014,514.7880855328232,0.000981460784512728,-0.0003813152787779695
"Liguria","44.45","598","129","432","125","152","07","1436","8.7666666666667",137.64188625782947,306.98980046466886,38.44782560974868,7,127.09956493341444,118.28388529573469,-0.001550800067426906,0.002681477538428476
"Lombardia","45.65","8258","1093","8019","5050","3095","03","25515","9.95",206.55634157536247,213.87614012509903,162.06616295967086,8,253.35806191422145,274.05849969355455,0.0005681281137205501,-0.00003230120422212901
"Marche","43.316666666667","742","141","1114","2","154","11","2153","13",402.13851075247965,395.2363069295466,47.07784542023738,9,421.0731000474562,399.00489610053575,-0.0005664657717686384,0.0009021205364038928
"Molise","41.6997","21","6","20","7","7","14","61","14.6111",508.6091735149422,521.5939880792921,7.924273950783051,10,508.6356783398979,521.3835746187536,0.00003271838944439035,-0.000004121386449498245
"Piemonte","45.25","1976","301","1229","8","238","01","3752","7.9166666666667",83.45401674780715,244.87483380474941,62.1478313473324,11,33.01126078856439,342.2116140364063,0.002199265060063266,-0.002286740197502649
"Puglia","41.008611111111","209","33","400","4","29","16","675","16.512777777778",630.2278965217012,575.7430948182009,26.36006337580528,12,630.0438353284605,575.6991944885681,0.000006826312717777364,0.000028620725055499124
"Sardegna","40.05","65","16","240","5","4","20","330","9.0833333333333",168.79296369929818,650.9794213715627,18.43111180458035,13,168.73596744993452,650.9186610453672,0.000009447969774100622,0.0000088626719924581
"Sicilia","37.599958333333","206","48","204","26","6","19","490","14.015377777778",487.1812958869277,843.8301353652855,22.459113177191178,14,486.9126791395555,843.5191913221408,0.00004835046328780676,0.000041768750579553673
"Toscana","43.35","664","202","1039","35","72","09","2012","11.016666666667",279.53323598135603,392.63687654875775,45.5101798566896,15,287.78313193409235,69.35499435706357,0.00047938728594041957,-0.0007873588182237642
"Umbria","42.983333333333","92","29","326","5","10","10","462","12.566666666667",376.6313230409835,421.24314034713734,21.807985585425303,16,413.7834993924045,467.50394293799246,-0.0009854523070734606,-0.0030361531801297087
"Valle d'Aosta","45.716666666667","62","15","227","1","8","02","313","7.3666666666667",48.718865504655696,208.71364194412718,17.950094215712106,17,73.42554685547651,273.0569817909352,0.002408958953632656,-0.0019279216514998198
"Veneto","45.733333333333","942","249","3023","257","146","05","4617","11.85",322.21166739327714,207.4231961704986,68.9405114402777,18,399.3222132559221,95.00638956392865,0.00009636886641409986,-0.0006992727579499599
"Trentino-Alto Adige","46.383333333333",360,69,891,35,48,"04",1403,"11.416666666667",293.3773299582052,157.1527252669871,38.00348281253118,19,451.93053236869014,249.6259060516197,0.0008771036623001803,-9.132292762170646e-7
