"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","94","32","90","7","6","13","229","13.833333333333",458.124498303482,481.1420501172729,21.288274473250883,0,458.16271656169346,481.17309908537624,-0.000004827981193083737,-0.000005942775014721675
"Basilicata","40.5","5","2","13","0","0","17","20","16.5",631.7883003522712,615.6439377639663,6.2912612161491355,1,631.6861176555603,615.6036587598031,0.000006263212159862755,0.00001588897049127956
"Calabria","39","45","10","57","1","1","18","114","16.5",638.5478900533218,733.5385737316155,15.020180286267774,2,638.4999983406045,733.4131146944894,0.00001950834146021588,0.000007446955645489895
"Campania","40.75","127","24","272","28","9","15","460","14.783333333333",523.3260209727315,596.0262438126024,30.171828861802737,3,523.2948909517611,596.0727338226369,-0.000007228996898248627,0.000004840584565806214
"Emilia-Romagna","44.75","1566","223","1615","134","393","08","3931","11",273.7755526126515,283.67879560051733,88.20114879883691,4,-12.426981191055903,304.76638331002994,0.0024049417047436045,0.0017508457004394673
"Friuli Venezia Giulia","46.1","104","21","222","17","30","06","394","13.116666666667",397.94445344900134,179.05170714910764,27.923562872411164,5,434.68626150918175,267.0857880420698,0.00467609209842692,-0.003464131771880908
"Lazio","41.9","314","44","192","34","23","12","607","12.716666666667",389.96527268662,505.9151039834651,34.65908278339326,6,389.9646685090354,506.04992390494266,-0.000020963918774386364,9.394701961803406e-8
"Liguria","44.45","299","85","277","57","60","07","778","8.7666666666667",137.64188625782947,306.98980046466886,39.23851096988885,7,19.594553143009172,181.4086172149436,0.00168011428085804,-0.00164093092839728
"Lombardia","45.65","6953","879","4263","2485","1640","03","16220","9.95",206.55634157536247,213.87614012509903,179.16292528435082,8,236.47665681750718,207.1098101853042,-0.0037380100790693283,-0.0009568884185928738
"Marche","43.316666666667","599","109","594","0","69","11","1371","13",402.13851075247965,395.2363069295466,52.088451552501716,9,435.32851978192866,402.9320613591967,-0.000034073904930864865,-0.0006366427128505954
"Molise","41.6997","7","5","7","5","1","14","25","14.6111",508.6091735149422,521.5939880792921,7.033843871758732,10,508.6589805457706,521.4237979227339,0.000026463838423765152,-0.00000774477938598817
"Piemonte","45.25","1378","206","180","0","133","01","1897","7.9166666666667",83.45401674780715,244.87483380474941,61.2711998852613,11,98.43084831049921,410.6707832557157,0.014088172900498045,0.0032331892473333903
"Puglia","41.008611111111","155","14","151","2","18","16","340","16.512777777778",630.2278965217012,575.7430948182009,25.939534512534703,12,630.0721034903416,575.7261726839289,0.0000026313192032649278,0.000024225147287158238
"Sardegna","40.05","36","4","75","0","2","20","117","9.0833333333333",168.79296369929818,650.9794213715627,15.216530845940557,13,168.725488080393,650.938881656224,0.000006303751627979285,0.000010492168950082527
"Sicilia","37.599958333333","86","28","112","8","3","19","237","14.015377777778",487.1812958869277,843.8301353652855,21.656930002297052,14,486.95544427169597,843.6166593539488,0.000033194602940697194,0.00003511895619647251
"Toscana","43.35","329","143","552","12","17","09","1053","11.016666666667",279.53323598135603,392.63687654875775,45.64959253782167,15,422.72939673697397,81.21319168498705,0.0041721549716219304,0.004430075532821925
"Umbria","42.983333333333","36","21","135","4","1","10","197","12.566666666667",376.6313230409835,421.24314034713734,19.74494066197084,16,385.705955156722,350.98994863814227,-0.002381092306925433,0.0019011844951124604
"Valle d'Aosta","45.716666666667","35","6","93","0","2","02","136","7.3666666666667",48.718865504655696,208.71364194412718,16.405602100831032,17,87.70241916542439,333.73843406164,0.013478394415076433,0.007604884802841928
"Veneto","45.733333333333","548","171","1769","136","80","05","2704","11.85",322.21166739327714,207.4231961704986,73.15197626629082,18,487.42360030771135,180.8549135911263,0.006968459180163881,0.00012343513313488614
"Trentino-Alto Adige","46.383333333333",178,33,439,11,15,"04",676,"11.416666666667",293.3773299582052,157.1527252669871,36.57598813314541,19,347.3143901630542,392.1983791984532,-0.004229802979478377,-0.00008327072652771403
