"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","0","0","0","0","0","13","0","13.833333333333",458.124498303482,481.1420501172729,0,0,457.9859266830192,480.9965162420831,0.000022629892563084078,0.000021547291854047954
"Basilicata","40.5","0","0","0","0","0","17","0","16.5",631.7883003522712,615.6439377639663,0,1,631.5949692536284,615.4597635044593,0.00002863830637433143,0.00003006215553379613
"Calabria","39","0","0","0","0","0","18","0","16.5",638.5478900533218,733.5385737316155,0,2,638.3551186819585,733.312434714249,0.000035163645994116146,0.00002997512034569907
"Campania","40.75","0","0","0","0","0","15","0","14.783333333333",523.3260209727315,596.0262438126024,0,3,523.1709150962146,595.8501179405316,0.00002738681669366037,0.000024118297660273998
"Emilia-Romagna","44.75","10","2","6","0","0","08","18","11",273.7755526126515,283.67879560051733,4.242640687119285,4,273.68623033348814,283.59263615553425,0.00001339742366318118,0.000013889230794684669
"Friuli Venezia Giulia","46.1","0","0","0","0","0","06","0","13.116666666667",397.94445344900134,179.05170714910764,0,5,397.8297916371073,178.9939181266168,0.000008985944808989328,0.000017829419307824242
"Lazio","41.9","1","1","0","1","0","12","3","12.716666666667",389.96527268662,505.9151039834651,1.7320508075688772,6,389.8453941508933,505.7692319516589,0.000022682474464639453,0.00001864059745935818
"Liguria","44.45","0","0","0","0","0","07","0","8.7666666666667",137.64188625782947,306.98980046466886,0,7,137.5965643758912,306.8898414112312,0.000015543203512252318,0.000007047357996081955
"Lombardia","45.65","76","19","71","0","6","03","172","9.95",206.55634157536247,213.87614012509903,13.114877048604,8,206.501957498254,213.81430926466285,0.000009614433250875427,0.000008456490425354986
"Marche","43.316666666667","0","0","0","0","0","11","0","13",402.13851075247965,395.2363069295466,0,9,402.00848577640096,395.12021981999584,0.00001805104697216564,0.00002021832535785934
"Molise","41.6997","0","0","0","0","0","14","0","14.6111",508.6091735149422,521.5939880792921,0,10,508.45938563798194,521.4275550036003,0.000025879628484688253,0.000023291371568594447
"Piemonte","45.25","2","0","1","0","0","01","3","7.9166666666667",83.45401674780715,244.87483380474941,1.7320508075688772,11,83.43177633183839,244.81033723432824,0.000010028939705031982,0.000003458289166525014
"Puglia","41.008611111111","0","0","0","0","0","16","0","16.512777777778",630.2278965217012,575.7430948182009,0,12,630.0282020249207,575.5636926217385,0.000027896271065626042,0.00003105163661509947
"Sardegna","40.05","0","0","0","0","0","20","0","9.0833333333333",168.79296369929818,650.9794213715627,0,13,168.752559446974,650.7801740707404,0.00003098209956419993,0.0000062826877109916915
"Sicilia","37.599958333333","0","0","0","0","0","19","0","14.015377777778",487.1812958869277,843.8301353652855,0,14,487.02742619376033,843.5841555977678,0.00003824879743192942,0.000023926076458497415
"Toscana","43.35","0","0","0","0","0","09","0","11.016666666667",279.53323598135603,392.63687654875775,0,15,279.44349022670673,392.5060815426004,0.000020338061728029837,0.000013955079414035628
"Umbria","42.983333333333","0","0","0","0","0","10","0","12.566666666667",376.6313230409835,421.24314034713734,0,16,376.5266526579041,421.123521635934,0.000018600195861856503,0.00001627579503764083
"Valle d'Aosta","45.716666666667","0","0","0","0","0","02","0","7.3666666666667",48.718865504655696,208.71364194412718,0,17,48.69166847091561,208.65102638837274,0.00000973645000281152,0.00000422902194262322
"Veneto","45.733333333333","12","4","16","0","1","05","33","11.85",322.21166739327714,207.4231961704986,5.744562646538029,18,322.1233025123475,207.35140353576185,0.000011163446371472045,0.000013740359481111467
"Trentino-Alto Adige","46.383333333333",0,0,0,0,0,"04",0,"11.416666666667",293.3773299582052,157.1527252669871,0,19,293.29238456039826,157.12128134259973,0.000004889395199018827,0.000013208644541300667
