"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","0","0","0","0","0","13","0","13.833333333333",458.124498303482,481.1420501172729,0,0,457.9884816283819,481.06894842591396,0.000011366999054170509,0.000021150008822955193
"Basilicata","40.5","0","0","0","0","0","17","0","16.5",631.7883003522712,615.6439377639663,0,1,631.6100998876113,615.5104311856763,0.000020759699549158478,0.000027709406931450168
"Calabria","39","0","0","0","0","0","18","0","16.5",638.5478900533218,733.5385737316155,0,2,638.3858474153059,733.358969278161,0.000027927721159262202,0.000025196934281844083
"Campania","40.75","0","0","0","0","0","15","0","14.783333333333",523.3260209727315,596.0262438126024,0,3,523.1885494239554,595.8939481425913,0.00002057140851233045,0.000021376235431285324
"Emilia-Romagna","44.75","15","2","9","0","0","08","26","11",273.7755526126515,283.67879560051733,31.06688776095081,4,288.9154789678324,302.54398924726735,-0.0002167568507928942,0.00024034832041761858
"Friuli Venezia Giulia","46.1","0","0","0","0","0","06","0","13.116666666667",397.94445344900134,179.05170714910764,0,5,397.8350391521675,178.9720178084554,0.000012391350227095016,0.000017013453252630413
"Lazio","41.9","1","1","0","1","0","12","3","12.716666666667",389.96527268662,505.9151039834651,10.552897060221728,6,389.8227221761144,505.82099961345443,0.000014632825383651925,0.000022165992167437216
"Liguria","44.45","1","0","0","0","0","07","1","8.7666666666667",137.64188625782947,306.98980046466886,6.092717958449425,7,137.51893569128882,306.84632625846064,0.0000223096228821705,0.00001911828505738843
"Lombardia","45.65","79","25","127","0","9","03","240","9.95",206.55634157536247,213.87614012509903,94.3879807448539,8,202.26821517204115,211.81791675407814,0.0000305632999941822,-0.000012631305695707427
"Marche","43.316666666667","0","0","0","0","0","11","0","13",402.13851075247965,395.2363069295466,0,9,401.96142621473916,395.16135311546435,0.000011654996183271131,0.000027535885088085024
"Molise","41.6997","0","0","0","0","0","14","0","14.6111",508.6091735149422,521.5939880792921,0,10,508.52718916502573,521.3861288547927,0.00003232121671008722,0.000012748214311235978
"Piemonte","45.25","2","0","1","0","0","01","3","7.9166666666667",83.45401674780715,244.87483380474941,10.552897060221728,11,83.37111867967131,244.86880550289874,9.373750478390142e-7,0.000012890293570170816
"Puglia","41.008611111111","0","0","0","0","0","16","0","16.512777777778",630.2278965217012,575.7430948182009,0,12,629.9669076782967,575.6056470771139,0.00002137253343788364,0.00004058264427236409
"Sardegna","40.05","0","0","0","0","0","20","0","9.0833333333333",168.79296369929818,650.9794213715627,0,13,168.74061079084524,650.8426614800471,0.00002126557578365679,0.000008140652422744547
"Sicilia","37.599958333333","1","0","2","0","0","19","3","14.015377777778",487.1812958869277,843.8301353652855,10.552897060221728,14,487.0214752114625,843.6030608877711,0.00003530910602956225,0.000024851428647941238
"Toscana","43.35","2","0","0","0","0","09","2","11.016666666667",279.53323598135603,392.63687654875775,8.616404368553292,15,278.16677397960314,391.9081558482845,0.00011331293926378943,0.00021247897268505817
"Umbria","42.983333333333","0","0","0","0","0","10","0","12.566666666667",376.6313230409835,421.24314034713734,0,16,376.5437034963865,421.17589135086024,0.000010456930104704895,0.000013624462882407278
"Valle d'Aosta","45.716666666667","0","0","0","0","0","02","0","7.3666666666667",48.718865504655696,208.71364194412718,0,17,48.70110077667817,208.6339027811724,0.000012399097381166417,0.000002762338905767858
"Veneto","45.733333333333","12","7","23","0","1","05","43","11.85",322.21166739327714,207.4231961704986,39.952623458442886,18,336.4494434209445,205.27157380454182,0.000026452174889386217,-0.000017927103574188817
"Trentino-Alto Adige","46.383333333333",1,0,0,0,0,"04",1,"11.416666666667",293.3773299582052,157.1527252669871,6.092717958449425,19,300.3083857407487,233.80221375382536,0.00017170528661712616,0.00009673877639324607
