"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","280","64","516","23","63","13","946","13.833333333333",458.124498303482,481.1420501172729,23.603801030277374,0,458.18153913955365,481.1140420435315,0.000004355135179620783,-0.000008869605034056582
"Basilicata","40.5","22","16","95","0","1","17","134","16.5",631.7883003522712,615.6439377639663,8.88359551255961,1,631.6527974130585,615.5632608082848,0.000012544920122599544,0.00002107012509882021
"Calabria","39","101","23","248","7","14","18","393","16.5",638.5478900533218,733.5385737316155,15.213623070231394,2,638.4729920523677,733.3588292147749,0.000027949500414277676,0.000011646317481554582
"Campania","40.75","448","114","607","58","83","15","1310","14.783333333333",523.3260209727315,596.0262438126024,27.776148456489125,3,523.2622165313534,596.0200693047431,9.601094542696986e-7,0.000009921316611354754
"Emilia-Romagna","44.75","3354","301","5195","792","1174","08","10816","11",273.7755526126515,283.67879560051733,79.81227975693966,4,54.87572377745577,202.44419372348264,-0.001678751221357823,0.0018924443038394597
"Friuli Venezia Giulia","46.1","212","54","688","197","72","06","1223","13.116666666667",397.94445344900134,179.05170714910764,26.837966433910232,5,399.5427007970738,173.47646686988816,-0.000753195096197326,0.000005808755035252924
"Lazio","41.9","878","113","844","155","106","12","2096","12.716666666667",389.96527268662,505.9151039834651,35.13435749979039,6,389.8248531797379,506.5396998025809,-0.0000971219674011199,0.000021834630256080074
"Liguria","44.45","998","154","875","260","280","07","2567","8.7666666666667",137.64188625782947,306.98980046466886,38.88206403788453,7,152.2168391918505,134.5185437912945,-0.0007352192438472616,0.0024510571586807625
"Lombardia","45.65","10681","1263","10245","7839","4861","03","34889","9.95",206.55634157536247,213.87614012509903,143.34436917115693,8,264.9854657690096,277.66754509382815,0.0003823216199141116,0.0008331041615008483
"Marche","43.316666666667","977","166","1652","9","310","11","3114","13",402.13851075247965,395.2363069295466,42.82483328810337,9,410.02873784574456,394.371413717306,0.0006121166681887048,0.0007792052133285976
"Molise","41.6997","27","8","46","14","8","14","103","14.6111",508.6091735149422,521.5939880792921,7.788520892461398,10,508.6160137984569,521.3763215604969,0.000033846208853395584,-0.0000010636347093543407
"Piemonte","45.25","2633","408","2909","135","449","01","6534","7.9166666666667",83.45401674780715,244.87483380474941,62.03345096366588,11,61.270322576197735,345.51797304267933,0.0015602363338531415,-0.008844751774360967
"Puglia","41.008611111111","480","76","539","22","65","16","1182","16.512777777778",630.2278965217012,575.7430948182009,26.38427197578716,12,630.0225774905713,575.6744326077738,0.000010676678835644256,0.0000319262275505558
"Sardegna","40.05","92","20","350","13","19","20","494","9.0833333333333",168.79296369929818,650.9794213715627,17.05689010341569,13,168.73886311824538,650.8909495740605,0.000013756984548959671,0.000008412408006234101
"Sicilia","37.599958333333","346","68","681","36","33","19","1164","14.015377777778",487.1812958869277,843.8301353652855,26.18260579380605,14,486.9552219695601,843.5299469819028,0.00004667800438749113,0.00003515352322387549
"Toscana","43.35","1037","259","1677","95","158","09","3226","11.016666666667",279.53323598135603,392.63687654875775,43.58816220736296,15,224.684072213463,95.1289772147585,0.0000408411800995441,0.002599712496372137
"Umbria","42.983333333333","144","46","580","12","20","10","802","12.566666666667",376.6313230409835,421.24314034713734,21.73319421459328,16,367.9267055232808,443.3117629579582,-0.0008236621973098971,-0.0008898371017766892
"Valle d'Aosta","45.716666666667","73","24","281","2","28","02","408","7.3666666666667",48.718865504655696,208.71364194412718,15.501240645137457,17,106.34654336982872,282.43261306589784,0.006367004167865447,-0.0021167539422207613
"Veneto","45.733333333333","1447","326","4367","508","287","05","6935","11.85",322.21166739327714,207.4231961704986,63.90864498521428,18,358.35000720421266,92.6341995684183,-0.0005667038557078805,-0.0011053798628129455
"Trentino-Alto Adige","46.383333333333",523,109,1253,184,134,"04",2203,"11.416666666667",293.3773299582052,157.1527252669871,36.01999311279992,19,436.2762881363947,224.46371364743916,-0.0006622981137436825,0.0005347938497407752
