"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","11","0","0","0","0","13","11","13.833333333333",458.124498303482,481.1420501172729,31.024184114977142,0,507.01857709203415,911.7101501990192,0.0011274182216199006,-0.005015521255935629
"Basilicata","40.5","1","0","2","0","0","17","3","16.5",631.7883003522712,615.6439377639663,16.20185174601965,1,657.5776038282337,866.9669145457528,0.0033505128097589126,0.006869849790751786
"Calabria","39","2","0","2","0","0","18","4","16.5",638.5478900533218,733.5385737316155,18.708286933869708,2,698.7008091077239,935.8525656410659,-0.009224788424159889,-0.004431319482114596
"Campania","40.75","16","0","45","0","0","15","61","14.783333333333",523.3260209727315,596.0262438126024,73.05819598101228,3,607.0527496103954,940.3097401145513,0.0015020048046386159,-0.004141564286874887
"Emilia-Romagna","44.75","464","64","409","25","48","08","1010","11",273.7755526126515,283.67879560051733,297.279329923895,4,-335.41187672869967,95.294692235396,-0.0013571899192339125,0.0016316401814545454
"Friuli Venezia Giulia","46.1","7","1","31","3","0","06","42","13.116666666667",397.94445344900134,179.05170714910764,60.62177826491071,5,84.99536172884791,-131.9642880292981,0.003900948474603398,-0.00392922726009401
"Lazio","41.9","43","8","21","3","1","12","76","12.716666666667",389.96527268662,505.9151039834651,81.54753215150046,6,219.0612169418848,909.0302719662047,-0.0005297508955952754,-0.0010414030805404872
"Liguria","44.45","26","6","10","5","4","07","51","8.7666666666667",137.64188625782947,306.98980046466886,66.80194607943695,7,-41.97177982115969,-121.49334317739985,-0.027171587898691455,-0.007069648752390731
"Lombardia","45.65","1661","359","722","524","154","03","3420","9.95",206.55634157536247,213.87614012509903,547.037475864314,8,474.31249120703427,334.6073485656888,0.00004803807608510953,0.00045026790823092245
"Marche","43.316666666667","94","36","71","0","6","11","207","13",402.13851075247965,395.2363069295466,134.5826883369477,9,-186.8013828726024,500.74779496808105,-0.0005251402893541964,0.00150905149611813
"Molise","41.6997","3","2","9","0","0","14","14","14.6111",508.6091735149422,521.5939880792921,35,10,785.7425280229787,826.2995717456823,0.006450660053055351,-0.008995086706574083
"Piemonte","45.25","110","38","54","0","5","01","207","7.9166666666667",83.45401674780715,244.87483380474941,134.5826883369477,11,-56.730858134920496,792.2930095532868,0.020614122948519522,0.015442970297331035
"Puglia","41.008611111111","9","2","12","1","2","16","26","16.512777777778",630.2278965217012,575.7430948182009,47.69696007084728,12,-8.312537609795527,-12.947314335410844,-0.011356080128260814,0.008955241480406982
"Sardegna","40.05","2","0","3","0","0","20","5","9.0833333333333",168.79296369929818,650.9794213715627,20.91650066335189,13,94.74863461832989,757.0807168601268,0.011760751058778789,0.012925052989374243
"Sicilia","37.599958333333","8","0","25","2","0","19","35","14.015377777778",487.1812958869277,843.8301353652855,55.33985905294664,14,423.8579966427632,934.8595021780968,-0.00033348269195298625,-0.006432894476571198
"Toscana","43.35","54","7","51","1","0","09","113","11.016666666667",279.53323598135603,392.63687654875775,99.43590900675672,15,-92.97131000574365,-279.4152403984903,-0.030481333485261792,-0.018422242506351952
"Umbria","42.983333333333","2","2","20","0","0","10","24","12.566666666667",376.6313230409835,421.24314034713734,45.8257569495584,16,718.9639263754444,874.6216259274767,-0.0047519620835485485,0.011857875670037885
"Valle d'Aosta","45.716666666667","1","0","7","0","0","02","8","7.3666666666667",48.718865504655696,208.71364194412718,26.45751311064591,17,-98.90738935729854,316.41944981472324,-0.0018059208480199508,0.0008209607409795754
"Veneto","45.733333333333","123","41","341","25","13","05","543","11.85",322.21166739327714,207.4231961704986,217.97362225737317,18,207.30180484978015,-382.2980164255587,0.002913082531254624,-0.006978105157468107
"Trentino-Alto Adige","46.383333333333",14,1,8,0,0,"04",23,"11.416666666667",293.3773299582052,157.1527252669871,44.8608961123159,19,-47.34744057148075,613.0947798248231,0.01960277997720734,-0.003915114892171691
