"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","0","0","0","0","0","13","0","13.833333333333",458.124498303482,481.1420501172729,0,0,457.98819446794437,481.06080748564403,0.000012632880302997093,0.0000211946610377157
"Basilicata","40.5","0","0","0","0","0","17","0","16.5",631.7883003522712,615.6439377639663,0,1,631.607768999248,615.5026257818419,0.00002197340632331147,0.000028071850061392512
"Calabria","39","0","0","0","0","0","18","0","16.5",638.5478900533218,733.5385737316155,0,2,638.3813586329537,733.3521716166089,0.000028984728336493407,0.000025894920659494116
"Campania","40.75","0","0","0","0","0","15","0","14.783333333333",523.3260209727315,596.0262438126024,0,3,523.1855088824686,595.8863908628516,0.000021746533055371092,0.0000218490265741633
"Emilia-Romagna","44.75","20","3","23","0","1","08","47","11",273.7755526126515,283.67879560051733,36.59171338393562,4,286.50074902214527,299.0775606491836,-0.00016464708882630587,0.00017833923410467086
"Friuli Venezia Giulia","46.1","0","0","0","0","0","06","0","13.116666666667",397.94445344900134,179.05170714910764,0,5,397.8322525908058,179.03482275527077,0.0000026254507276928808,0.00001744675157683815
"Lazio","41.9","0","0","0","3","0","12","3","12.716666666667",389.96527268662,505.9151039834651,9.24473451641905,6,389.8245816839968,505.8091255265398,0.000016479194902863355,0.0000218768466778113
"Liguria","44.45","6","0","5","0","0","07","11","8.7666666666667",137.64188625782947,306.98980046466886,17.70231886006056,7,137.53390220039483,306.8135126537087,0.000027411997495478563,0.000016791057168541062
"Lombardia","45.65","79","25","145","0","9","03","258","9.95",206.55634157536247,213.87614012509903,85.73214099741124,8,201.45021285167542,211.15955063325032,0.000030169766996878623,-0.00001690706092197313
"Marche","43.316666666667","1","0","0","0","0","11","1","13",402.13851075247965,395.2363069295466,5.3374499616411635,9,401.9746784323481,395.1714858447126,0.000010079400302517677,0.000025475222164614883
"Molise","41.6997","0","0","0","0","0","14","0","14.6111",508.6091735149422,521.5939880792921,0,10,508.4965771090163,521.366595398251,0.00003535858531137008,0.000017508257550132594
"Piemonte","45.25","2","0","1","0","0","01","3","7.9166666666667",83.45401674780715,244.87483380474941,9.24473451641905,11,83.37875674008926,244.88257316797907,-0.0000012034377437227893,0.00001170260797859952
"Puglia","41.008611111111","0","0","0","0","0","16","0","16.512777777778",630.2278965217012,575.7430948182009,0,12,629.9813998776555,575.6078359819041,0.000021032168143741112,0.000038329169512175616
"Sardegna","40.05","0","0","0","0","0","20","0","9.0833333333333",168.79296369929818,650.9794213715627,0,13,168.7319323505749,650.8314414452472,0.000023010243008002733,0.000009490112613206643
"Sicilia","37.599958333333","1","0","2","0","0","19","3","14.015377777778",487.1812958869277,843.8301353652855,9.24473451641905,14,487.0237936255921,843.5936124976765,0.000036778290110964724,0.000024490925207761754
"Toscana","43.35","2","0","0","0","0","09","2","11.016666666667",279.53323598135603,392.63687654875775,7.54829412424069,15,278.1652910526555,391.7306505940626,0.00014091424395786602,0.00021270956145664433
"Umbria","42.983333333333","0","0","0","0","0","10","0","12.566666666667",376.6313230409835,421.24314034713734,0,16,376.5355889927869,421.1719598583504,0.00001106826030526403,0.00001488623334252503
"Valle d'Aosta","45.716666666667","0","0","0","0","0","02","0","7.3666666666667",48.718865504655696,208.71364194412718,0,17,48.70063357548047,208.63839339240164,0.00001170082662098972,0.0000028349866855068173
"Veneto","45.733333333333","16","8","45","0","2","05","71","11.85",322.21166739327714,207.4231961704986,44.974152783622856,18,332.0837086139262,206.79778276830316,0.000046540519756319586,-0.000016360450997093996
"Trentino-Alto Adige","46.383333333333",1,0,0,0,0,"04",1,"11.416666666667",293.3773299582052,157.1527252669871,5.3374499616411635,19,290.69724312433704,155.52298686842127,0.00025341732168800943,0.00041674199241292293
