"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","5","0","1","0","0","13","6","13.833333333333",458.124498303482,481.1420501172729,28.57738033247041,0,545.8861979365699,803.9378178425517,0.0023600794180137206,-0.003124677011001961
"Basilicata","40.5","0","0","1","0","0","17","1","16.5",631.7883003522712,615.6439377639663,11.666666666666666,1,654.7771401010147,725.6151068806307,0.0015890928613289945,0.005383979187331273
"Calabria","39","0","0","1","0","0","18","1","16.5",638.5478900533218,733.5385737316155,11.666666666666666,2,700.236900895516,755.9679161552654,-0.002434560489502917,-0.006859942460329339
"Campania","40.75","11","0","19","0","0","15","30","14.783333333333",523.3260209727315,596.0262438126024,63.900965042269384,3,638.2381874014588,799.1738580610556,0.003063375883396754,-0.0030211845416439034
"Emilia-Romagna","44.75","187","24","187","4","18","08","420","11",273.7755526126515,283.67879560051733,239.09551787239062,4,-258.4466186102589,72.41719132677976,-0.002676523135207627,0.001884949109933802
"Friuli Venezia Giulia","46.1","1","0","12","0","0","06","13","13.116666666667",397.94445344900134,179.05170714910764,42.06476488041321,5,488.5762801528385,-133.34158951824364,0.0000361618043560892,-0.00292508903573963
"Lazio","41.9","10","0","1","3","0","12","14","12.716666666667",389.96527268662,505.9151039834651,43.65266951236265,6,406.99845338532026,848.5354656750966,-0.00037236217045406845,0.01838988935208703
"Liguria","44.45","12","2","5","4","1","07","24","8.7666666666667",137.64188625782947,306.98980046466886,57.15476066494082,7,23.316569616232012,-19.136420935658748,-0.0009058296571872203,0.0021158669829318714
"Lombardia","45.65","698","167","461","139","55","03","1520","9.95",206.55634157536247,213.87614012509903,454.8504027577516,8,377.16621329252916,350.9308635684806,0.0005849637664733316,0.00022528752729740253
"Marche","43.316666666667","27","13","19","0","2","11","61","13",402.13851075247965,395.2363069295466,91.11957955224429,9,226.71925370112132,875.7602201555944,0.00029692033481361417,-0.0010760450310762966
"Molise","41.6997","3","0","0","0","0","14","3","14.6111",508.6091735149422,521.5939880792921,20.207259421636902,10,762.9901012568298,628.0775948386928,-0.006630065215545839,0.005684641606308528
"Piemonte","45.25","13","3","40","0","0","01","56","7.9166666666667",83.45401674780715,244.87483380474941,87.3053390247253,11,-163.9283455594982,384.8641480624197,-0.002841024925265488,0.0000520293401374626
"Puglia","41.008611111111","2","0","4","0","0","16","6","16.512777777778",630.2278965217012,575.7430948182009,28.57738033247041,12,693.748412905664,716.2660390226216,-0.005097634961015607,0.007089436839747489
"Sardegna","40.05","1","0","0","0","0","20","1","9.0833333333333",168.79296369929818,650.9794213715627,11.666666666666666,13,306.94019420103757,811.6778289148455,0.011711753694585825,0.010825482688751576
"Sicilia","37.599958333333","2","0","3","2","0","19","7","14.015377777778",487.1812958869277,843.8301353652855,30.86709862908689,14,486.9059114458265,843.8929085872896,-0.000009760966427504846,0.00004282109788898394
"Toscana","43.35","10","0","8","1","0","09","19","11.016666666667",279.53323598135603,392.63687654875775,50.85382100797453,15,112.54120705408425,-80.01999101546554,-0.0004034894749629828,0.0021987002404959093
"Umbria","42.983333333333","1","1","6","0","0","10","8","12.566666666667",376.6313230409835,421.24314034713734,32.99831645537222,16,740.6242100331897,676.3382782929186,-0.0060218774687613745,0.006302204023646923
"Valle d'Aosta","45.716666666667","0","0","0","0","0","02","0","7.3666666666667",48.718865504655696,208.71364194412718,0,17,-49.91743353083342,194.42560056355006,-0.0028060721373001796,0.001616311237469895
"Veneto","45.733333333333","49","19","229","7","3","05","307","11.85",322.21166739327714,207.4231961704986,204.41651379257772,18,272.0664359799664,-299.9029727180816,0.0013441845321668297,-0.004723798111080008
"Trentino-Alto Adige","46.383333333333",2,0,3,0,0,"04",5,"11.416666666667",293.3773299582052,157.1527252669871,26.087459737497547,19,339.71038155316774,830.4258614463376,0.0015096244951405852,0.01666438814933624
