"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","72","28","28","6","3","13","137",22.72674641090125,"13.833333333333",458.124498303482,481.1420501172729,0,458.1244983022339,481.1420501159684,1.0159254331318338e-12,9.720154645249666e-13
"Basilicata","40.5","0","2","9","0","0","17","11",20.772646442231743,"16.5",631.7883003522712,615.6439377639663,1,631.8843775695844,618.1007133525859,1.2662557200698865e-12,1.598329968540129e-12
"Calabria","39","32","6","28","1","1","18","68",21.92105112513363,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","73","22","201","28","9","15","333",24.25115150948852,"14.783333333333",523.3260209727315,596.0262438126024,3,523.326020971377,596.0262438110336,1.2217511422789239e-12,1.0548430298998154e-12
"Emilia-Romagna","44.75","1215","169","1357","68","284","08","3093",32.956104033082376,"11",273.7755526126515,283.67879560051733,4,273.775552611826,283.67879559953303,7.665350398383707e-13,6.428667439743066e-13
"Friuli Venezia Giulia","46.1","98","12","206","17","14","06","347",24.339595038381503,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534478823,179.05170714861316,3.8510597755678994e-13,8.714622088680001e-13
"Lazio","41.9","223","31","142","24","16","12","436",24.864382430823134,"12.716666666667",389.96527268662,505.9151039834651,6,389.9652726855725,505.9151039821656,1.0120379336918992e-12,8.15773374363924e-13
"Liguria","44.45","253","66","174","33","33","07","559",25.507954836610843,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625730682,306.98980046373816,7.248169835790812e-13,4.070252541517358e-13
"Lombardia","45.65","5500","767","3776","2011","1218","03","13272",46.83815477285748,"9.95",206.55634157536247,213.87614012509903,8,206.55634157502703,213.87614012467043,3.3379131155112e-13,2.612230539522085e-13
"Marche","43.316666666667","521","98","468","0","46","11","1133",27.841504960364233,"13",402.13851075247965,395.2363069295466,9,406.1268358914775,391.16985674156393,8.396138992394774e-12,8.570666572282891e-12
"Molise","41.6997","3","4","10","0","0","14","17",20.960525562566815,"14.6111",508.6091735149422,521.5939880792921,10,508.60917351358677,521.5939880778254,1.1422200974246348e-12,1.05559542730952e-12
"Piemonte","45.25","726","171","133","0","81","01","1111",27.76500064353057,"7.9166666666667",83.45401674780715,244.87483380474941,11,83.45401674771446,244.8748338041676,4.5311222473023557e-13,7.217630947069625e-14
"Puglia","41.008611111111","116","6","90","2","16","16","230",23.533038618519793,"16.512777777778",630.2278965217012,575.7430948182009,12,630.1530368224759,573.8288691633057,1.2308830387233737e-12,1.1858507584098024e-12
"Sardegna","40.05","16","0","59","0","2","20","77",22.044230337524024,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","56","15","108","7","2","19","188",23.194209457502083,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","175","107","481","10","8","09","781",26.510434643956515,"11.016666666667",279.53323598135603,392.63687654875775,15,279.5332359805968,392.6368765475177,9.657153096805938e-13,5.912430029084974e-13
"Umbria","42.983333333333","25","13","101","3","1","10","143",22.78581636527137,"12.566666666667",376.6313230409835,421.24314034713734,16,370.67680268234585,427.31430043738834,-1.0541643339495587e-11,-1.0748643902019905e-11
"Valle d'Aosta","45.716666666667","10","3","43","0","1","02","57",21.758822020752472,"7.3666666666667",48.718865504655696,208.71364194412718,17,48.718865504453866,208.71364194362337,3.9235341493021225e-13,1.5718193557488942e-13
"Veneto","45.733333333333","426","129","1434","120","63","05","2172",30.8571134772386,"11.85",322.21166739327714,207.4231961704986,18,322.21166739236185,207.42319617002534,3.68581811164361e-13,7.128324470213886e-13
"Trentino-Alto Adige","46.383333333333",123,23,420,5,11,"04",582,25.620124791331598,"11.416666666667",293.3773299582052,157.1527252669871,19,293.37732995729294,157.15272526653516,3.5195414439426247e-13,7.104468923700843e-13
