"id","bunches_x","bunches_y","clusters_x","clusters_y","stripes_x","stripes_y"
"034000411",209.7906237571213,199.4847361720013,196.30799052031037,216.69108177624753,"0.644",0.748
"081000042",271.4291912087303,298.2286194360492,275.5020651048867,292.2489989746259,"0.010",0.186
"053000042",321.47526350009883,197.4556114116732,324.8525620155748,211.1851593529572,"0.493",0.212
"033000922",190.3115569929321,233.44060816175005,202.5805054056397,212.93569839976874,"0.422",0.073
"033001399",188.33087281793374,212.9009401894547,215.6796142935717,206.5874828480995,"0.378",0.893
"114000052",400.56285436995006,389.6491970704217,407.67292321664087,393.8590187816242,"0.884",0.931
"083000088",287.4527446098987,289.2341108013307,280.17900667932395,287.7750253250984,"0.564",0.621
"014000023",86.25663641505314,241.33337397857997,86.21110800981788,245.60359798902385,"0.657",0.15
"053000017",330.31190915619936,206.9712581099621,326.33465327918077,213.12300590908944,"0.289",0.655
"033000595",226.38388320364422,190.70929234787505,215.4198898710661,209.93372994341348,"0.150",0.75
"033001019",195.2825781650793,222.4178554255597,207.70057368826306,219.49753229575023,"0.427",0.275
"084000089",271.4994894363298,291.9625640331868,270.8861098266456,277.9006462572091,"0.827",0.467
"033001010",211.9766365488361,242.98420899558818,216.62357080762732,222.2132539079135,"0.331",0.477
"034000014",196.6317518255407,240.59601926269747,196.72951450420916,226.35667575155665,"0.711",0.197
"194000020",486.5767597776229,842.0848666420337,487.71066283627675,844.422650514546,"0.898",0.905
"032000107",233.88563293052465,207.24224137291816,208.81394320208952,224.93333301697402,"0.124",0.314
"034000214",207.74780801784428,221.64912235841302,198.19534696768403,217.62004016820606,"0.654",0.786
"081000021",266.64044547880457,287.61881796833376,269.08940951136464,291.6929061267859,"0.024",0.362
"094000049",284.05471469749784,393.87394047718476,281.7542422998008,390.8356696658401,"0.792",0.972
"123000036",389.38745846398797,509.2962543585294,390.10414749710975,509.0231321867584,"0.161",0.887
"031000105",201.47605177916637,188.35902914061484,200.18495175117081,201.9013238510534,"0.012",0.321
"031000011",189.05352889286172,235.53988678553173,195.93145874278383,208.17446701456356,"0.031",0.099
"033001259",178.68205084173985,218.43093252048175,206.86328146617504,209.49550485047283,"0.464",0.438
"034000520",206.08409138619945,211.01174672356086,191.19233790848065,218.41813343878624,"0.684",0.843
"083000096",266.7709826043584,289.47613610259623,274.847172159441,286.6472692231116,"0.189",0.977
"033000249",202.14141820686223,234.5053196154883,212.8705501752371,218.4035526318843,"0.245",0.302
"034000535",191.70051701026085,236.71371901886087,195.13561744214292,224.5777036465149,"0.760",0.955
"035000497",175.52711218439137,220.08123324882257,198.66868031486274,210.11465802595882,"0.910",0.532
"033001482",203.78775340982398,196.03139443510887,214.17203997528452,202.96074295624615,"0.245",0.64
"083000193",278.6650864916363,277.43382966496563,278.3019933920905,277.5934544055698,"0.261",0.153
"033001237",224.00037960288816,233.37441527699227,216.9658002197776,220.1874085648104,"0.579",0.65
"083000346",265.02802633389837,295.9898285997958,276.83267342682643,290.7793976772519,"0.437",0.459
"084000144",274.9468612217515,266.9641093851337,270.0832837765877,285.9133902418711,"0.859",0.894
"032000333",193.80401961958395,232.37649435766323,203.56383224197936,230.3971966675904,"0.071",0.23
"033000625",203.03650742075567,191.7226575268873,208.5267634567622,209.18858173156494,"0.257",0.92
"084000295",259.45718077641925,291.532713606859,265.00575582299246,287.53536366197983,"0.811",0.058
