"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","342","71","798","102","123","13","1436",28.827987032262158,"13.833333333333",458.124498303482,481.1420501172729,0,458.1244983021673,481.1420501159824,1.0050482138260085e-12,1.0238772016594086e-12
"Basilicata","40.5","39","15","171","3","9","17","237",23.586399287615873,"16.5",631.7883003522712,615.6439377639663,1,632.1271027227252,624.307400309471,1.2871984728102249e-12,-4.676716370936862e-14
"Calabria","39","144","16","450","21","38","18","669",26.025561528113247,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516177,733.5385737296112,1.5609234755199767e-12,1.3271193677847367e-12
"Campania","40.75","478","129","1369","107","148","15","2231",31.00358624429039,"14.783333333333",523.3260209727315,596.0262438126024,3,523.326020971429,596.026243811011,1.239339358907268e-12,1.014371738675227e-12
"Emilia-Romagna","44.75","3898","359","7232","1566","1732","08","14787",48.32856026351696,"11",273.7755526126515,283.67879560051733,4,283.3022150740322,293.88093413865585,-0.0000030881639347547497,0.0000020660070534247356
"Friuli Venezia Giulia","46.1","206","60","940","357","122","06","1685",29.56278560646961,"13.116666666667",397.94445344900134,179.05170714910764,5,397.94445344770617,179.05170714854066,4.4156964132835343e-13,1.008677264041955e-12
"Lazio","41.9","1131","177","1450","337","169","12","3264",33.309432610675216,"12.716666666667",389.96527268662,505.9151039834651,6,389.9652726856127,505.9151039821148,1.0515754054834583e-12,7.844417734564584e-13
"Liguria","44.45","1114","179","1352","555","460","07","3660",34.09369956069257,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.6418862575708,306.9898004639244,5.797692691788665e-13,2.0143817989793197e-13
"Lombardia","45.65","11927","1342","12496","11415","7593","03","44773",69.29383013033004,"9.95",206.55634157536247,213.87614012509903,8,201.87744699105224,208.99842041322495,-3.5428769139776714e-9,-1.0872921074765382e-7
"Marche","43.316666666667","984","168","2304","29","477","11","3962",34.66363703747571,"13",402.13851075247965,395.2363069295466,9,409.2212096380837,388.01486928267377,-3.8675567436141643e-11,-3.9364153603393955e-11
"Molise","41.6997","32","8","91","19","10","14","160",22.946757909526685,"14.6111",508.6091735149422,521.5939880792921,10,508.60917351356744,521.5939880778238,1.1434570416701092e-12,1.070641781747077e-12
"Piemonte","45.25","3146","453","4871","439","886","01","9795",43.056144575148295,"7.9166666666667",83.45401674780715,244.87483380474941,11,86.89889308404578,248.4611384629039,-4.112826615734755e-12,4.937926499984368e-12
"Puglia","41.008611111111","637","107","1012","61","129","16","1946",30.276752197660393,"16.512777777778",630.2278965217012,575.7430948182009,12,630.0222832392253,570.4853897295261,1.2114124807449667e-12,2.2994353166341795e-12
"Sardegna","40.05","119","27","529","36","34","20","745",26.35861606509809,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","496","72","976","86","88","19","1718",29.655973080398596,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","1120","297","3015","182","253","09","4867",36.252311577357574,"11.016666666667",279.53323598135603,392.63687654875775,15,279.53323598066055,392.63687654730546,1.1310145850209842e-12,5.416511155872694e-13
"Umbria","42.983333333333","173","45","646","194","37","10","1095",27.708884275710354,"12.566666666667",376.6313230409835,421.24314034713734,16,365.54700552005147,432.544581943102,6.24829224818435e-11,6.37935907224496e-11
"Valle d'Aosta","45.716666666667","85","27","428","32","59","02","631",25.85193031930114,"7.3666666666667",48.718865504655696,208.71364194412718,17,39.163265535244655,198.76573980084274,1.3396908062068834e-11,-1.32763409640968e-11
"Veneto","45.733333333333","1718","350","6156","902","499","05","9625",42.85518998185526,"11.85",322.21166739327714,207.4231961704986,18,325.80470983913006,213.20827158202925,0.000003432582096077764,-0.0000031552386680268763
"Trentino-Alto Adige","46.383333333333",614,133,1848,404,289,"04",3288,33.35827472934692,"11.416666666667",293.3773299582052,157.1527252669871,19,287.64079707345115,147.2385211982414,8.318999111864636e-7,0.0000013402736771968988
