"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","9","0","0","0","0","13","9",20.698885003041553,"13.833333333333",458.124498303482,481.1420501172729,0,458.1244983022541,481.142050115967,1.017029834589762e-12,9.563020771348607e-13
"Basilicata","40.5","1","0","2","0","0","17","3",20.403501444638632,"16.5",631.7883003522712,615.6439377639663,1,631.8170467569504,616.3790076372082,1.261921654411441e-12,1.3679439183369957e-12
"Calabria","39","2","0","2","0","0","18","4",20.465923335361037,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","12","0","45","0","0","15","57",21.758822020752472,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209713629,596.026243811045,1.2128954690241446e-12,1.0658064029787697e-12
"Emilia-Romagna","44.75","397","53","366","17","37","08","870",26.871381999960747,"11",273.7755526126515,283.67879560051733,4,273.7755526118431,283.67879559964797,6.770365550763819e-13,6.29537603736305e-13
"Friuli Venezia Giulia","46.1","4","0","24","3","0","06","31",21.29707567121704,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534479254,179.05170714860674,3.900983407214981e-13,8.379210878701516e-13
"Lazio","41.9","26","8","16","3","1","12","54",21.711911646335274,"12.716666666667",389.96527268662,505.9151039834651,6,389.96527268556133,505.9151039821766,1.0034578755407651e-12,8.244871745657012e-13
"Liguria","44.45","12","5","7","5","3","07","32",21.31783019978737,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625731657,306.9898004637696,7.003298953858206e-13,3.994307378806963e-13
"Lombardia","45.65","1622","309","77","469","135","03","2612",31.906141862306644,"9.95",206.55634157536247,213.87614012509903,8,206.5563415749538,213.8761401246384,3.587417709930539e-13,3.1826121323519397e-13
"Marche","43.316666666667","73","20","62","0","4","11","159",22.93753485745269,"13",402.13851075247965,395.2363069295466,9,404.5061866368632,392.8222519976599,-8.484931507402037e-14,-1.0780373989327519e-13
"Molise","41.6997","3","2","7","0","0","14","12",20.807002889277268,"14.6111",508.6091735149422,521.5939880792921,10,508.6091735135844,521.5939880778162,1.1493777281723423e-12,1.0574683665100432e-12
"Piemonte","45.25","57","30","52","0","4","01","143",22.78581636527137,"7.9166666666667",83.45401674780715,244.87483380474941,11,83.45401674770363,244.8748338041863,4.385416524570501e-13,8.061787260063779e-14
"Puglia","41.008611111111","5","1","9","1","1","16","17",20.960525562566815,"16.512777777778",630.2278965217012,575.7430948182009,12,630.2006576785191,575.0465746505095,1.2368954168187618e-12,1.3389676279757174e-12
"Sardegna","40.05","2","0","3","0","0","20","5",20.520918125085355,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","7","0","15","2","0","19","24",21.141274430890185,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","35","5","38","1","0","09","79",22.070608594126508,"11.016666666667",279.53323598135603,392.63687654875775,15,279.5332359805809,392.63687654755506,9.366185159166756e-13,6.036643060560419e-13
"Umbria","42.983333333333","2","2","12","0","0","10","16",20.93184667072207,"12.566666666667",376.6313230409835,421.24314034713734,16,373.78816733452834,424.14198899856626,1.8633177032573166e-12,1.8935992097263155e-12
"Valle d'Aosta","45.716666666667","0","0","7","0","0","02","7",20.616358637693523,"7.3666666666667",48.718865504655696,208.71364194412718,17,48.71886550442225,208.71364194358338,4.234976453703737e-13,1.818075699085658e-13
"Veneto","45.733333333333","117","27","310","22","12","05","488",25.146291445394652,"11.85",322.21166739327714,207.4231961704986,18,322.2116673924474,207.4231961699111,4.575310471299859e-13,6.461863101351297e-13
"Trentino-Alto Adige","46.383333333333",8,0,6,0,0,"04",14,20.871662744711987,"11.416666666667",293.3773299582052,157.1527252669871,19,293.3773299574414,157.15272526663486,2.7431873884656624e-13,5.948275451210104e-13
