"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","228","52","325","20","38","13","663",25.998480215640253,"13.833333333333",458.124498303482,481.1420501172729,0,458.12449830218986,481.14205011596755,1.0165880740614417e-12,1.0063293193707417e-12
"Basilicata","40.5","15","12","62","0","1","17","90",22.210068432145015,"16.5",631.7883003522712,615.6439377639663,1,632.0049156650667,621.1829742260627,1.1855831420770624e-12,2.4784675451295507e-12
"Calabria","39","82","20","178","5","7","18","292",23.980850722355523,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","266","110","553","48","49","15","1026",27.462049866645806,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209714034,596.0262438110227,1.2302330082233452e-12,1.0342897969617722e-12
"Emilia-Romagna","44.75","2846","276","4098","423","892","08","8535",41.522178514812225,"11",273.7755526126515,283.67879560051733,4,275.69947865452514,285.6766641346427,6.454199154293239e-13,1.7939048684023628e-13
"Friuli Venezia Giulia","46.1","185","41","545","105","54","06","930",27.104376039167256,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534477989,179.05170714860637,3.903854852469079e-13,9.364417338742485e-13
"Lazio","41.9","718","96","600","63","63","12","1540",29.142075992742104,"12.716666666667",389.96527268662,505.9151039834651,6,389.9652726855941,505.9151039821406,1.0315033828282458e-12,7.989498278670566e-13
"Liguria","44.45","761","133","659","159","212","07","1924",30.218496498151325,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625730253,306.9898004636561,7.887435045154038e-13,4.1036565886316343e-13
"Lombardia","45.65","9266","1183","8461","6075","3776","03","28761",59.50812849931928,"9.95",206.55634157536247,213.87614012509903,8,205.61965121303643,212.9034498237382,3.894658684097663e-13,4.514054169520165e-13
"Marche","43.316666666667","882","148","1328","8","203","11","2569",31.80773285119568,"13",402.13851075247965,395.2363069295466,9,407.9113802843039,389.3503558572269,2.503473834486458e-11,2.555780587165657e-11
"Molise","41.6997","25","7","18","10","7","14","67",21.906873432288755,"14.6111",508.6091735149422,521.5939880792921,10,508.6091735135959,521.5939880778445,1.1273389018921376e-12,1.048438533238663e-12
"Piemonte","45.25","2194","343","1992","17","315","01","4861",36.24229062588957,"7.9166666666667",83.45401674780715,244.87483380474941,11,85.79849375132336,247.31556256926837,-9.060083412670838e-14,6.024182454961168e-13
"Puglia","41.008611111111","285","45","532","7","37","16","906",27.012107499125364,"16.512777777778",630.2278965217012,575.7430948182009,12,630.0814523750836,571.9983944029004,1.2867300974717111e-12,6.542122637891167e-13
"Sardegna","40.05","76","18","249","5","11","20","359",24.41399351613108,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","250","60","371","27","13","19","721",26.25535697915953,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","838","238","1225","51","109","09","2461",31.55687120787841,"11.016666666667",279.53323598135603,392.63687654875775,15,279.53323598063076,392.6368765474509,1.0177366514350745e-12,5.648180283197014e-13
"Umbria","42.983333333333","106","42","408","5","16","10","577",25.595931287739116,"12.566666666667",376.6313230409835,421.24314034713734,16,367.7164471473785,430.33264479639826,-3.665362909022196e-11,-3.7329233454341804e-11
"Valle d'Aosta","45.716666666667","69","20","290","2","12","02","393",24.618285122546656,"7.3666666666667",48.718865504655696,208.71364194412718,17,43.63771966845246,203.42389127317546,1.5190229282757705e-12,-1.0701902905529969e-12
"Veneto","45.733333333333","1206","281","3499","327","192","05","5505",37.28475102625798,"11.85",322.21166739327714,207.4231961704986,18,323.96601120680845,210.48176097903934,-1.5736786873610241e-13,1.6462358169364031e-12
"Trentino-Alto Adige","46.383333333333",394,79,1129,75,70,"04",1747,29.737128896601323,"11.416666666667",293.3773299582052,157.1527252669871,19,290.61942602472743,152.34452983506083,1.1145230571774077e-12,-5.572597071290541e-13
