"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","289","71","565","24","68","13","1017",27.429249488665207,"13.833333333333",458.124498303482,481.1420501172729,0,458.12449830217196,481.1420501159687,1.0157045528676736e-12,1.0202547642777688e-12
"Basilicata","40.5","22","15","110","1","3","17","151",22.862680899066767,"16.5",631.7883003522712,615.6439377639663,1,632.0603684055307,622.600947595017,1.1878120882713449e-12,2.2592169671500903e-12
"Calabria","39","103","22","344","7","18","18","494",25.17783183123912,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516189,733.5385737296165,1.5568592786504047e-12,1.3262358467280964e-12
"Campania","40.75","456","113","723","64","98","15","1454",28.883143336496467,"14.783333333333",523.3260209727315,596.0262438126024,3,523.326020971415,596.0262438110174,1.2343902900725868e-12,1.025239170546822e-12
"Emilia-Romagna","44.75","3461","308","5592","960","1267","08","11588",45.0777581572827,"11",273.7755526126515,283.67879560051733,4,279.9401591311074,290.0803272192134,9.66361105719793e-13,-1.5601504463336192e-13
"Friuli Venezia Giulia","46.1","222","57","748","214","76","06","1317",28.45429414838274,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534477071,179.05170714860466,3.9171286211087235e-13,1.0079704471876635e-12
"Lazio","41.9","992","126","895","164","118","12","2295",31.16029852228335,"12.716666666667",389.96527268662,505.9151039834651,6,389.9652726856038,505.9151039821298,1.0399124263437567e-12,7.91394197012606e-13
"Liguria","44.45","1023","157","880","305","331","07","2696",32.09607331692743,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625739516,306.9898004637244,7.355290956902497e-13,3.382310299590241e-13
"Lombardia","45.65","11137","1292","11466","8001","5402","03","37298",64.99116499735682,"9.95",206.55634157536247,213.87614012509903,8,203.59068173766664,210.79650070856613,1.748629886721975e-13,6.490962715238746e-13
"Marche","43.316666666667","979","162","1709","10","336","11","3196",33.17006298362797,"13",402.13851075247965,395.2363069295466,9,408.7217030280391,388.5241602435438,5.746020846630895e-12,5.894850493154413e-12
"Molise","41.6997","26","9","51","14","9","14","109",22.432191215411567,"14.6111",508.6091735149422,521.5939880792921,10,508.60917351358984,521.5939880778433,1.1283107750544424e-12,1.0532099194388838e-12
"Piemonte","45.25","2852","431","3064","176","569","01","7092",39.61863693051576,"7.9166666666667",83.45401674780715,244.87483380474941,11,86.29313733592998,247.83051359393872,-1.3701123569020979e-12,1.968247179823246e-12
"Puglia","41.008611111111","530","82","624","29","69","16","1334",28.50868373508635,"16.512777777778",630.2278965217012,575.7430948182009,12,630.0529209045982,571.268820628505,1.2807393166835989e-12,8.47905144533978e-13
"Sardegna","40.05","93","19","384","13","21","20","530",25.3631803496152,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","425","75","658","53","39","19","1250",28.236438748671056,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","1053","274","1843","103","177","09","3450",33.68339973103481,"11.016666666667",279.53323598135603,392.63687654875775,15,279.5332359806455,392.63687654738436,1.069581350012101e-12,5.533657692930054e-13
"Umbria","42.983333333333","149","46","629","39","21","10","884",26.92644833445709,"12.566666666667",376.6313230409835,421.24314034713734,16,366.6411965564053,431.42895773398203,-6.762674274740643e-12,-6.818589963486499e-12
"Valle d'Aosta","45.716666666667","91","24","298","2","37","02","452",24.952832992443476,"7.3666666666667",48.718865504655696,208.71364194412718,17,41.56166508745876,201.26260491751347,5.043349592115387e-12,-4.709917091755278e-12
"Veneto","45.733333333333","1536","338","4774","536","313","05","7497",40.171036813903115,"11.85",322.21166739327714,207.4231961704986,18,324.78098556600594,211.90260669751507,-5.054953851335586e-13,2.3424820676937183e-12
"Trentino-Alto Adige","46.383333333333",590,111,1296,235,162,"04",2394,31.39846945114651,"11.416666666667",293.3773299582052,157.1527252669871,19,289.1717391581123,149.82059805342485,1.9140694237917975e-12,-1.8732260534393142e-12
