"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","47","12","19","4","2","13","84",22.135128952338242,"13.833333333333",458.124498303482,481.1420501172729,0,458.1244983022459,481.14205011596675,1.0172065388010902e-12,9.626671503826007e-13
"Basilicata","40.5","1","1","6","0","0","17","8",20.658915099893683,"16.5",631.7883003522712,615.6439377639663,1,631.8537651780059,617.3179286575947,1.2140467017113244e-12,1.457661607791403e-12
"Calabria","39","14","2","16","1","0","18","33",21.33826289423271,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","56","11","107","4","1","15","179",23.116814689858757,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209713698,596.0262438110391,1.2175102412014695e-12,1.0605052732213218e-12
"Emilia-Romagna","44.75","814","112","832","43","146","08","1947",30.279392339565902,"11",273.7755526126515,283.67879560051733,4,273.77555261182954,283.678795599573,7.354407435845859e-13,6.401278286909221e-13
"Friuli Venezia Giulia","46.1","23","10","115","11","8","06","167",23.010528217376063,"13.116666666667",397.94445344900134,179.05170714910764,5,397.94445344789915,179.0517071486106,3.870939175473158e-13,8.583556875503258e-13
"Lazio","41.9","85","20","67","19","9","12","200",23.294575499468422,"12.716666666667",389.96527268662,505.9151039834651,6,389.96527268556594,505.9151039821736,1.0057992067247936e-12,8.208638458848229e-13
"Liguria","44.45","100","36","107","20","11","07","274",23.856201755448712,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625729886,306.98980046376363,7.049685140571344e-13,4.132375497517741e-13
"Lombardia","45.65","4247","605","2044","1085","744","03","8725",41.76041553737102,"9.95",206.55634157536247,213.87614012509903,8,206.556341575002,213.87614012465008,3.496348349472556e-13,2.8073028519741823e-13
"Marche","43.316666666667","254","76","240","0","22","11","592",25.668202012651356,"13",402.13851075247965,395.2363069295466,9,405.4078121438603,391.90296505773546,1.9588043426860268e-12,1.969668178558592e-12
"Molise","41.6997","4","3","9","0","0","14","16",20.93184667072207,"14.6111",508.6091735149422,521.5939880792921,10,508.609173513584,521.5939880778219,1.1449590274664438e-12,1.0577775988798674e-12
"Piemonte","45.25","368","97","89","0","26","01","580",25.610459909216267,"7.9166666666667",83.45401674780715,244.87483380474941,11,83.45401674771124,244.87483380417703,4.457670989576464e-13,7.469025374407507e-14
"Puglia","41.008611111111","58","2","38","1","5","16","104",22.375752178844156,"16.512777777778",630.2278965217012,575.7430948182009,12,630.1720922073766,574.3161314415303,1.2765196451963722e-12,1.2767358744118947e-12
"Sardegna","40.05","12","0","27","0","0","20","39",21.454845148368385,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","28","5","78","2","2","19","115",22.498235565349297,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","100","59","193","7","5","09","364",24.44462534455826,"11.016666666667",279.53323598135603,392.63687654875775,15,279.5332359805806,392.6368765475318,9.547495897798391e-13,6.038851863202021e-13
"Umbria","42.983333333333","8","8","46","2","0","10","64",21.86369334144414,"12.566666666667",376.6313230409835,421.24314034713734,16,372.12524403483485,425.837486360102,-7.983764691021911e-13,-7.913966357242507e-13
"Valle d'Aosta","45.716666666667","7","0","19","0","1","02","27",21.210504333915896,"7.3666666666667",48.718865504655696,208.71364194412718,17,48.71886550443844,208.71364194360225,4.0879229626501845e-13,1.6919523490675374e-13
"Veneto","45.733333333333","360","85","852","55","32","05","1384",28.666675016068588,"11.85",322.21166739327714,207.4231961704986,18,322.2116673923647,207.42319616994106,4.342065755712448e-13,7.106235965814125e-13
"Trentino-Alto Adige","46.383333333333",64,9,132,4,2,"04",211,23.383963688692738,"11.416666666667",293.3773299582052,157.1527252669871,19,293.3773299574013,157.15272526663196,2.7657244451442257e-13,6.260918716140877e-13
