"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","11","0","0","0","0","13","11",20.772646442231743,"13.833333333333",458.124498303482,481.1420501172729,0,458.12449830225364,481.1420501159662,1.0176482993294104e-12,9.566554855577588e-13
"Basilicata","40.5","1","0","2","0","0","17","3",20.403501444638632,"16.5",631.7883003522712,615.6439377639663,1,631.8219580246422,616.5045928975586,1.2194743912591344e-12,1.3751784826436692e-12
"Calabria","39","2","0","2","0","0","18","4",20.465923335361037,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","16","0","45","0","0","15","61",21.81948878950044,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209713636,596.0262438110445,1.213248877446801e-12,1.0652762903447854e-12
"Emilia-Romagna","44.75","464","64","409","25","48","08","1010",27.403637619074345,"11",273.7755526126515,283.67879560051733,4,273.7755526118408,283.67879559963586,6.864674824541612e-13,6.313527281491953e-13
"Friuli Venezia Giulia","46.1","7","1","31","3","0","06","42",21.509764160906098,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534479233,179.05170714860705,3.8985537243092204e-13,8.395556018461306e-13
"Lazio","41.9","43","8","21","3","1","12","76",22.030912734276164,"12.716666666667",389.96527268662,505.9151039834651,6,389.96527268556133,505.9151039821766,1.0034578755407651e-12,8.244871745657012e-13
"Liguria","44.45","26","6","10","5","4","07","51",21.663679076334404,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625731236,306.98980046376914,7.006833038085679e-13,4.0271674032817197e-13
"Lombardia","45.65","1661","359","722","524","154","03","3420",33.623776790634416,"9.95",206.55634157536247,213.87614012509903,8,206.55634157496135,213.87614012464033,3.5723977600698064e-13,3.1238329501230847e-13
"Marche","43.316666666667","94","36","71","0","6","11","207",23.351734728757187,"13",402.13851075247965,395.2363069295466,9,404.6823801069526,392.6426071743699,-3.355453935538488e-14,-5.5323454151157135e-14
"Molise","41.6997","3","2","9","0","0","14","14",20.871662744711987,"14.6111",508.6091735149422,521.5939880792921,10,508.609173513584,521.5939880778162,1.1493777281723423e-12,1.0577775988798674e-12
"Piemonte","45.25","110","38","54","0","5","01","207",23.351734728757187,"7.9166666666667",83.45401674780715,244.87483380474941,11,83.45401674770407,244.87483380418462,4.3984484601560245e-13,8.027550819118962e-14
"Puglia","41.008611111111","9","2","12","1","2","16","26",21.187876089422076,"16.512777777778",630.2278965217012,575.7430948182009,12,630.196684731247,574.9449830353071,1.2757806529956061e-12,1.3334219816361121e-12
"Sardegna","40.05","2","0","3","0","0","20","5",20.520918125085355,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","8","0","25","2","0","19","35",21.37821981240188,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","54","7","51","1","0","09","113",22.476416496221738,"11.016666666667",279.53323598135603,392.63687654875775,15,279.53323598057995,392.6368765475511,9.397572228265343e-13,6.044156358264431e-13
"Umbria","42.983333333333","2","2","20","0","0","10","24",21.141274430890185,"12.566666666667",376.6313230409835,421.24314034713734,16,373.5276870940033,424.40757163758553,1.8177830334725752e-12,1.8478509087455073e-12
"Valle d'Aosta","45.716666666667","1","0","7","0","0","02","8",20.658915099893683,"7.3666666666667",48.718865504655696,208.71364194412718,17,48.718865504424876,208.71364194358628,4.2124466436060334e-13,1.7975848709064154e-13
"Veneto","45.733333333333","123","41","341","25","13","05","543",25.428556738619296,"11.85",322.21166739327714,207.4231961704986,18,322.2116673924341,207.42319616991367,4.555431008581005e-13,6.565695052052387e-13
"Trentino-Alto Adige","46.383333333333",14,1,8,0,0,"04",23,21.11724490958573,"11.416666666667",293.3773299582052,157.1527252669871,19,293.37732995743664,157.15272526663736,2.723748598221692e-13,5.985825096139297e-13
