"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","3","0","2","0","0","13","5",20.520918125085355,"13.833333333333",458.124498303482,481.1420501172729,0,458.12449830225285,481.1420501159685,1.0158370810261695e-12,9.572739502974083e-13
"Basilicata","40.5","0","0","0","0","0","17","0",20,"16.5",631.7883003522712,615.6439377639663,1,631.7989857937029,615.9171735624853,1.2649287704519924e-12,1.3434122543036692e-12
"Calabria","39","0","0","1","0","0","18","1",20.232961667680517,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","4","0","13","0","0","15","17",20.960525562566815,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209713617,596.0262438110464,1.2118352432459468e-12,1.0667785296748764e-12
"Emilia-Romagna","44.75","148","16","160","0","11","08","335",24.263898619085996,"11",273.7755526126515,283.67879560051733,4,273.775552611846,283.67879559967326,6.573646741681857e-13,6.272846250408282e-13
"Friuli Venezia Giulia","46.1","0","0","9","0","0","06","9",20.698885003041553,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534479346,179.05170714860523,3.9127093344310333e-13,8.307605197021272e-13
"Lazio","41.9","3","0","1","3","0","12","7",20.616358637693523,"12.716666666667",389.96527268662,505.9151039834651,6,389.96527268556133,505.9151039821766,1.0034578755407651e-12,8.244871745657012e-13
"Liguria","44.45","12","1","5","4","0","07","22",21.09268707752345,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625732592,306.9898004637713,6.990046135764753e-13,3.921546226489811e-13
"Lombardia","45.65","478","127","472","139","38","03","1254",28.249606524861896,"9.95",206.55634157536247,213.87614012509903,8,206.55634157494723,213.87614012462117,3.7213815371686395e-13,3.2338029942073315e-13
"Marche","43.316666666667","17","6","11","0","1","11","35",21.37821981240188,"13",402.13851075247965,395.2363069295466,9,403.89418852436154,393.44623819018943,1.4315397825481745e-13,1.377344852754314e-13
"Molise","41.6997","0","0","0","0","0","14","0",20,"14.6111",508.6091735149422,521.5939880792921,10,508.60917351358694,521.5939880778166,1.14911267185535e-12,1.0554628991510242e-12
"Piemonte","45.25","12","2","37","0","0","01","51",21.663679076334404,"7.9166666666667",83.45401674780715,244.87483380474941,11,83.45401674770822,244.87483380419306,4.332788750658699e-13,7.703860141260379e-14
"Puglia","41.008611111111","2","0","2","0","0","16","4",20.465923335361037,"16.512777777778",630.2278965217012,575.7430948182009,12,630.2176920642742,575.4821582722127,1.2359766367927432e-12,1.3607121731253773e-12
"Sardegna","40.05","0","0","0","0","0","20","0",20,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","2","0","3","2","0","19","7",20.616358637693523,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","7","0","5","1","0","09","13",20.83995523803971,"11.016666666667",279.53323598135603,392.63687654875775,15,279.53323598058574,392.6368765475724,9.231306194217547e-13,5.999077911988983e-13
"Umbria","42.983333333333","0","0","2","0","0","10","2",20.32945754994684,"12.566666666667",376.6313230409835,421.24314034713734,16,374.6898279064416,423.22266631480267,1.5284640740576004e-12,1.5278048357686425e-12
"Valle d'Aosta","45.716666666667","0","0","0","0","0","02","0",20,"7.3666666666667",48.718865504655696,208.71364194412718,17,48.71886550441595,208.71364194357477,4.302074545211461e-13,1.8670851613229557e-13
"Veneto","45.733333333333","53","14","204","0","2","05","273",23.849158458691615,"11.85",322.21166739327714,207.4231961704986,18,322.21166739246826,207.42319616990852,4.595552988147796e-13,6.299352401674806e-13
"Trentino-Alto Adige","46.383333333333",1,0,0,0,0,"04",1,20.232961667680517,"11.416666666667",293.3773299582052,157.1527252669871,19,293.37732995742533,157.15272526662892,2.7894097575668334e-13,6.073754317057368e-13
