"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","280","64","516","23","63","13","946",27.165228337159235,"13.833333333333",458.124498303482,481.1420501172729,0,458.12449830217287,481.14205011596573,1.0180017077520668e-12,1.0195478696013567e-12
"Basilicata","40.5","22","16","95","0","1","17","134",22.696726269671693,"16.5",631.7883003522712,615.6439377639663,1,632.0424563117848,622.1429202471472,1.1807934838237166e-12,2.4425739751123e-12
"Calabria","39","101","23","248","7","14","18","393",24.618285122546656,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","448","114","607","58","83","15","1310",28.43179646203105,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209714111,596.0262438110191,1.233065008487444e-12,1.028243142586124e-12
"Emilia-Romagna","44.75","3354","301","5195","792","1174","08","10816",44.22801343877385,"11",273.7755526126515,283.67879560051733,4,278.83728002248967,288.9350610185566,8.989603332565376e-13,-1.055879342293231e-13
"Friuli Venezia Giulia","46.1","212","54","688","197","72","06","1223",28.14699960219594,"13.116666666667",397.94445344900134,179.05170714910764,5,397.94445344773476,179.05170714860478,3.9162451000520427e-13,9.863890541841742e-13
"Lazio","41.9","878","113","844","155","106","12","2096",30.665472634787026,"12.716666666667",389.96527268662,505.9151039834651,6,389.96527268560186,505.9151039821326,1.0377036126420781e-12,7.928962376212305e-13
"Liguria","44.45","998","154","875","260","280","07","2567",31.80313571929039,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625735846,306.98980046369,7.622915657998256e-13,3.668147624116172e-13
"Lombardia","45.65","10681","1263","10245","7839","4861","03","34889",63.5139719505303,"9.95",206.55634157536247,213.87614012509903,8,204.10188657968283,211.32735275076988,2.289336688970911e-13,6.074669413325128e-13
"Marche","43.316666666667","977","166","1652","9","310","11","3114",33.00001252410287,"13",402.13851075247965,395.2363069295466,9,408.52736391895684,388.72230612304054,1.2131727133296577e-11,1.2411994869399034e-11
"Molise","41.6997","27","8","46","14","8","14","103",22.36430270411262,"14.6111",508.6091735149422,521.5939880792921,10,508.6091735135945,521.5939880778465,1.1258369159534926e-12,1.0495429345598698e-12
"Piemonte","45.25","2633","408","2909","135","449","01","6534",38.83102810968802,"7.9166666666667",83.45401674780715,244.87483380474941,11,86.12789860573034,247.6584910381684,-8.448491906065669e-13,1.4069724552090435e-12
"Puglia","41.008611111111","480","76","539","22","65","16","1182",28.00927498811427,"16.512777777778",630.2278965217012,575.7430948182009,12,630.061009328524,571.4756484495941,1.288463086224212e-12,7.103666531957722e-13
"Sardegna","40.05","92","20","350","13","19","20","494",25.17783183123912,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","346","68","681","36","33","19","1164",27.948056702130405,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","1037","259","1677","95","158","09","3226",33.23173054256254,"11.016666666667",279.53323598135603,392.63687654875775,15,279.53323598064253,392.6368765474079,1.051221660782056e-12,5.556731485069462e-13
"Umbria","42.983333333333","144","46","580","12","20","10","802",26.597382296335976,"12.566666666667",376.6313230409835,421.24314034713734,16,366.7963465715861,431.2707686162578,-1.669402480836135e-11,-1.6962152515898053e-11
"Valle d'Aosta","45.716666666667","73","24","281","2","28","02","408",24.70559502637691,"7.3666666666667",48.718865504655696,208.71364194412718,17,42.11330983800077,201.836897273416,3.598828787060304e-12,-3.240340808174924e-12
"Veneto","45.733333333333","1447","326","4367","508","287","05","6935",39.40026665409175,"11.85",322.21166739327714,207.4231961704986,18,324.56097872234966,211.5190415247265,-5.981855635828204e-13,2.488628964361639e-12
"Trentino-Alto Adige","46.383333333333",523,109,1253,184,134,"04",2203,30.934318376309477,"11.416666666667",293.3773299582052,157.1527252669871,19,289.5661645896692,150.50824874821942,1.973496626533899e-12,-2.013792778365886e-12
