"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","322","69","778","74","102","13","1345",28.54369249378841,"13.833333333333",458.124498303482,481.1420501172729,0,458.124498302168,481.1420501159777,1.008677264041955e-12,1.023347089025423e-12
"Basilicata","40.5","36","18","154","1","5","17","214",23.4079353958396,"16.5",631.7883003522712,615.6439377639663,1,632.1039465353674,623.7152771036356,1.2442468930173867e-12,1.0504621586644723e-12
"Calabria","39","130","18","454","14","31","18","647",25.925658333020202,"16.5",638.5478900533218,733.5385737316155,2,638.547890051618,733.5385737296123,1.5601283065690005e-12,1.326942663573409e-12
"Campania","40.75","468","126","1145","88","125","15","1952",30.292582890789298,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209714247,596.0262438110134,1.237483962716008e-12,1.0177292143030442e-12
"Emilia-Romagna","44.75","3779","351","6636","1227","1538","08","13531",47.09875968585004,"11",273.7755526126515,283.67879560051733,4,282.2125573000621,292.44006075425,9.504048589792368e-13,-1.8297498932673405e-13
"Friuli Venezia Giulia","46.1","229","60","820","285","107","06","1501",29.02557361342427,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534476495,179.0517071485954,3.98922713269455e-13,1.0528123349633957e-12
"Lazio","41.9","1079","154","1264","267","150","12","2914",32.5756152098072,"12.716666666667",389.96527268662,505.9151039834651,6,389.9652726856108,505.9151039821223,1.0457437938787828e-12,7.859604122220144e-13
"Liguria","44.45","1142","175","1066","437","397","07","3217",33.21326049480241,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625750106,306.9898004638399,6.45561567820479e-13,2.5575759197625727e-13
"Lombardia","45.65","11815","1330","11861","10337","6818","03","42161",67.83435454641845,"9.95",206.55634157536247,213.87614012509903,8,202.48902630379536,209.6525052122787,1.2631068066482064e-13,7.088145174971583e-13
"Marche","43.316666666667","998","167","2086","16","417","11","3684",34.13983290685112,"13",402.13851075247965,395.2363069295466,9,409.1161569639865,388.1219797020521,-2.3015489254013533e-11,-2.3380128302136204e-11
"Molise","41.6997","27","8","72","18","9","14","134",22.696726269671693,"14.6111",508.6091735149422,521.5939880792921,10,508.6091735135723,521.5939880778293,1.1392161258286573e-12,1.0668866104255663e-12
"Piemonte","45.25","2985","452","4218","308","749","01","8712",41.74419829649158,"7.9166666666667",83.45401674780715,244.87483380474941,11,86.72213202638676,248.27712053231292,-3.1945948490708088e-12,3.932377470525217e-12
"Puglia","41.008611111111","590","106","889","36","91","16","1712",29.63909691297538,"16.512777777778",630.2278965217012,575.7430948182009,12,630.031018682014,570.7087623447189,1.239746066222791e-12,1.631665026073474e-12
"Sardegna","40.05","113","24","485","32","28","20","682",26.083824169959946,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","484","75","849","71","76","19","1555",29.18649119828669,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","1116","279","2655","131","231","09","4412",35.47398667249811,"11.016666666667",279.53323598135603,392.63687654875775,15,279.533235980657,392.6368765473327,1.1098288930631665e-12,5.443963086618475e-13
"Umbria","42.983333333333","173","47","614","184","33","10","1051",27.55241462563602,"12.566666666667",376.6313230409835,421.24314034713734,16,365.9182911594615,432.16602351666927,3.728315624978995e-11,3.804968423670729e-11
"Valle d'Aosta","45.716666666667","92","26","400","16","50","02","584",25.629773081337916,"7.3666666666667",48.718865504655696,208.71364194412718,17,40.04924485607101,199.68809273377013,1.029469634539204e-11,-1.011403825273982e-11
"Veneto","45.733333333333","1633","356","5575","747","413","05","8724",41.759168486420826,"11.85",322.21166739327714,207.4231961704986,18,325.35637417324335,212.90575290216466,-3.3261674664553097e-14,1.5810602826960007e-12
"Trentino-Alto Adige","46.383333333333",584,140,1731,331,221,"04",3007,32.774713843985836,"11.416666666667",293.3773299582052,157.1527252669871,19,288.2722091375045,148.25233598669922,1.3140124405230935e-12,-7.869455087572419e-13
