"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","42","14","27","4","2","13","89",22.197755977390447,"13.833333333333",458.124498303482,481.1420501172729,0,458.1244983022431,481.14205011596766,1.0164997219557778e-12,9.648317886239527e-13
"Basilicata","40.5","1","1","8","0","0","17","10",20.736689477381674,"16.5",631.7883003522712,615.6439377639663,1,631.8616574531612,617.519740795548,1.2612748085533142e-12,1.4886492754641322e-12
"Calabria","39","18","3","16","1","0","18","38",21.436072166404788,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","60","19","134","5","2","15","220",23.455379934807077,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209713711,596.0262438110375,1.2187471706807662e-12,1.0594450479525564e-12
"Emilia-Romagna","44.75","942","128","941","51","201","08","2263",31.082219392838617,"11",273.7755526126515,283.67879560051733,4,273.77555261182886,283.67879559956305,7.431719059758012e-13,6.406579413249085e-13
"Friuli Venezia Giulia","46.1","59","8","169","11","10","06","257",23.734659639429196,"13.116666666667",397.94445344900134,179.05170714910764,5,397.944453447894,179.05170714861146,3.864312599317839e-13,8.624052004136492e-13
"Lazio","41.9","122","24","96","24","11","12","277",23.877254878719114,"12.716666666667",389.96527268662,505.9151039834651,6,389.9652726855675,505.91510398217144,1.0074845105991657e-12,8.196166909733234e-13
"Liguria","44.45","128","44","132","24","17","07","345",24.32707092846054,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.6418862572957,306.9898004637566,7.104468923700843e-13,4.1568949222088775e-13
"Lombardia","45.65","4435","650","2647","1198","890","03","9820",43.08554918418343,"9.95",206.55634157536247,213.87614012509903,8,206.5563415750099,213.87614012465602,3.450008222561189e-13,2.745837951658134e-13
"Marche","43.316666666667","337","85","276","0","27","11","725",26.27268487102244,"13",402.13851075247965,395.2363069295466,9,405.5717228970353,391.7358435466467,3.0663622682669534e-12,3.1237182111787386e-12
"Molise","41.6997","5","3","9","0","0","14","17",20.960525562566815,"14.6111",508.6091735149422,521.5939880792921,10,508.60917351358506,521.593988077823,1.1440755064098033e-12,1.0569382538426212e-12
"Piemonte","45.25","556","135","103","0","46","01","840",26.751870587557935,"7.9166666666667",83.45401674780715,244.87483380474941,11,83.45401674771146,244.87483380417478,4.475207070027302e-13,7.450938567224283e-14
"Puglia","41.008611111111","77","2","42","3","5","16","129",22.645935917684888,"16.512777777778",630.2278965217012,575.7430948182009,12,630.1663872644477,574.1702512350477,1.2354008441239905e-12,1.2547143215363951e-12
"Sardegna","40.05","12","0","31","0","0","20","43",21.527631814333866,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","37","7","82","2","2","19","130",22.656171684794387,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","134","77","244","10","5","09","470",25.050488604678694,"11.016666666667",279.53323598135603,392.63687654875775,15,279.53323598058535,392.6368765475281,9.576273587245745e-13,6.002170431587745e-13
"Umbria","42.983333333333","11","10","52","2","1","10","76",22.030912734276164,"12.566666666667",376.6313230409835,421.24314034713734,16,371.74879694373146,426.2213074636645,-2.4226651934577957e-12,-2.4733077565175507e-12
"Valle d'Aosta","45.716666666667","6","0","21","0","1","02","28",21.232717275387046,"7.3666666666667",48.718865504655696,208.71364194412718,17,48.718865504443876,208.71364194360922,4.0337938190651846e-13,1.6496106586831423e-13
"Veneto","45.733333333333","366","107","980","100","42","05","1595",29.303895210100897,"11.85",322.21166739327714,207.4231961704986,18,322.21166739236367,207.42319616996005,4.1942439250040914e-13,7.114188133307638e-13
"Trentino-Alto Adige","46.383333333333",78,11,191,4,4,"04",288,23.953490599362105,"11.416666666667",293.3773299582052,157.1527252669871,19,293.37732995737497,157.15272526661025,2.934788355694937e-13,6.465838946301382e-13
