"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","14","0","3","0","0","13","17",20.960525562566815,"13.833333333333",458.124498303482,481.1420501172729,0,458.1244983022534,481.1420501159661,1.0177366514350745e-12,9.56832189769087e-13
"Basilicata","40.5","2","0","2","0","0","17","4",20.465923335361037,"16.5",631.7883003522712,615.6439377639663,1,631.829416828185,616.6953207999697,1.2109599130741276e-12,1.3895155188405841e-12
"Calabria","39","5","0","4","0","0","18","9",20.698885003041553,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","30","7","63","1","0","15","101",22.3412357846781,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209713661,596.0262438110426,1.2147508634114736e-12,1.0633325440201766e-12
"Emilia-Romagna","44.75","542","75","480","27","56","08","1180",28.0024960829741,"11",273.7755526126515,283.67879560051733,4,273.77555261183863,283.6787955996265,6.93756945322757e-13,6.330314181569605e-13
"Friuli Venezia Giulia","46.1","7","1","45","3","1","06","57",21.758822020752472,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534479186,179.0517071486077,3.8934734782109725e-13,8.432403216193509e-13
"Lazio","41.9","47","8","26","3","3","12","87",22.1729217792959,"12.716666666667",389.96527268662,505.9151039834651,6,389.96527268556133,505.9151039821766,1.0034578755407651e-12,8.244871745657012e-13
"Liguria","44.45","39","11","17","5","6","07","78",22.05746173997527,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625730333,306.989800463768,7.015668248846946e-13,4.0974208140741364e-13
"Lombardia","45.65","2217","399","756","550","267","03","4189",35.077857925811486,"9.95",206.55634157536247,213.87614012509903,8,206.55634157496863,213.87614012464266,3.554222384227863e-13,3.067188911022542e-13
"Marche","43.316666666667","110","41","114","0","7","11","272",23.84210225026726,"13",402.13851075247965,395.2363069295466,9,404.7964433877966,392.5263095727905,1.0049122992072945e-13,7.351059864990628e-14
"Molise","41.6997","4","2","8","0","0","14","14",20.871662744711987,"14.6111",508.6091735149422,521.5939880792921,10,508.6091735135844,521.5939880778169,1.1488476155293377e-12,1.0574683665100432e-12
"Piemonte","45.25","245","45","65","0","5","01","360",24.42013686429003,"7.9166666666667",83.45401674780715,244.87483380474941,11,83.4540167477033,244.87483380418203,4.4187887369817755e-13,8.087188490442394e-14
"Puglia","41.008611111111","17","3","16","1","3","16","40",21.473378954763344,"16.512777777778",630.2278965217012,575.7430948182009,12,630.1905476202921,574.7880519280681,1.2817334433395944e-12,1.3242704133796523e-12
"Sardegna","40.05","5","0","6","0","0","20","11",20.772646442231743,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","18","0","33","2","0","19","53",21.695986540704222,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","91","7","67","1","0","09","166",23.00150112593832,"11.016666666667",279.53323598135603,392.63687654875775,15,279.5332359805783,392.6368765475461,9.436447242018379e-13,6.056967413588134e-13
"Umbria","42.983333333333","2","2","22","0","0","10","26",21.187876089422076,"12.566666666667",376.6313230409835,421.24314034713734,16,373.26575625219164,424.6746332931571,1.6860185123035443e-12,1.7281506954625047e-12
"Valle d'Aosta","45.716666666667","1","0","8","0","0","02","9",20.698885003041553,"7.3666666666667",48.718865504655696,208.71364194412718,17,48.71886550442943,208.71364194359145,4.1721558984820813e-13,1.7621179204588413e-13
"Veneto","45.733333333333","146","47","430","29","18","05","670",26.03006325569533,"11.85",322.21166739327714,207.4231961704986,18,322.21166739242193,207.42319616991566,4.5399574578916197e-13,6.660364611615474e-13
"Trentino-Alto Adige","46.383333333333",15,2,15,0,0,"04",32,21.31783019978737,"11.416666666667",293.3773299582052,157.1527252669871,19,293.3773299574347,157.15272526663853,2.714692493472002e-13,6.000845150002784e-13
