"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","354","71","931","119","153","13","1628",29.102839119518265,"13.833333333333",458.124498303482,481.1420501172729,0,458.1244983021673,481.14205011598625,1.002027588967565e-12,1.0238772016594086e-12
"Basilicata","40.5","44","19","181","9","11","17","264",23.66565535682227,"16.5",631.7883003522712,615.6439377639663,1,632.1413657904463,624.6721189503966,1.3513461183389808e-12,-9.002124891875628e-13
"Calabria","39","178","15","469","30","49","18","741",26.14127819384101,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516177,733.5385737296107,1.5613652367763035e-12,1.3271193677847367e-12
"Campania","40.75","567","114","1815","146","186","15","2828",31.997461626012782,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209714332,596.0262438110094,1.2405762883873613e-12,1.0111027095806344e-12
"Emilia-Romagna","44.75","3859","358","8306","2040","1977","08","16540",49.0146555761374,"11",273.7755526126515,283.67879560051733,4,283.53255894301043,294.9821436278911,-0.000003838448174082651,9.937454944546834e-7
"Friuli Venezia Giulia","46.1","183","50","1103","505","145","06","1986",30.05400944845675,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534477553,179.0517071484954,4.768005041183909e-13,9.703979738923787e-13
"Lazio","41.9","1236","193","1677","439","212","12","3757",33.82834685851667,"12.716666666667",389.96527268662,505.9151039834651,6,389.9652726856144,505.9151039821091,1.0560371878378405e-12,7.831164918519126e-13
"Liguria","44.45","1121","169","1604","767","542","07","4203",34.62612773515054,"8.7666666666667",137.64188625782947,306.98980046466886,7,138.484552639383,307.96238922675667,0.00003373346635978783,0.000029144800132562248
"Lombardia","45.65","12002","1326","13892","13242","8656","03","49118",70,"9.95",206.55634157536247,213.87614012509903,8,201.60254693625146,208.6572329945671,3.057924148623832e-7,7.247177093998476e-7
"Marche","43.316666666667","997","153","2347","270","574","11","4341",34.86430335231352,"13",402.13851075247965,395.2363069295466,9,409.3070999669954,387.92729653308413,-4.6410095558280236e-11,-4.724426214824939e-11
"Molise","41.6997","31","6","134","24","11","14","206",23.238047961215003,"14.6111",508.6091735149422,521.5939880792921,10,508.60917351356403,521.5939880778177,1.148229150789687e-12,1.0732923477006236e-12
"Piemonte","45.25","3441","450","5802","888","1128","01","11709",44.412348995968344,"7.9166666666667",83.45401674780715,244.87483380474941,11,86.73388162730468,248.2253855543968,-0.00001558366109212202,-0.000012772181869466882
"Puglia","41.008611111111","627","153","1193","94","173","16","2240",30.67760070456181,"16.512777777778",630.2278965217012,575.7430948182009,12,630.017785176832,570.3703705003637,1.1700682089887949e-12,2.7980886975909753e-12
"Sardegna","40.05","123","24","642","44","41","20","874",26.66968592135393,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","553","74","1099","95","111","19","1932",29.916381534875804,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","1129","286","3639","310","307","09","5671",36.989456686521685,"11.016666666667",279.53323598135603,392.63687654875775,15,279.5332359806594,392.63687654732956,1.112281506566804e-12,5.425409142189122e-13
"Umbria","42.983333333333","167","44","716","242","41","10","1210",27.847699268601957,"12.566666666667",376.6313230409835,421.24314034713734,16,365.39518574167903,432.69937557565447,7.469485550914978e-11,7.624972059999679e-11
"Valle d'Aosta","45.716666666667","63","23","474","106","82","02","748",26.17021739642665,"7.3666666666667",48.718865504655696,208.71364194412718,17,37.797654209585204,197.36140689898605,-0.000014173676616508791,-0.000014237710089924116
"Veneto","45.733333333333","1691","324","7078","1124","607","05","10824",43.471646661344224,"11.85",322.21166739327714,207.4231961704986,18,326.5016476601548,213.08314794104237,0.0000037643487022376816,-0.000004020516399580323
"Trentino-Alto Adige","46.383333333333",644,142,2168,502,356,"04",3812,33.92919803584325,"11.416666666667",293.3773299582052,157.1527252669871,19,287.0585404035189,146.48636085803358,5.294025193662566e-7,0.0000014414519059189647
