"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","94","32","90","7","6","13","229",23.52534973319581,"13.833333333333",458.124498303482,481.1420501172729,0,458.12449830222715,481.1420501159704,1.014379271282708e-12,9.772724164351344e-13
"Basilicata","40.5","5","2","13","0","0","17","20",21.041836250170707,"16.5",631.7883003522712,615.6439377639663,1,631.9090113753542,618.7306205635191,1.265011142712047e-12,1.7598285174491405e-12
"Calabria","39","45","10","57","1","1","18","114",22.487349955548602,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","127","24","272","28","9","15","460",24.99647113069859,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209713835,596.0262438110312,1.2236065364981652e-12,1.0497516176810375e-12
"Emilia-Romagna","44.75","1566","223","1615","134","393","08","3931",34.60615780655427,"11",273.7755526126515,283.67879560051733,4,273.77555261183005,283.67879559952183,7.752931395737332e-13,6.39730244215434e-13
"Friuli Venezia Giulia","46.1","104","21","222","17","30","06","394",24.62415707040151,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534478725,179.05170714861467,3.839352732411917e-13,8.791154033443868e-13
"Lazio","41.9","314","44","192","34","23","12","607",25.739562800018156,"12.716666666667",389.96527268662,505.9151039834651,6,389.9652726855773,505.9151039821605,1.0160137852374995e-12,8.120160025896887e-13
"Liguria","44.45","299","85","277","57","60","07","778",26.497918577314096,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625730026,306.9898004637213,7.379587954609387e-13,4.121552351735136e-13
"Lombardia","45.65","6953","879","4263","2485","1640","03","16220",49.66947704678456,"9.95",206.55634157536247,213.87614012509903,8,206.55634157503158,213.8761401246804,3.2600967047890346e-13,2.5768774496664066e-13
"Marche","43.316666666667","599","109","594","0","69","11","1371",28.625875667561935,"13",402.13851075247965,395.2363069295466,9,406.4479143239489,390.8424888718777,1.235957300046997e-11,1.262492011974703e-11
"Molise","41.6997","7","5","7","5","1","14","25",21.164808338402587,"14.6111",508.6091735149422,521.5939880792921,10,508.6091735135879,521.5939880778295,1.1390394216173291e-12,1.0547119062528797e-12
"Piemonte","45.25","1378","206","180","0","133","01","1897",30.146543743576025,"7.9166666666667",83.45401674780715,244.87483380474941,11,84.13692642803173,245.58578012477608,4.66351306530055e-13,6.029008672511771e-14
"Puglia","41.008611111111","155","14","151","2","18","16","340",24.295600904051252,"16.512777777778",630.2278965217012,575.7430948182009,12,630.1373526776104,573.4278123374088,1.231581633551193e-12,1.080894386853732e-12
"Sardegna","40.05","36","4","75","0","2","20","117",22.519865714119128,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","86","28","112","8","3","19","237",23.586399287615873,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","329","143","552","12","17","09","1053",27.55959714235738,"11.016666666667",279.53323598135603,392.63687654875775,15,279.5332359806032,392.63687654750674,9.74268443251246e-13,5.862941382806245e-13
"Umbria","42.983333333333","36","21","135","4","1","10","197",23.26977282175263,"12.566666666667",376.6313230409835,421.24314034713734,16,370.1097788423967,427.8924314069324,-1.6695802552979534e-11,-1.7031264419598013e-11
"Valle d'Aosta","45.716666666667","35","6","93","0","2","02","136",22.716776555176075,"7.3666666666667",48.718865504655696,208.71364194412718,17,47.516199839026484,207.4616012208078,3.648483208260056e-13,1.6925185211680294e-13
"Veneto","45.733333333333","548","171","1769","136","80","05","2704",32.11400671938692,"11.85",322.21166739327714,207.4231961704986,18,322.25474801701745,207.49830395755436,3.660644053507522e-13,7.324101611652644e-13
"Trentino-Alto Adige","46.383333333333",178,33,439,11,15,"04",676,26.05700335969346,"11.416666666667",293.3773299582052,157.1527252669871,19,293.3118931589806,157.0386411932524,3.596111892967789e-13,7.2382667893299e-13
