"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","335","73","783","95","115","13","1401",28.719739972642056,"13.833333333333",458.124498303482,481.1420501172729,0,458.12449830216724,481.14205011597966,1.0071690006532922e-12,1.0239213777122405e-12
"Basilicata","40.5","37","17","162","3","7","17","226",23.50218179504124,"16.5",631.7883003522712,615.6439377639663,1,632.1134134194268,623.9573533004788,1.2659363141098722e-12,6.281571617028359e-13
"Calabria","39","132","17","457","17","36","18","659",25.980357877501447,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516179,733.5385737296119,1.5603933628859923e-12,1.3270310156790726e-12
"Campania","40.75","501","133","1237","88","133","15","2092",30.655290797015205,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209714268,596.0262438110128,1.237925725213243e-12,1.0160505242564549e-12
"Emilia-Romagna","44.75","3765","353","6835","1477","1644","08","14074",47.63714899869124,"11",273.7755526126515,283.67879560051733,4,282.7250412526102,292.9722410672139,9.956915500430874e-13,-2.1299836894250745e-13
"Friuli Venezia Giulia","46.1","215","60","885","320","113","06","1593",29.298060217234635,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534476657,179.0517071485754,4.14518823423274e-13,1.0401774826608974e-12
"Lazio","41.9","1127","173","1342","291","162","12","3095",32.960292203236406,"12.716666666667",389.96527268662,505.9151039834651,6,389.96527268561215,505.9151039821195,1.0479084206046785e-12,7.848835340717525e-13
"Liguria","44.45","1153","179","1176","480","428","07","3416",33.61580733877338,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625753624,306.9898004638859,6.097711698158713e-13,2.283545307488045e-13
"Lombardia","45.65","11883","1324","11917","10885","7199","03","43208",68.42465649847762,"9.95",206.55634157536247,213.87614012509903,8,202.2185918289072,209.3716770951245,8.854063315855142e-14,7.360219204943785e-13
"Marche","43.316666666667","946","169","2237","21","452","11","3825",34.407883438502225,"13",402.13851075247965,395.2363069295466,9,409.17973778246795,388.0571534745275,-3.1665743725067806e-11,-3.22023030636942e-11
"Molise","41.6997","29","8","80","18","9","14","144",22.795540012166214,"14.6111",508.6091735149422,521.5939880792921,10,508.6091735135691,521.5939880778258,1.1419550411042425e-12,1.069360469747941e-12
"Piemonte","45.25","3174","452","4456","365","854","01","9301",42.46721745560733,"7.9166666666667",83.45401674780715,244.87483380474941,11,86.85349661313758,248.4138782526329,-3.7151006229696466e-12,4.495390648270869e-12
"Puglia","41.008611111111","609","105","940","39","110","16","1803",29.891959508161356,"16.512777777778",630.2278965217012,575.7430948182009,12,630.0269215280167,570.6039946705533,1.2251002295959878e-12,1.8940538915913906e-12
"Sardegna","40.05","113","28","516","34","31","20","722",26.259693448990006,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","503","72","917","74","81","19","1647",29.454341081650256,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","1120","293","2813","138","244","09","4608",35.81396239744842,"11.016666666667",279.53323598135603,392.63687654875775,15,279.5332359806598,392.63687654732104,1.118908181447832e-12,5.422254042740856e-13
"Umbria","42.983333333333","176","43","632","190","37","10","1078",27.648809542664146,"12.566666666667",376.6313230409835,421.24314034713734,16,365.7266815886623,432.3613863555595,5.098976293277379e-11,5.203939727055351e-11
"Valle d'Aosta","45.716666666667","91","26","435","20","56","02","628",25.838002658969117,"7.3666666666667",48.718865504655696,208.71364194412718,17,39.535492848633616,199.1532487941787,1.1943457681184987e-11,-1.1797591029094612e-11
"Veneto","45.733333333333","1680","356","5814","828","477","05","9155",42.290183354129404,"11.85",322.21166739327714,207.4231961704986,18,325.4782529028637,213.1182391818244,2.072365716532243e-13,1.189182346345019e-12
"Trentino-Alto Adige","46.383333333333",603,142,1786,346,240,"04",3117,33.00627306505046,"11.416666666667",293.3773299582052,157.1527252669871,19,288.01467084763436,147.80333759821525,9.691159333358178e-13,-1.8081551880766434e-13
