"id","bunches_x","bunches_y","clusters_x","clusters_y","stripes_x","stripes_y"
"034000230",220.11800215449603,228.2814630052615,212.64751718141633,225.31194064141138,"0.828",0.845
"085000000",266.5266179832091,294.8924499764435,272.50882777006694,280.87465426363343,"0.997",0.591
"033000252",192.89438570705352,234.55964161367828,212.97046892637667,219.58594471252067,"0.239",0.555
"054000185",320.59145162495815,202.36110347157123,326.15338195038555,203.74193680050243,"0.810",0.099
"084000216",275.9989216339335,288.4585710242723,268.1611660638446,287.20326316534954,"0.627",0.529
"035000204",190.06858982730375,230.15831590548797,199.20604828447725,219.07708891688102,"0.921",0.864
"033000118",183.31963890614284,208.36177972086188,202.48638301835095,208.16713388701078,"0.396",0.567
"033000713",218.25007017397016,201.42698069755642,210.4254679894781,201.07136829081813,"0.174",0.164
"035000022",192.17546039020274,214.96095529872247,201.1222875449095,220.50411993385015,"0.973",0.982
"033001042",207.7011495411231,235.03996425428397,212.92364539731275,215.7703279414337,"0.176",0.818
"034000353",207.78455763693296,206.46281066190338,209.87538731443234,226.15211930187365,"0.667",0.987
"034000026",224.74031448607812,196.35227660394702,205.9211136593415,223.06407813880435,"0.865",0.958
"054000257",329.7704596399425,202.80886645852092,327.76071275698035,206.657486737601,"0.764",0.781
"054000014",321.37188921151346,202.8881427959587,323.3447837344256,208.2013913940075,"0.776",0.642
"053000080",331.5405029472054,211.47091106723542,319.30335334254096,203.25428452157527,"0.509",0.563
"032000184",209.49676429008366,216.45131179778502,199.65101587053107,206.36055074405485,"0.121",0.28
"053000076",314.81263902207127,200.1023392730231,319.2973430182141,200.13755684209565,"0.563",0.739
"033000481",193.48818712960895,233.01833199420344,216.7858387666749,210.05949887578578,"0.147",0.799
"033000375",200.60174329643576,217.8186631844848,210.55493041492335,208.0010653692782,"0.476",0.627
"032000005",199.1116467133595,194.0122224048394,201.37281370499662,208.25452529921353,"0.087",0.325
"143000000",508.6342729799189,520.4760408494864,508.76107072070533,521.8102527854546,"0.475",0.579
"033000780",202.9697994108373,222.07942985635108,210.63281246138126,215.88166172616684,"0.207",0.648
"034000111",224.33097274862138,218.55522279320328,209.42470900205018,218.32199338250786,"0.623",0.555
"014000021",83.22084886347018,248.1256515794342,84.52199641237496,247.37814838858256,"0.681",0.188
"082000020",276.5577322047339,286.89177966098316,276.06146046179435,276.2293763636966,"0.073",0.508
"084000287",279.82900589119737,289.0754851755626,271.0194675829509,283.5828152627047,"0.620",0.594
"083000055",284.4705908937074,285.4606545850413,275.0587995555904,284.0404868356125,"0.353",0.574
"113000048",401.31606724149145,392.6068560093398,401.3526164400976,390.2850628388607,"0.164",0.47
"032000155",181.9982865541706,214.30498176899803,199.19415213668705,209.00364129855726,"0.050",0.72
"054000221",318.31162354530943,204.1402550472769,323.18591074773633,210.1672764805642,"0.858",0.492
"054000108",324.6362056133333,215.8595157570851,321.43559644197245,205.83274277544103,"0.770",0.545
"032000200",189.17714538016236,231.53618653431036,193.2730859584272,212.22846770474135,"0.065",0.27
"033000308",201.26922038382025,213.16544424340663,204.74506254784353,210.25075550752842,"0.370",0.613
"083000221",265.1226391513352,284.1993938269792,276.17173479281337,283.07669489814987,"0.253",0.219
"035000316",221.15427930889047,233.78889060818597,201.4208042319096,224.88012463729592,"0.930",0.103
"034000115",183.75618455913747,221.15828676357842,210.06705618267537,219.40807876847063,"0.657",0.797
"033000960",205.065332164436,216.2608241823476,210.96307764358772,207.54411235882014,"0.554",0.594
"035000228",223.23740457908758,216.96401729522603,197.61382651659005,221.5424864766929,"0.961",0.853
"034000155",222.7837537715498,199.55964361446078,207.44197304199136,221.38972978284133,"0.723",0.155
"084000031",267.793766766344,296.0511408069343,268.69145290417936,288.86014397128764,"0.825",0.215
"083000171",284.00165456170515,289.8287930810255,279.7745531420392,286.3677788245469,"0.140",0.289
"033000151",186.10653300715154,199.61938310352744,207.58882300336012,205.59550785103798,"0.465",0.542
"035000001",219.19586193717916,192.35680572139623,200.09176302921654,216.50041185266718,"0.947",0.898
"083000244",263.1175652282739,276.8529060930518,278.82382679256165,280.918925154025,"0.196",0.926
"083000126",277.40825497533734,294.8699897766851,274.8753899771768,284.5482758665301,"0.196",0.364
"035000185",197.9855281061596,198.45922427307033,201.2770355661206,214.22709422522155,"0.995",0.208
"084000142",271.98424866385085,292.4643958107845,267.73823744099053,286.6566510408371,"0.709",0.33
"054000096",322.3601014078893,196.74422077900758,325.0421159365801,207.47064658231054,"0.701",0.249
"035000189",216.55587314345954,225.34391034226795,199.71758682115146,216.7950974965003,"0.948",0.186
"082000000",278.38271402204214,278.2840092473507,273.466133406491,279.4624825997061,"0.063",0.115
"084000135",270.3475947218074,284.7699781256377,267.63492713191044,283.5085727872135,"0.684",0.7
"035000265",211.81982191800853,192.64968067862415,195.51172602885697,214.51300585958342,"0.972",0.445
"033000561",201.43888297021056,221.8272421468321,208.14933042050524,212.30546480326754,"0.270",0.805
"013000029",84.9820638467732,244.5389571833091,82.3915926321142,243.8261459875569,"0.349",0.876
"033000720",198.7999813005592,227.77910893543114,208.6504557721078,205.33526962228726,"0.371",0.518
"032000128",195.1364034464588,193.74679629626652,199.29926117705287,206.90740485484386,"0.101",0.05
"035000096",217.18538679902022,200.8632784308599,202.0353260437281,216.68837825042465,"0.911",0.949
"034000117",208.39879769048343,215.4032044115754,204.19411482726613,217.57410835511058,"0.745",0.941
"083000003",273.4401704681082,286.1124666094853,274.621003646653,290.32300135071335,"0.393",0.654
"033001148",187.48274039651744,212.5590146566511,208.0453018808195,216.19224275983512,"0.169",0.307
"033000552",209.49481383362706,220.10905952118662,215.42915959356617,217.86617297492398,"0.357",0.36
"083000099",276.5417261082963,288.00255585418455,280.86744104326766,286.6072025403565,"0.363",0.909
"033000841",220.06797285363393,221.69889572285592,220.62979733700587,212.89225371315752,"0.421",0.451
"054000144",323.92863428528943,211.8300870003423,322.4085540786281,211.92810758093486,"0.871",0.417
"084000213",267.0148371545202,276.1032902483904,267.9075410176941,282.2868779384516,"0.758",0.177
"032000045",221.05227836465738,234.68273206671788,199.71908338617328,211.43053585464622,"0.051",0.088
"035000133",217.9346617231962,210.6152568073319,200.33136865554135,215.3437007403398,"0.979",0.784
"111000003",406.9757908385187,397.2019641515809,407.2722361889003,392.92482260978085,"0.031",0.427
"033000431",216.98696120266922,224.75279423086866,215.22412025591063,212.64008292657707,"0.449",0.769
"111000002",407.3487433503696,389.3741101468718,408.53393132197084,393.350704648817,"0.014",0.427
"033000310",207.27264981153346,199.45181090108903,205.07006601304516,205.29773840101706,"0.236",0.89
"053000052",319.94782679769355,206.26432614987974,320.94620114701667,201.85237696181514,"0.223",0.973
"083000278",275.8260731866974,294.9382083648676,281.99672172062714,286.8364340188117,"0.330",0.339
"033000339",204.95368909235899,239.210656414882,212.30611626932406,218.8639321919662,"0.283",0.173
"084000121",286.8058416655253,283.8993096483751,270.94345717970253,286.81997185624897,"0.755",0.608
"083000276",277.4960815933065,273.1774336874823,276.8057827918014,279.5399842665559,"0.140",0.697
"083000273",269.8497087299636,274.3385122087938,275.7356022927631,282.0082487537583,"0.234",0.519
"033000178",206.52231161439127,218.49118152055905,209.60572364113548,208.9982342970205,"0.226",0.662
"035000231",202.81575523189318,193.7954681782376,202.35677197302329,211.51308301402247,"0.943",0.482
"035000162",219.89955513100927,199.4964696874861,194.90814765020394,213.92109332383774,"0.970",0.607
"082000010",280.75278396421663,282.9338818741827,274.9993523194616,275.68835698657426,"0.117",0.822
"035000226",194.02222088371957,221.46413061792165,197.9067475926615,222.99215022038894,"0.901",0.956
"035000171",217.07877963296113,200.17151614475054,199.6210925710766,221.1384101774363,"0.948",0.524
"054000055",327.0905417455193,215.5455923853781,319.8968085431502,206.1486524974138,"0.781",0.497
"064000012",397.0171837438602,177.0615772591143,398.194821503731,177.70400024507856,"0.699",0.885
"083000097",269.55111841536075,276.55513086831354,279.1290936945727,279.8769560617016,"0.435",0.571
"033000130",195.15548908214555,233.8520689554998,211.6487504664046,218.51358147887774,"0.168",0.042
"122000004",390.34361224187404,507.98435452409416,391.29656924749116,506.8687775752615,"0.053",0.92
"033000469",216.95412030107494,196.24657655585708,216.44181760197975,203.40904005768516,"0.363",0.129
"033001082",194.69292147947428,191.40030989578858,211.30500746694653,202.5875733110702,"0.334",0.936
"154000017",523.122024630355,597.6149335186127,523.7567379027537,594.9682205671488,"0.777",0.97
"033000592",194.01791060787093,207.72915147719993,209.66426519213618,206.72705426204797,"0.467",0.792
"083000199",270.7504966737841,280.94400741895157,272.8415549249637,286.2982112780018,"0.305",0.738
"033001168",219.6033965123346,230.68217196181584,216.9740753060737,213.28754831542687,"0.377",0.831
"084000118",274.4196365651557,297.70928370982415,270.4420965975469,288.5341973586133,"0.685",0.325
"033000956",196.5209365674658,202.4863544278994,205.19761087424058,206.4429452301111,"0.311",0.838
"033000865",183.12980823537544,222.6149254799854,205.51722471730866,208.64317727293601,"0.391",0.013
"033000340",217.14774407433725,209.37753865044814,217.53562159826146,210.5044134441408,"0.513",0.675
"033000923",211.24880187823055,223.50398718126354,213.57052087137572,211.69587648772486,"0.160",0.239
"034000090",188.26909040907938,205.90076472981,202.38792410576661,226.3017124789372,"0.600",0.772
"084000101",284.0848234966257,276.23649366134254,271.37952001764853,283.98968619021736,"0.665",0.877
"033000066",227.5249845018545,201.70910240354786,217.8534255438525,210.93406515334607,"0.161",0.658
"083000197",265.314822923339,290.85023706944185,274.021306262603,289.1983241571305,"0.137",0.017
"035000240",207.15325960845868,226.58530815143513,200.61114911203032,218.28048977995178,"0.979",0.48
"154000024",521.7456987840972,594.8184186838857,521.2490677895652,594.7287960220477,"0.595",0.717
"114000000",403.46063323175235,397.9999157527547,404.7144796194321,393.5668768275281,"0.751",0.114
"034000263",189.94203701903064,202.46176604916806,202.61111253888362,223.96949821288575,"0.712",0.147
"034000259",223.18419863989993,228.18856101499279,212.34081278752126,223.33897842658632,"0.762",0.79
"033001133",195.0160410738348,226.8143241627353,206.0310523558274,215.92177370025436,"0.453",0.353
"034000299",190.76257654999202,194.31682355973717,206.49724797465615,218.6569536904858,"0.880",0.727
"031000006",215.92701007459127,235.45168535150262,202.9366679993876,216.32317898029885,"0.034",0.244
"123000012",387.6657657632109,504.95870286101626,389.41526873640555,506.9351815933563,"0.535",0.199
"053000068",316.401541002074,213.4149125529703,319.96702837848215,203.24711899740672,"0.409",0.271
"083000049",267.9744414816913,284.0083014915905,274.5862345759526,285.0151533065103,"0.283",0.787
"084000119",278.83876665249403,274.94506655097376,272.11370321083996,278.95446096450615,"0.861",0.474
"035000368",212.1957329901746,217.18942596309478,194.46580904932108,221.40076903607923,"0.894",0.03
"033000085",209.17556954614398,218.15693761848462,208.74764037298448,211.9401066120628,"0.535",0.811
"031000019",189.66045046299016,197.0950244054438,198.70330317708175,212.56096220172057,"0.003",0.005
"033000132",207.2835951994987,239.5170409459331,209.798677678297,217.04711591329752,"0.372",0.663
"033000501",182.11580172182235,216.54809663829738,205.19484949649407,208.73453002022148,"0.284",0.469
"033000679",190.7828217783189,205.41219802303613,207.35357063431184,211.268283287195,"0.299",0.037
"084000126",278.32425955241655,285.1322214818101,266.9854284689142,281.8173201242454,"0.704",0.881
"113000002",403.8796480717388,390.5690252600835,401.2050861937098,392.1542137940355,"0.508",0.226
"034000215",209.26727483766393,188.65582920971016,204.47194354422277,221.61030446637463,"0.720",0.235
"034000176",195.3071757408198,191.06478412020243,207.51402413351852,216.14768595664293,"0.830",0.997
"033000131",222.86684656568895,215.84278674173532,216.02000225268816,212.89428470554,"0.193",0.882
"032000165",188.83494699660466,205.31666507273908,200.743402206301,205.33164587086023,"0.060",0.983
"083000161",276.5017247603923,273.43927027899497,281.14983026388256,281.1822380128476,"0.281",0.942
"032000122",201.68884772520855,225.5500016955957,195.78166317278703,207.85542458943758,"0.122",0.612
"053000065",323.747104905826,210.50051287560345,323.81672848919015,202.78899318801305,"0.592",0.557
"033000228",226.3128313490407,202.50896299173993,213.43777139662302,206.4279635340808,"0.436",0.432
"014000036",80.36357097655728,249.19580635664462,83.9669216937576,246.4016271200165,"0.882",0.828
"073000009",138.70254104726425,304.67453703947433,137.34758329104451,305.7694798028614,"0.442",0.763
"113000007",404.7499967365703,391.1981514651337,401.6428097978647,393.5259675995413,"0.214",0.036
"122000002",389.1799472536992,503.6762323730656,392.06591589723143,505.72713083855706,"0.086",0.634
"054000074",317.08932885588933,199.81566428141707,324.47151834271097,207.02521043629002,"0.781",0.053
"083000241",260.6966156877673,283.0322438478963,280.7126075973243,283.5492625976361,"0.316",0.893
"033000488",214.02519042568687,206.73676352836677,215.55112748268047,204.13196405412035,"0.581",0.743
"034000358",184.435911809654,203.18529232079987,203.80000984931635,221.84828915587684,"0.850",0.857
"034000077",225.04945499211217,212.51349935388686,214.1949049351872,222.1965355239421,"0.851",0.487
"084000064",287.40838387669527,281.46925744791724,268.4603264338637,287.7349249552367,"0.727",0.285
"033001013",209.50254357517608,223.43361852347982,211.86081998679202,214.80703110780047,"0.360",0.898
"084000175",268.7577571015177,290.15201711432087,268.95537471410984,287.7408060019586,"0.822",0.876
"013000038",83.61006464141866,242.9622315337391,84.3466204825338,248.05248616215175,"0.418",0.751
"035000121",184.23988450511416,201.53067069137802,200.25610592324716,221.91312281747193,"0.946",0.069
"112000000",405.0454274936783,388.304168728527,405.60463065467326,392.2072197806254,"0.079",0.612
"033001131",183.5552353883562,211.8506355243532,210.47344887302756,219.85951214085316,"0.344",0.287
"035000181",205.24293268629626,231.52736235497565,194.44287678978935,220.41734407731707,"0.985",0.66
"064000008",399.95721967755276,179.57139357313974,398.0695941439728,179.73478845474557,"0.732",0.431
"033000454",181.4325968402676,216.9906095924408,206.31630265593276,207.9730717042776,"0.290",0.695
"033000370",218.6205336732023,200.6557339889421,216.35954097496665,205.1689903548282,"0.214",0.035
"043000001",293.63360151209963,156.24179457170945,292.8827500496692,157.67095404533345,"0.159",0.388
"035000052",215.93057323332602,215.42209762534526,198.045963293429,224.23045157871255,"0.965",0.112
"083000216",270.3509321780898,290.64637476164467,273.7071052940039,288.1783017421475,"0.238",0.348
"033000505",216.83397626408774,211.34664835456314,213.9659259746867,208.9394431017685,"0.398",0.74
"033000075",225.11023686773183,197.91739636551844,216.50541866389474,209.57820811661384,"0.275",0.883
"084000068",261.01522582923656,277.8019158060846,266.5037637937624,280.09546058920085,"0.641",0.423
"032000097",203.99969164155937,237.25458091959953,199.79777312270124,209.02692233072614,"0.053",0.627
"054000054",322.1474852758551,209.05646027664343,325.9492578351143,211.98766757327422,"0.859",0.783
"084000004",264.53178800858433,274.76364690626036,267.67660717354175,278.0003156906721,"0.774",0.758
"184000000",638.2607971071345,733.8015743841287,638.2898372411153,733.7749712425651,"0.849",0.559
"094000001",279.39777100482775,396.3461019396453,278.6767966991822,394.34292890998756,"0.748",0.418
"083000292",260.9551648080421,278.82461448463465,278.5687649327747,286.0949095362222,"0.316",0.45
"033001040",211.3012154968226,191.10501448561953,214.67108170342016,203.8160379396431,"0.386",0.853
"033000766",193.3048123997083,208.19022321801395,210.55591307357886,208.98246729751193,"0.394",0.523
"084000047",281.3922965919664,286.6893330200703,273.41886168372935,283.8933115201776,"0.614",0.916
"083000318",273.52672445671993,291.2008052841231,274.6497268066359,289.31326772842016,"0.144",0.949
"035000114",216.1067080549506,211.61888148015103,202.3611243465758,216.0904555630973,"0.982",0.158
"035000307",207.4312054838954,216.02811242205163,204.02407569254072,216.34528447808992,"0.935",0.184
"033000480",217.64579124999676,191.661460443662,210.96661267107655,204.09790459312637,"0.489",0.294
