"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","181","47","138","8","11","13","385",24.571037996371054,"13.833333333333",458.124498303482,481.1420501172729,0,458.12449830221874,481.1420501159713,1.0136724476466841e-12,9.83824842338197e-13
"Basilicata","40.5","8","5","24","0","0","17","37",21.41705050316284,"16.5",631.7883003522712,615.6439377639663,1,631.9370391202103,619.4473136642786,1.258922003102847e-12,1.987679023652579e-12
"Calabria","39","60","13","91","2","3","18","169",23.028501679846734,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","213","36","356","30","17","15","652",25.948510937430825,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209713907,596.0262438110291,1.225285226507064e-12,1.0441853989601215e-12
"Emilia-Romagna","44.75","1900","260","2346","177","531","08","5214",36.821703739653024,"11",273.7755526126515,283.67879560051733,4,273.7755526119986,283.6787955996714,6.588224839116424e-13,5.084670226565477e-13
"Friuli Venezia Giulia","46.1","134","29","359","41","36","06","599",25.701614861290118,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534478598,179.05170714861663,3.823839988357828e-13,8.890147099691912e-13
"Lazio","41.9","426","45","270","44","38","12","823",26.683198865422575,"12.716666666667",389.96527268662,505.9151039834651,6,389.9652726855837,505.91510398215365,1.0213149905107085e-12,8.070238201300291e-13
"Liguria","44.45","491","112","280","85","91","07","1059",27.581103863316265,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.6418862572944,306.9898004637033,7.519537930659162e-13,4.1670756517069246e-13
"Lombardia","45.65","7387","1006","5545","3778","2168","03","19884",52.85007336508056,"9.95",206.55634157536247,213.87614012509903,8,206.55634157496223,213.8761401246136,3.7803109719884074e-13,3.116985661934109e-13
"Marche","43.316666666667","656","141","825","0","115","11","1737",29.709220759821235,"13",402.13851075247965,395.2363069295466,9,407.0509897295665,390.22760013577386,2.0008749084671205e-11,2.0428794853671882e-11
"Molise","41.6997","19","6","13","6","2","14","46",21.58002290362844,"14.6111",508.6091735149422,521.5939880792921,10,508.609173513589,521.593988077835,1.1347652147807885e-12,1.0538725602313642e-12
"Piemonte","45.25","2279","257","218","3","175","01","2932",32.61439568112903,"7.9166666666667",83.45401674780715,244.87483380474941,11,84.84160051523669,246.31938438328876,4.118121859145174e-13,1.1618974012084226e-13
"Puglia","41.008611111111","173","31","245","4","25","16","478",25.09329012082144,"16.512777777778",630.2278965217012,575.7430948182009,12,630.1195466758126,572.9724978370631,1.2374614354049295e-12,9.347024253225124e-13
"Sardegna","40.05","43","9","152","0","2","20","206",23.34362894971146,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","143","36","142","15","4","19","340",24.295600904051252,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","501","178","743","22","38","09","1482",28.96826780475356,"11.016666666667",279.53323598135603,392.63687654875775,15,279.53323598061223,392.6368765474913,9.863007020785104e-13,5.792391539850476e-13
"Umbria","42.983333333333","69","21","238","4","2","10","334",24.257529834920128,"12.566666666667",376.6313230409835,421.24314034713734,16,369.2626365672679,428.75616791393577,-2.8019871839424224e-11,-2.8569377853032705e-11
"Valle d'Aosta","45.716666666667","47","9","153","0","6","02","215",23.415888581441866,"7.3666666666667",48.718865504655696,208.71364194412718,17,46.0269799224475,205.9112418525769,4.595793797607106e-13,4.6659941535520666e-14
"Veneto","45.733333333333","771","209","2189","200","115","05","3484",33.750659871874234,"11.85",322.21166739327714,207.4231961704986,18,322.80213541263333,208.4526321855761,3.306826167059906e-13,8.063243107057915e-13
"Trentino-Alto Adige","46.383333333333",256,48,608,21,26,"04",959,27.214292891582655,"11.416666666667",293.3773299582052,157.1527252669871,19,292.46916067401514,155.56940129943527,4.11029543734287e-13,6.588415685411519e-13
