"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","17","9","11","0","1","13","38",21.436072166404788,"13.833333333333",458.124498303482,481.1420501172729,0,458.12449830225256,481.14205011596573,1.0180017077520876e-12,9.574948305660785e-13
"Basilicata","40.5","2","0","5","0","0","17","7",20.616358637693523,"16.5",631.7883003522712,615.6439377639663,1,631.8393199334353,616.9485515604257,1.2656136555433406e-12,1.4164678402374311e-12
"Calabria","39","8","2","1","2","0","18","13",20.83995523803971,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","33","8","85","1","0","15","127",22.62534466371141,"14.783333333333",523.3260209727315,596.0262438126024,3,523.326020971367,596.0262438110414,1.2157227365737804e-12,1.0626257240315105e-12
"Emilia-Romagna","44.75","669","98","650","31","85","08","1533",29.121274882756907,"11",273.7755526126515,283.67879560051733,4,273.77555261183556,283.6787955996061,7.096511757090956e-13,6.354180251489385e-13
"Friuli Venezia Giulia","46.1","27","6","77","3","3","06","116",22.509073948408975,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534479127,179.0517071486086,3.886405309755881e-13,8.478351834515409e-13
"Lazio","41.9","50","15","34","11","6","12","116",22.509073948408975,"12.716666666667",389.96527268662,505.9151039834651,6,389.96527268556144,505.91510398217645,1.0035904036992612e-12,8.243988224526915e-13
"Liguria","44.45","57","29","42","5","8","07","141",22.76626653520531,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625729966,306.98980046376766,7.018318812016868e-13,4.1261908373206073e-13
"Lombardia","45.65","3319","466","642","896","468","03","5791",37.72806147557465,"9.95",206.55634157536247,213.87614012509903,8,206.5563415749828,213.8761401246469,3.521087605791746e-13,2.9566567750708076e-13
"Marche","43.316666666667","152","54","175","0","13","11","394",24.62415707040151,"13",402.13851075247965,395.2363069295466,9,405.0376602510557,392.2803676488983,5.578015913748624e-13,5.694938010752937e-13
"Molise","41.6997","3","3","9","0","0","14","15",20.90225665923135,"14.6111",508.6091735149422,521.5939880792921,10,508.60917351358415,521.5939880778188,1.1473456297330467e-12,1.0576450707213714e-12
"Piemonte","45.25","306","66","64","0","17","01","453",24.958308763040584,"7.9166666666667",83.45401674780715,244.87483380474941,11,83.45401674770594,244.8748338041797,4.436900924607283e-13,7.882811611410087e-14
"Puglia","41.008611111111","28","6","21","1","3","16","59",21.78941252312059,"16.512777777778",630.2278965217012,575.7430948182009,12,630.1822224426572,574.575170108748,1.2323305136757722e-12,1.3040069227871451e-12
"Sardegna","40.05","9","0","11","0","0","20","20",21.041836250170707,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","17","2","41","2","0","19","62",21.83434200565932,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","91","40","129","3","1","09","264",23.785179070089132,"11.016666666667",279.53323598135603,392.63687654875775,15,279.53323598057614,392.63687654753784,9.500669230331938e-13,6.073754317057368e-13
"Umbria","42.983333333333","8","2","27","0","0","10","37",21.41705050316284,"12.566666666667",376.6313230409835,421.24314034713734,16,372.7988947709213,425.1506398587376,1.1187982831839526e-12,1.115689702083089e-12
"Valle d'Aosta","45.716666666667","2","0","15","0","0","02","17",20.960525562566815,"7.3666666666667",48.718865504655696,208.71364194412718,17,48.718865504433445,208.7136419435962,4.1352469409518223e-13,1.7308402213368542e-13
"Veneto","45.733333333333","204","67","512","47","26","05","856",26.815870791679206,"11.85",322.21166739327714,207.4231961704986,18,322.2116673923961,207.42319616992273,4.484926846784566e-13,6.861140740315049e-13
"Trentino-Alto Adige","46.383333333333",36,4,48,2,0,"04",90,22.210068432145015,"11.416666666667",293.3773299582052,157.1527252669871,19,293.3773299574265,157.152725266644,2.6718056899987297e-13,6.064477345120723e-13
