"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","17","9","11","0","1","13","38",21.436072166404788,"13.833333333333",458.124498303482,481.1420501172729,0,458.1244983022506,481.14205011596573,1.0180017077520668e-12,9.590409924183619e-13
"Basilicata","40.5","1","1","6","0","0","17","8",20.658915099893683,"16.5",631.7883003522712,615.6439377639663,1,631.8459675358032,617.1185363643046,1.265369840158792e-12,1.4355907047435175e-12
"Calabria","39","10","2","5","2","0","18","19",21.015456367138082,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","56","11","82","4","1","15","154",22.890978267941,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209713678,596.0262438110402,1.2166062576304213e-12,1.0620072590176105e-12
"Emilia-Romagna","44.75","745","104","739","38","113","08","1739",29.714808801008935,"11",273.7755526126515,283.67879560051733,4,273.77555261183267,283.6787955995887,7.232266456770713e-13,6.376710047440225e-13
"Friuli Venezia Giulia","46.1","16","5","89","10","6","06","126",22.614988234135957,"13.116666666667",397.94445344900134,179.05170714910764,5,397.94445344790813,179.05170714860938,3.880441542623548e-13,8.513692787455286e-13
"Lazio","41.9","67","18","40","19","6","12","150",22.85318607722546,"12.716666666667",389.96527268662,505.9151039834651,6,389.96527268556207,505.9151039821757,1.0041646927693256e-12,8.238687095953439e-13
"Liguria","44.45","74","34","73","5","8","07","194",23.244780561154585,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625729798,306.9898004637675,7.019644135294591e-13,4.139224467100409e-13
"Lombardia","45.65","3852","560","1351","900","617","03","7280",39.87696880990139,"9.95",206.55634157536247,213.87614012509903,8,206.556341574992,213.87614012464817,3.511147352217152e-13,2.885151756137582e-13
"Marche","43.316666666667","212","66","183","0","18","11","479",25.098615046604888,"13",402.13851075247965,395.2363069295466,9,405.1894612656406,392.12559308947107,1.0428116703486978e-12,1.0668806983693546e-12
"Molise","41.6997","4","3","9","0","0","14","16",20.93184667072207,"14.6111",508.6091735149422,521.5939880792921,10,508.6091735135852,521.5939880778199,1.1465504607820703e-12,1.0568499017369563e-12
"Piemonte","45.25","319","75","86","0","21","01","501",25.2143878301151,"7.9166666666667",83.45401674780715,244.87483380474941,11,83.45401674770835,244.8748338041787,4.4446317893176345e-13,7.693920529373141e-14
"Puglia","41.008611111111","38","4","29","1","5","16","77",22.044230337524024,"16.512777777778",630.2278965217012,575.7430948182009,12,630.1772495001749,574.4480077717642,1.2324070800331932e-12,1.29047699243723e-12
"Sardegna","40.05","10","0","27","0","0","20","37",21.41705050316284,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","23","1","57","2","0","19","83",22.122381799890046,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","87","54","173","5","1","09","320",24.16734500068283,"11.016666666667",279.53323598135603,392.63687654875775,15,279.5332359805775,392.63687654753403,9.530267185849944e-13,6.06315206130201e-13
"Umbria","42.983333333333","7","5","32","2","0","10","46",21.58002290362844,"12.566666666667",376.6313230409835,421.24314034713734,16,372.50435718105217,425.45094697909366,4.710872317237324e-13,4.562040849254156e-13
"Valle d'Aosta","45.716666666667","2","0","17","0","1","02","20",21.041836250170707,"7.3666666666667",48.718865504655696,208.71364194412718,17,48.71886550443548,208.7136419435984,4.11801826639176e-13,1.7150261627806288e-13
"Veneto","45.733333333333","262","68","610","54","29","05","1023",27.451132450606636,"11.85",322.21166739327714,207.4231961704986,18,322.21166739237526,207.4231961699273,4.4492775395312514e-13,7.023619986019263e-13
"Trentino-Alto Adige","46.383333333333",36,8,105,3,0,"04",152,22.872144332809576,"11.416666666667",293.3773299582052,157.1527252669871,19,293.3773299574172,157.152725266648,2.64086253924026e-13,6.137028385215005e-13
