"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","r","lon","center_x","center_y","index","x","y","vy","vx"
"Abruzzo","42.216666666667","71","37","57","7","4","13","176",23.090585768926967,"13.833333333333",458.124498303482,481.1420501172729,0,458.124498302231,481.14205011596965,1.0149535599695243e-12,9.74268443251246e-13
"Basilicata","40.5","1","2","9","0","0","17","12",20.807002889277268,"16.5",631.7883003522712,615.6439377639663,1,631.884991981409,618.1164243817168,1.2272328986373537e-12,1.6024438246058266e-12
"Calabria","39","36","7","44","1","1","18","89",22.197755977390447,"16.5",638.5478900533218,733.5385737316155,2,638.5478900516192,733.538573729618,1.5557107012767717e-12,1.3259707904111043e-12
"Campania","40.75","103","22","238","28","9","15","400",24.659233353610357,"14.783333333333",523.3260209727315,596.0262438126024,3,523.3260209713793,596.0262438110334,1.221927846490252e-12,1.0530206463184431e-12
"Emilia-Romagna","44.75","1362","197","1529","88","346","08","3522",33.82544574974329,"11",273.7755526126515,283.67879560051733,4,273.7755526118238,283.67879559952314,7.742761872002957e-13,6.445896100364556e-13
"Friuli Venezia Giulia","46.1","96","19","231","18","22","06","386",24.57697055953787,"13.116666666667",397.94445344900134,179.05170714910764,5,397.9444534478769,179.05170714861413,3.84354945743096e-13,8.756696708523682e-13
"Lazio","41.9","267","31","174","32","19","12","523",25.327645398507602,"12.716666666667",389.96527268662,505.9151039834651,6,389.96527268557475,505.915103982163,1.014070038912793e-12,8.140063321664477e-13
"Liguria","44.45","255","73","247","42","50","07","667",26.01654796805124,"8.7666666666667",137.64188625782947,306.98980046466886,7,137.64188625730225,306.9898004637301,7.310909533104288e-13,4.1058653912732356e-13
"Lombardia","45.65","6171","823","3867","2368","1420","03","14649",48.19606194977839,"9.95",206.55634157536247,213.87614012509903,8,206.55634157503184,213.8761401246778,3.2806387233845917e-13,2.5748895272889655e-13
"Marche","43.316666666667","528","110","547","0","57","11","1242",28.210039838620887,"13",402.13851075247965,395.2363069295466,9,406.2634132162318,391.03060407524373,1.0081340710149655e-11,1.0279120003092723e-11
"Molise","41.6997","3","5","7","5","1","14","21",21.067564476169117,"14.6111",508.6091735149422,521.5939880792921,10,508.6091735135854,521.5939880778255,1.1421317453155707e-12,1.0566565446434252e-12
"Piemonte","45.25","1045","186","174","0","111","01","1516",29.070559306375095,"7.9166666666667",83.45401674780715,244.87483380474941,11,83.79347204230757,245.22822532819012,4.634762300510798e-13,6.428461278920606e-14
"Puglia","41.008611111111","116","6","90","2","16","16","230",23.533038618519793,"16.512777777778",630.2278965217012,575.7430948182009,12,630.1523086816204,573.8102499869916,1.2610943539437259e-12,1.1851324568522455e-12
"Sardegna","40.05","39","0","66","0","2","20","107",22.409774228243844,"9.0833333333333",168.79296369929818,650.9794213715627,13,168.79296369894138,650.9794213698026,1.3707261603367092e-12,2.7788075030630507e-13
"Sicilia","37.599958333333","75","20","108","8","2","19","213",23.39996360621815,"14.015377777778",487.1812958869277,843.8301353652855,14,487.1812958855688,843.8301353631132,1.6917817788391162e-12,1.0583518875666837e-12
"Toscana","43.35","175","107","559","11","14","09","866",26.85556752099712,"11.016666666667",279.53323598135603,392.63687654875775,15,279.53323598059944,392.63687654751226,9.699562133640585e-13,5.892106976271791e-13
"Umbria","42.983333333333","30","15","114","4","1","10","164",22.9833650014358,"12.566666666667",376.6313230409835,421.24314034713734,16,370.4169995852626,427.57919267884654,-1.318375955280948e-11,-1.342281780516985e-11
"Valle d'Aosta","45.716666666667","28","5","70","0","2","02","105",22.38714673907811,"7.3666666666667",48.718865504655696,208.71364194412718,17,48.14647572543422,208.11775288381008,3.730610872304529e-13,1.6643119174486465e-13
"Veneto","45.733333333333","498","156","1620","130","69","05","2473",31.58501298138206,"11.85",322.21166739327714,207.4231961704986,18,322.21166739236025,207.42319617003483,3.6119365033610956e-13,7.140693766378111e-13
"Trentino-Alto Adige","46.383333333333",126,30,446,5,12,"04",619,25.796018874939424,"11.416666666667",293.3773299582052,157.1527252669871,19,293.37732995727026,157.15272526651617,3.667484836625193e-13,7.28131079696116e-13
